DOI,Título,Autores,Año,Citas,Revista
10.1109/tevc.2016.2543508,IEEE World Congress on Computational Intelligence,,2016,0,IEEE Transactions on Evolutionary Computation
10.1109/tevc.2010.2044932,WCCI 2010 Barcelona International Convention Centre (CCIB),,2010,0,IEEE Transactions on Evolutionary Computation
10.1109/tevc.2016.2593621,IEEE Transactions on Evolutionary Computation publication information,,2016,0,IEEE Transactions on Evolutionary Computation
10.1109/tevc.2013.2291357,Table of contents,,2013,0,IEEE Transactions on Evolutionary Computation
10.1109/tevc.2011.2158356,IEEE Transactions on Evolutionary Computation publication information,,2011,0,IEEE Transactions on Evolutionary Computation
10.1109/tevc.2005.851617,IEEE Transactions on Evolutionary Computation publication information,,2005,0,IEEE Transactions on Evolutionary Computation
10.1109/tevc.2007.891514,IEEE Computational Intelligence Society Information,,2007,0,IEEE Transactions on Evolutionary Computation
10.1109/tevc.2006.888050,Acknowledgment to Reviewers,,2006,0,IEEE Transactions on Evolutionary Computation
10.1109/tevc.2018.2870220,IEEE Transactions on Evolutionary Computation Special Issue on Parallel Evolution for Large Scale Optimization,,2018,0,IEEE Transactions on Evolutionary Computation
10.1109/tevc.2007.908484,IEEE Congress on Evolutionary Computation,,2007,0,IEEE Transactions on Evolutionary Computation
10.1109/tevc.2008.925954,IEEE Transactions on Evolutionary Computation Information for authors,,2008,0,IEEE Transactions on Evolutionary Computation
10.1109/tevc.2015.2483590,An Optimality Theory-Based Proximity Measure for Set-Based Multiobjective Optimization,Kalyanmoy Deb and Mohamed Abouhawwash,2016,30,IEEE Transactions on Evolutionary Computation
10.1109/tevc.2014.2336882,Asymptotic Properties of a Generalized Cross-Entropy Optimization Algorithm,Zijun Wu and Michael Kolonko,2014,16,IEEE Transactions on Evolutionary Computation
10.1109/tevc.2011.2112664,Performance Evaluation of Evolutionary Algorithms for Optimal Filter Design,Revna Acar Vural and Tulay Yildirim and Tevfik Kadioglu and Aysen Basargan,2012,86,IEEE Transactions on Evolutionary Computation
10.1109/tevc.2002.807122,Editorial: transition to a new editor-in-chief,D.B. Fogel,2002,0,IEEE Transactions on Evolutionary Computation
10.1109/tevc.2006.890263,HMM-Based Concept Learning for a Mobile Robot,Kevin M. Squire and Stephen E. Levinson,2007,6,IEEE Transactions on Evolutionary Computation
10.1109/tevc.2008.928943,IEEE Symposium on Computational Intelligence and Games,,2008,0,IEEE Transactions on Evolutionary Computation
10.1109/tevc.2017.2770899,IEEE World Congress on Computational Intelligence,,2017,0,IEEE Transactions on Evolutionary Computation
10.1109/tevc.2018.2872682,Introducing IEEE Collabratec,,2018,0,IEEE Transactions on Evolutionary Computation
