DOI,Título,Autores,Año,Citas,Revista
10.3233/aac-181001,Preface,Richard Booth and Federico Cerutti,2018,0,Argument &amp; Computation
10.3233/aac-190482,Douglas Walton (1942–2020),Pietro Baroni and Bart Verheij,2020,0,Argument &amp; Computation
10.1080/19462166.2014.1001790,Context-aware reconfiguration of large-scale surveillance systems: argumentative approach,Peter Novák and Cees Witteveen,2015,1,Argument &amp; Computation
10.1080/19462166.2012.704399,Modal and temporal argumentation networks,H. Barringer and D. M. Gabbay and J. Woods,2012,4,Argument &amp; Computation
10.1080/19462166.2015.1036922,Reasoning in abstract dialectical frameworks using quantified Boolean formulas,Martin Diller and Johannes Peter Wallner and Stefan Woltran,2015,7,Argument &amp; Computation
10.1080/19462166.2011.645695,Miscellany,,2011,0,Argument &amp; Computation
10.3233/aac-200528,Comparing logic programming and formal argumentation; the case of ideal and eager semantics,Martin Caminada and Sri Harikrishnan and Samy Sá,2022,2,Argument &amp; Computation
10.1080/19462166.2010.513160,Editorial Board,,2010,0,Argument &amp; Computation
10.3233/aac-160011,"States, goals and values: Revisiting practical reasoning",Katie Atkinson and Trevor Bench-Capon,2016,10,Argument &amp; Computation
10.1080/19462166.2014.913075,Argument schemes for reasoning about trust,Simon Parsons and Katie Atkinson and Zimi Li and Peter McBurney and Elizabeth Sklar and Munindar Singh and Karen Haigh and Karl Levitt and Jeff Rowe,2014,15,Argument &amp; Computation
10.3233/aac-170022,Rhetorical strategies in German argumentative dialogs,Annette Hautli-Janisz and Mennatallah El-Assady,2017,3,Argument &amp; Computation
10.3233/aac-180033,Comparing decoding mechanisms for parsing argumentative structures,Stergos Afantenos and Andreas Peldszus and Manfred Stede,2018,7,Argument &amp; Computation
10.3233/aac-220014,An analysis of some ethical argumentation about genetically modified food,Nancy L. Green,2023,0,Argument &amp; Computation
10.1080/19462166.2014.927921,Computer-assisted safety argument review – a dialectics approach,Tangming Yuan and Tim Kelly and Tianhua Xu,2015,2,Argument &amp; Computation
10.3233/aac-170018,Special issue: Foundations of the language of argumentation,Patrick Saint-Dizier and Manfred Stede,2017,1,Argument &amp; Computation
10.3233/aac-200904,United we stand: Accruals in strength-based argumentation,Julien Rossit and Jean-Guy Mailly and Yannis Dimopoulos and Pavlos Moraitis,2021,4,Argument &amp; Computation
10.3233/aac-210010,"Yes, no, maybe, I don’t know: Complexity and application of abstract argumentation with incomplete knowledge",Jean-Guy Mailly,2022,1,Argument &amp; Computation
10.3233/aac-200550,Argumentation schemes for clinical decision support,Isabel Sassoon and Nadin Kökciyan and Sanjay Modgil and Simon Parsons,2021,1,Argument &amp; Computation
10.3233/aac-210005,Strategic argumentation dialogues for persuasion: Framework and experiments based on modelling the beliefs and concerns of the persuadee,Emmanuel Hadoux and Anthony Hunter and Sylwia Polberg,2022,0,Argument &amp; Computation
10.1080/19462160903494576,A dialogue model of belief,Douglas Walton,2010,6,Argument &amp; Computation
10.1080/19462166.2010.486479,Answer-set programming encodings for argumentation frameworks,Uwe Egly and Sarah Alice Gaggl and Stefan Woltran,2010,70,Argument &amp; Computation
10.3233/aac-181002,A formalisation and prototype implementation of argumentation for statistical model selection,Isabel Sassoon and Sebastian Zillessen and Jeroen Keppens and Peter McBurney,2018,2,Argument &amp; Computation
10.1080/19462166.2012.674060,The processes of inference,Sangeet Khemlani and P. N. Johnson-Laird,2013,31,Argument &amp; Computation
10.1080/19462166.2013.869767,"Defeasible logic programming: DeLP-servers, contextual queries, and explanations for answers",Alejandro J. García and Guillermo R. Simari,2014,38,Argument &amp; Computation
10.3233/aac-170030,"Rhetorical figures, arguments, computation",Randy Allen Harris and Chrysanne Di Marco,2017,12,Argument &amp; Computation
10.3233/aac-210016,Probabilistic interpretations of argumentative attacks: Logical and experimental results1,Niki Pfeifer and Christian G. Fermüller,2023,0,Argument &amp; Computation
10.3233/aac-181005,Noise induced hearing loss: Building an application using the ANGELIC methodology,Latifa Al-Abdulkarim and Katie Atkinson and Trevor Bench-Capon and Stuart Whittle and Rob Williams and Catriona Wolfenden,2018,8,Argument &amp; Computation
10.1080/19462166.2013.858183,On a razor's edge: evaluating arguments from expert opinion,Douglas Walton,2014,7,Argument &amp; Computation
10.1080/19462166.2015.1123772,A classification system for argumentation schemes,Douglas Walton and Fabrizio Macagno,2015,28,Argument &amp; Computation
10.1080/19462166.2012.689327,"Rational argument, rational inference",Ulrike Hahn and Adam J.L. Harris and Mike Oaksford,2013,7,Argument &amp; Computation
10.3233/aac-200539,Deductive and abductive argumentation based on information graphs,Remi Wieten and Floris Bex and Henry Prakken and Silja Renooij,2022,0,Argument &amp; Computation
10.3233/aac-180039,Representing argumentation schemes with Constraint Handling Rules (CHR),Thomas F. Gordon and Horst Friedrich and Douglas Walton,2018,5,Argument &amp; Computation
10.1080/19462166.2015.1123773,Inferences and illocutions,David Botting,2015,1,Argument &amp; Computation
10.1080/19462166.2010.485698,Assessing debate strategies via computational agents,Tangming Yuan and David Moore and Alec Grierson,2010,1,Argument &amp; Computation
10.3233/aac-170023,Evidently epistential adverbs are argumentative indicators: A corpus-based study,Elena Musi and Andrea Rocci,2017,4,Argument &amp; Computation
10.3233/aac-160008,Firewall configuration: An application of multiagent metalevel argumentation,Andy Applebaum and Zimi Li and Karl Levitt and Simon Parsons and Jeff Rowe and Elizabeth I. Sklar,2016,2,Argument &amp; Computation
10.3233/aac-170021,Discourse relations: Genre-specific degrees of overtness in argumentative and narrative discourse,Carolin Hofmockel and Anita Fetzer and Robert M. Maier,2017,3,Argument &amp; Computation
10.3233/aac-200483,Characterizing strongly admissible sets,Paul E. Dunne,2020,0,Argument &amp; Computation
10.3233/aac-220017,"Arguments, rules and cases in law: Resources for aligning learning and reasoning in structured domains",Cor Steging and Silja Renooij and Bart Verheij and Trevor Bench-Capon,2023,0,Argument &amp; Computation
10.3233/aac-180035,A two-level approach to generate synthetic argumentation reports,Patrick Saint-Dizier,2018,2,Argument &amp; Computation
10.1080/19462166.2013.767559,Formal Models of Reasoning in Cognitive Psychology,Jean-François Bonnefon,2013,1,Argument &amp; Computation
10.3233/aac-170019,Semantic clause types and modality as features for argument analysis1,Maria Becker and Alexis Palmer and Anette Frank,2017,0,Argument &amp; Computation
10.1080/19462166.2010.486480,Ambiguity in argument,Jan Albert van Laar,2010,4,Argument &amp; Computation
10.1080/19462161003728921,Defeasible Reasoning and Degrees of Justification,John L. Pollock †,2010,34,Argument &amp; Computation
10.1080/19462166.2011.629736,Complexity of logic-based argumentation in Post's framework,Nadia Creignou and Johannes Schmidt and Michael Thomas and Stefan Woltran,2011,5,Argument &amp; Computation
10.3233/aac-210551,Argumentation schemes: From genetics to international relations to environmental science policy to AI ethics,Nancy L. Green,2021,1,Argument &amp; Computation
