DOI,Título,Autores,Año,Citas,Revista
10.3390/a9030048,Semi-Supervised Classification Based on Low Rank Representation,Xuan Hou and Guangjun Yao and Jun Wang,2016,2,Algorithms
10.3390/a10010011,Acknowledgement to Reviewers of Algorithms in 2016,n.m. n.m.,2017,0,Algorithms
10.3390/a14070198,Decimal Multiplication in FPGA with a Novel Decimal Adder/Subtractor,Mário P. Véstias and Horácio C. Neto,2021,0,Algorithms
10.3390/a13050109,Evolution of SOMs’ Structure and Learning Algorithm: From Visualization of High-Dimensional Data to Clustering of Complex Data,Marian B. Gorzałczany and Filip Rudziński,2020,1,Algorithms
10.3390/algor3010092,Base Oils Biodegradability Prediction with Data Mining Techniques,Sihem Ben Abdelmelek and Saloua Saidane and Malika Trabelsi,2010,0,Algorithms
10.3390/a15030096,A Dynamic Distributed Deterministic Load-Balancer for Decentralized Hierarchical Infrastructures,Spyros Sioutas and Efrosini Sourla and Kostas Tsichlas and Gerasimos Vonitsanos and Christos Zaroliagis,2022,0,Algorithms
10.3390/a13080202,Methodology for Analyzing the Traditional Algorithms Performance of User Reviews Using Machine Learning Techniques,Abdul Karim and Azhari Azhari and Samir Brahim Belhaouri and Ali Adil Qureshi and Maqsood Ahmad,2020,2,Algorithms
10.3390/a13090207,A Fast Image Thresholding Algorithm for Infrared Images Based on Histogram Approximation and Circuit Theory,Manikanta Prahlad Manda and Hi Seok Kim,2020,16,Algorithms
10.3390/a12080160,A Novel Virtual Sample Generation Method to Overcome the Small Sample Size Problem in Computer Aided Medical Diagnosing,Mohammad Wedyan and Alessandro Crippa and Adel Al-Jumaily,2019,10,Algorithms
10.3390/a15050156,Binary Horse Optimization Algorithm for Feature Selection,Dorin Moldovan,2022,3,Algorithms
10.3390/a13100250,A Clustering Routing Algorithm Based on Improved Ant Colony Optimization Algorithms for Underwater Wireless Sensor Networks,Xingxing Xiao and Haining Huang,2020,17,Algorithms
10.3390/a9030055,A Novel AHRS Inertial Sensor-Based Algorithm for Wheelchair Propulsion Performance Analysis,Jonathan Shepherd and Tomohito Wada and David Rowlands and Daniel James,2016,13,Algorithms
