DOI,Título,Autores,Año,Citas,Revista
10.1007/s13218-017-0493-9,Towards Identifying User-Centered Requirements for Smart In-House Mobility Services,"Dorothee Rocznik, Klaus Goffart, Manuel Wiesche, Helmut Krcmar",2017,9,KI - Künstliche Intelligenz
10.1007/s13218-015-0399-3,Abductive Conjunctive Query Answering w.r.t. Ontologies,"Ralf Möller, Özgür Özçep, Volker Haarslev, Anahita Nafissi, Michael Wessel",2016,1,KI - Künstliche Intelligenz
10.1007/s13218-010-0016-4,iQser GIN Plattform,Jörg Wurzer,2010,0,KI - Künstliche Intelligenz
10.1007/s13218-013-0260-5,Bio-inspired Sensor Data Management for Modular Agricultural Machines,Sebastian Blank,2013,1,KI - Künstliche Intelligenz
10.1007/s13218-013-0277-9,News,,2013,0,KI - Künstliche Intelligenz
10.1007/s13218-017-0512-x,"Cognition, Interaction, Design","Mehul Bhatt, James Cutting, Daniel Levin, Clayton Lewis",2017,1,KI - Künstliche Intelligenz
10.1007/s13218-011-0164-1,News,,2012,0,KI - Künstliche Intelligenz
10.1007/s13218-020-00679-2,"Towards Explanatory Interactive Image Captioning Using Top-Down and Bottom-Up Features, Beam Search and Re-ranking","Rajarshi Biswas, Michael Barz, Daniel Sonntag",2020,12,KI - Künstliche Intelligenz
10.1007/s13218-015-0385-9,The Pleasure will be Always on Our Side,"Marco Ragni, Christian Becker-Asano",2015,0,KI - Künstliche Intelligenz
10.1007/s13218-010-0079-2,Using Decision Trees for State Evaluation in General Game Playing,"Xinxin Sheng, David Thuente",2011,3,KI - Künstliche Intelligenz
10.1007/s13218-017-0484-x,Erratum to: Kai-Florian Richter and Stephan Winter: Landmarks—GIScience for Intelligent Services,Toru Ishikawa,2017,0,KI - Künstliche Intelligenz
10.1007/s13218-010-0041-3,Robot Controllers for Highly Dynamic Environments with Real-time Constraints,Alexander Ferrein,2010,5,KI - Künstliche Intelligenz
10.1007/s13218-020-00666-7,Using Feature-Based Description Logics to avoid Duplicate Elimination in Object-Relational Query Languages,"David Toman, Grant Weddell",2020,0,KI - Künstliche Intelligenz
10.1007/s13218-018-0553-9,AI and Robotics for the Human Brain Project II,Ubbo Visser,2018,0,KI - Künstliche Intelligenz
10.1007/s13218-012-0193-4,Interview with Josep Domingo-Ferrer and Chris Clifton on Privacy in Spatiotemporal Data Analysis,Christine Körner,2012,0,KI - Künstliche Intelligenz
10.1007/s13218-021-00717-7,"Dissertation Abstract: The Syntax, Semantics and Pragmatics of Japanese Addressee-Honorific Markers",Akitaka Yamada,2021,2,KI - Künstliche Intelligenz
10.1007/s13218-018-0535-y,The DLVHEX System,"Thomas Eiter, Stefano Germano, Giovambattista Ianni, Tobias Kaminski, Christoph Redl, Peter Schüller, Antonius Weinzierl",2018,10,KI - Künstliche Intelligenz
10.1007/s13218-015-0406-8,Towards Next Generation Sequential and Parallel SAT Solvers,Norbert Manthey,2016,2,KI - Künstliche Intelligenz
10.1007/s13218-017-0520-x,Societal Implications of Big Data,"Karolin Kappler, Jan-Felix Schrape, Lena Ulbricht, Johannes Weyer",2018,6,KI - Künstliche Intelligenz
10.1007/s13218-010-0032-4,3D-Roboterkartenbau in Osnabrück,"Joachim Hertzberg, Kai Lingemann, Christopher Lörken, Andreas Nüchter, Stefan Stiene, Thomas Wiemann",2010,0,KI - Künstliche Intelligenz
10.1007/s13218-019-00587-0,"Efficient Supervision for Robot Learning Via Imitation, Simulation, and Adaptation",Markus Wulfmeier,2019,1,KI - Künstliche Intelligenz
10.1007/s13218-014-0310-7,Gerhard Weiss (ed.): Multiagent Systems,Piotr Kaźmierczak,2014,0,KI - Künstliche Intelligenz
10.1007/s13218-020-00645-y,Special Issue on AI in Games,"Sebastian Risi, Mike Preuss",2020,1,KI - Künstliche Intelligenz
10.1007/s13218-015-0387-7,Online Learning of Bipedal Walking Stabilization,"Marcell Missura, Sven Behnke",2015,4,KI - Künstliche Intelligenz
10.1007/s13218-020-00699-y,The PANDA Framework for Hierarchical Planning,"Daniel Höller, Gregor Behnke, Pascal Bercher, Susanne Biundo",2021,0,KI - Künstliche Intelligenz
10.1007/s13218-012-0186-3,Towards Computational Cognitive Modeling of Mental Imagery,"Jan Frederik Sima, Christian Freksa",2012,2,KI - Künstliche Intelligenz
10.1007/s13218-012-0187-2,Reservoir Computing with Output Feedback,René Felix Reinhart,2012,0,KI - Künstliche Intelligenz
10.1007/s13218-013-0273-0,Data Mining and Pattern Recognition in Agriculture,"Christian Bauckhage, Kristian Kersting",2013,24,KI - Künstliche Intelligenz
10.1007/s13218-015-0378-8,You Need the AI Community—and the AI Community Needs You!,Ute Schmid,2015,0,KI - Künstliche Intelligenz
10.1007/s13218-010-0084-5,Special Issue on General Game Playing,Michael Thielscher,2011,0,KI - Künstliche Intelligenz
10.1007/s13218-013-0250-7,Special Issue on Symbol Grounding,"Silvia Coradeschi, Amy Loutfi, Britta Wrede",2013,0,KI - Künstliche Intelligenz
10.1007/s13218-015-0420-x,LOD for Library Science: Benefits of Applying Linked Open Data in the Digital Library Setting,"Atif Latif, Ansgar Scherp, Klaus Tochtermann",2016,7,KI - Künstliche Intelligenz
