DOI,Título,Autores,Año,Citas,Revista
10.1109/tetci.2018.2868474,Learning Automata Based Competition Scheme to Train Deep Neural Networks,Haonan Guo and Shenghong Li and Kaiyue Qi and Ying Guo and Zhengwu Xu,2020,5,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2020.3011432,Dynamic Node Embeddings From Edge Streams,John Boaz Lee and Giang Nguyen and Ryan A. Rossi and Nesreen K. Ahmed and Eunyee Koh and Sungchul Kim,2020,5,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2022.3171769,Monitoring Social Distancing With Single Image Depth Estimation,Alessio Mingozzi and Andrea Conti and Filippo Aleotti and Matteo Poggi and Stefano Mattoccia,2022,1,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2018.2880815,ANFIS Microgrid Energy Management System Synthesis by Hyperplane Clustering Supported by Neurofuzzy Min–Max Classifier,Stefano Leonori and Alessio Martino and Fabio Massimo Frattale Mascioli and Antonello Rizzi,2019,12,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2020.2990757,Guest Editorial Special Issue on Big Data and Computational Intelligence for Agile Wireless IoT,,2020,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2017.2745399,Table of Contents,,2017,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2016.2645720,Task Intelligence of Robots: Neural Model-Based Mechanism of Thought and Online Motion Planning,In-Bae Jeong and Woo-Ri Ko and Gyeong-Moon Park and Deok-Hwa Kim and Yong-Ho Yoo and Jong-Hwan Kim,2017,24,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2017.2766721,Table of Contents,,2017,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2022.3145639,Obtaining Fuzzy Membership Function of Clusters With the Memristor Hardware Implementation and On-Chip Learning,Mohammad Javadian and Arian Hejazi and Sajad Haghzad Klidbary,2022,1,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2017.2681538,Become a published author in 4 to 6 weeks,,2017,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2018.2878633,2018 List of Reviewers,,2018,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2018.2854341,IEEE Transactions on Emerging Topics in Computational Intelligence,,2018,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2020.2971307,IEEE Transactions on Emerging Topics in Computational Intelligence,,2020,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2018.2868061,Multidomain Features Fusion for Zero-Shot Learning,Zhihao Liu and Zhigang Zeng and Cheng Lian,2020,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2020.2993420,Table of Contents,,2020,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2018.2858788,Intelligent Item Searching With Gesture-Based Interfaces Through Mobile Cloud Computing,Lien-Wu Chen and Yung-En Li and Jun-Xian Liu and Hsi-Min Chen and Ming-Fong Tsai,2020,1,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2020.3020706,IEEE Transactions on Artificial Intelligence,,2020,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2020.3036202,Table of Contents,,2020,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2020.2993422,IEEE Transactions on Emerging Topics in Computational Intelligence,,2020,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2020.3007696,IEEE Transactions on Emerging Topics in Computational Intelligence,,2020,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2019.2951074,IEEE Transactions on Emerging Topics in Computational Intelligence,,2019,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2019.2902899,IEEE Computational Intelligence Society,,2019,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2018.2868326,A Novel Doubly Reweighting Multisource Transfer Learning Framework,Dingcheng Ji and Yizhang Jiang and Pengjiang Qian and Shitong Wang,2019,2,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2019.2938429,Table of contents,,2019,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2018.2890322,IEEE Transactions on Emerging Topics in Computational Intelligence,,2019,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2019.2911787,IEEE Computational Intelligence Society,,2019,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2018.2848293,System Network Complexity: Network Evolution Subgraphs of System State Series,Animesh Chaturvedi and Aruna Tiwari,2020,7,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2017.2764113,TANSA: Task Allocation Using Nomadic Soft Agents for Multirobot Systems,Shashi Shekhar Jha and Shivashankar B. Nair,2018,1,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2023.3237951,IEEE Computational Intelligence Society Information,,2023,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2021.3058672,Learning Sparse Neural Networks Using Non-Convex Regularization,Mohammad Khalid Pandit and Roohie Naaz and Mohammad Ahsan Chishti,2022,3,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2022.3221491,Multi-View Adjacency-Constrained Hierarchical Clustering,Jie Yang and Chin-Teng Lin,2022,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2020.3017242,S-DIGing: A Stochastic Gradient Tracking Algorithm for Distributed Optimization,Huaqing Li and Lifeng Zheng and Zheng Wang and Yu Yan and Liping Feng and Jing Guo,2022,8,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2022.3193367,A DRL-Driven Intelligent Joint Optimization Strategy for Computation Offloading and Resource Allocation in Ubiquitous Edge IoT Systems,Meng Yi and Peng Yang and Miaojiang Chen and Nguyen The Loc,2023,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2020.3028581,Artificial Neural Networks in Action for an Automated Cell-Type Classification of Biological Neural Networks,Eirini Troullinou and Grigorios Tsagkatakis and Spyridon Chavlis and Gergely F. Turi and Wenke Li and Attila Losonczy and Panagiotis Tsakalides and Panayiota Poirazi,2021,3,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2017.2721440,On the Reconstruction Method For Negative Surveys with Application to Education Surveys,Hao Jiang and Wenjian Luo and Li Ni and Bei Hua,2017,11,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2021.3097740,StreamSoNG: A Soft Streaming Classification Approach,Wenlong Wu and James M. Keller and Jeffrey Dale and James C. Bezdek,2022,2,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2017.2669523,Automatic Microstructure Defect Detection of Ti-6Al-4V Titanium Alloy by Regions-Based Graph,Ruoxu Ren and Terence Hung and Kay Chen Tan,2017,5,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2022.3199733,Parameter-Free Similarity-Aware Attention Module for Medical Image Classification and Segmentation,Jie Du and Kai Guan and Yanhong Zhou and Yuanman Li and Tianfu Wang,2022,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2023.3234545,SafeCool: Safe and Energy-Efficient Cooling Management in Data Centers With Model-Based Reinforcement Learning,Jianxiong Wan and Yanduo Duan and Xiang Gui and Chuyi Liu and Leixiao Li and Zhiqiang Ma,2023,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2020.2998919,Consensus Learning for Distributed Fuzzy Neural Network in Big Data Environment,Ye Shi and Chin-Teng Lin and Yu-Cheng Chang and Weiping Ding and Yuhui Shi and Xin Yao,2021,5,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2021.3055873,Joint Domain Adaptation Based on Adversarial Dynamic Parameter Learning,Yumeng Yuan and Yuhua Li and Zhenlong Zhu and Ruixuan Li and Xiwu Gu,2021,1,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2019.2926769,Deep Learning Based Hotspot Prediction and Beam Management for Adaptive Virtual Small Cell in 5G Networks,Yanan Liu and Xianbin Wang and Gary Boudreau and Akram Bin Sediq and Hatem Abou-zeid,2020,22,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2017.2739124,Biogeography-Based Optimization: A 10-Year Review,Haiping Ma and Dan Simon and Patrick Siarry and Zhile Yang and Minrui Fei,2017,87,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2018.2849414,Power Line Detection by Pyramidal Patch Classification,Yan Li and Chaofeng Pan and Xianbin Cao and Dapeng Wu,2019,15,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2022.3173443,Trends and Prospects of Techniques for Haze Removal From Degraded Images: A Survey,Geet Sahu and Ayan Seal and Debotosh Bhattacharjee and Mita Nasipuri and Peter Brida and Ondrej Krejcar,2022,6,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2020.3032701,Security and Privacy in Shared HitLCPS Using a GA-Based Multiple-Threshold Sanitization Model,Jimmy Ming-Tai Wu and Gautam Srivastava and Alireza Jolfaei and Matin Pirouz and Jerry Chun-Wei Lin,2022,8,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2020.2971218,Forecasting Fluctuations in the Financial Index Using a Recurrent Neural Network Based on Price Features,Yu-Fei Lin and Tzu-Ming Huang and Wei-Ho Chung and Yeong-Luh Ueng,2021,4,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2017.2705873,IEEE Transactions on Emerging Topics in Computational Intelligence,,2017,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2017.2778716,Video Dynamics Detection Using Deep Neural Networks,Keji Zheng and Wei Qi Yan and Parma Nand,2018,25,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2019.2922340,Stochastic Sensitivity Tree Boosting for Imbalanced Prediction Problems of Protein-Ligand Interaction Sites,Wing W. Y. Ng and Yuda Zhang and Jianjun Zhang and Debby D. Wang and Fu Lee Wang,2021,1,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2020.2969213,A Survey of Evolutionary Computation for Web Service Composition: A Technical Perspective,Alexandre Sawczuk da Silva and Hui Ma and Yi Mei and Mengjie Zhang,2020,13,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2022.3140372,Information for Authors,,2022,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2018.2871466,"Comparison of Use of a 2000 Qubit D-Wave Quantum Annealer and MCMC for Sampling, Image Reconstruction, and Classification",Yaroslav Koshka and Mark A. Novotny,2021,4,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2019.2923001,Training Deep Photonic Convolutional Neural Networks With Sinusoidal Activations,Nikolaos Passalis and George Mourgias-Alexandris and Apostolos Tsakyridis and Nikos Pleros and Anastasios Tefas,2021,16,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2021.3122743,Dynamic Path Planning for Unmanned Aerial Vehicles Under Deadline and Sector Capacity Constraints,Sudharsan Vaidhun and Zhishan Guo and Jiang Bian and Haoyi Xiong and Sajal Das,2022,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2021.3136598,Do Models Learn the Directionality of Relations? A New Evaluation: Relation Direction Recognition,Shengfei Lyu and Xingyu Wu and Jinlong Li and Qiuju Chen and Huanhuan Chen,2022,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2021.3132405,2021 Index IEEE Transactions on Emerging Topics in Computational Intelligence Vol. 5,,2021,0,IEEE Transactions on Emerging Topics in Computational Intelligence
10.1109/tetci.2023.3234548,Sparse Adversarial Unsupervised Domain Adaptation With Deep Dictionary Learning for Traffic Scene Classification,Mohsen Saffari and Mahdi Khodayar and Seyed Mohammad Jafar Jalali,2023,0,IEEE Transactions on Emerging Topics in Computational Intelligence
