DOI,Título,Autores,Año,Citas,Revista
10.1007/s10514-006-9719-7,Area measurement of large closed regions with a mobile robot,Erol Şahin and Sertan Girgin and Emre Uğur,2006,3,Autonomous Robots
10.1007/s10514-012-9276-1,Topological map induction using neighbourhood information of places,Felix Werner and Joaquin Sitte and Frederic Maire,2012,10,Autonomous Robots
10.1007/s10514-023-10085-w,Point-based metric and topological localisation between lidar and overhead imagery,Tim Yuqing Tang and Daniele De Martini and Paul Newman,2023,0,Autonomous Robots
10.1007/s10514-021-10017-6,Search-based configuration planning and motion control algorithms for a snake-like robot performing load-intensive operations,Xiaolong Wang and Matthew Bilsky and Subhrajit Bhattacharya,2021,0,Autonomous Robots
10.1023/a:1008935628281,n.m.,J. Lang and M.R.M. Jenkin,2000,2,Autonomous Robots
10.1023/a:1008925702364,n.m.,John F. Canny and Arvin Agah,2001,1,Autonomous Robots
10.1007/s10514-007-9079-y,Dealing with internal and external perturbations on walking robots,E. Garcia and P. Gonzalez de Santos and F. Matia,2008,0,Autonomous Robots
10.1007/s10514-011-9227-2,"Adaptive walking pattern generation and balance control of the passenger-carrying biped robot, HUBO FX-1, for variable passenger weights",Jung-Hoon Kim and Jung-Yup Kim and Jun-Ho Oh,2011,15,Autonomous Robots
10.1007/s10514-007-9052-9,Human friendship estimation model for communication robots,Takayuki Kanda and Shogo Nabe and Kazuo Hiraki and Hiroshi Ishiguro and Norihiro Hagita,2008,11,Autonomous Robots
10.1007/s10514-008-9087-6,Bio-inspired sensory-motor coordination,Cecilia Laschi and Roland S. Johansson,2008,2,Autonomous Robots
10.1007/s10514-006-5936-3,Sustainable polymorphic colonial robotics and large scale off-world construction,A. E. Engwirda,2006,3,Autonomous Robots
10.1007/s10514-021-09984-7,Sequence-based visual place recognition: a scale-space approach for boundary detection,Loukas Bampis and Antonios Gasteratos,2021,0,Autonomous Robots
10.1007/s10514-015-9420-9,Efficient recursive dynamics algorithms for operational-space control with application to legged locomotion,Patrick M. Wensing and Luther R. Palmer and David E. Orin,2015,6,Autonomous Robots
10.1007/s10514-019-09891-y,Learning quasi-periodic robot motions from demonstration,Xiao Li and Hongtai Cheng and Heping Chen and Jiaming Chen,2020,1,Autonomous Robots
10.1007/s10514-015-9497-1,Algorithms for finding gaits of locomotive mechanisms: case studies for Gorilla robot brachiation,Stepan S. Pchelkin and Anton S. Shiriaev and Uwe Mettin and Leonid B. Freidovich and Leonid V. Paramonov and Sergey V. Gusev,2016,3,Autonomous Robots
10.1007/s10514-006-9017-4,Scarecrow: If I only had AI,David P. Miller and Jacob Q. Milstein and Cathryne Stein,2007,0,Autonomous Robots
10.1007/s10514-017-9646-9,GPS/odometry/map fusion for vehicle positioning using potential function,Rui Jiang and Shuai Yang and Shuzhi Sam Ge and Xiaomei Liu and Han Wang and Tong Heng Lee,2018,6,Autonomous Robots
10.1007/s10514-019-09857-0,The impact of load on the wheel rolling radius and slip in a small mobile platform,Miroslaw Smieszek and Magdalena Dobrzanska and Pawel Dobrzanski,2019,13,Autonomous Robots
10.1007/s10514-014-9388-x,Sparse pose manifolds,Rigas Kouskouridas and Kostantinos Charalampous and Antonios Gasteratos,2014,6,Autonomous Robots
10.1007/s10514-009-9129-8,A novel method for learning policies from variable constraint data,Matthew Howard and Stefan Klanke and Michael Gienger and Christian Goerick and Sethu Vijayakumar,2009,21,Autonomous Robots
10.1007/s10514-015-9524-2,A robust approach to robot team learning,Justin Girard and M. Reza Emami,2016,0,Autonomous Robots
10.1023/a:1008901717008,n.m.,George A. Bekey,2000,0,Autonomous Robots
