DOI,Título,Autores,Año,Citas,Revista
10.14201/adcaij2021104321337,Taking FANET to Next Level,Altaf Hussain and Habib Ullah Khan and Shah Nazir and Ijaz Ullah and Tariq Hussain,2022,0,ADCAIJ: Advances in Distributed Computing and Artificial Intelligence Journal
10.14201/adcaij2015431930,Monitoring and analysis of vital signs of a patient through a multi-agent application system,Daniel Hernández De La Iglesia and Gabriel Villarrubia González and Alberto López Barriuso and Álvaro Lozano Murciego and Jorge Revuelta Herrero,2016,7,ADCAIJ: Advances in Distributed Computing and Artificial Intelligence Journal
10.14201/adcaij201544,n.m.,,2021,0,ADCAIJ: Advances in Distributed Computing and Artificial Intelligence Journal
10.14201/adcaij2019811318,Algorithm Analysis in Multi-agent Systems,Laura Pacheco and Naiara Sánchez and Antoni Tur and David Tellez De Meneses,2019,0,ADCAIJ: Advances in Distributed Computing and Artificial Intelligence Journal
10.14201/adcaij202093,n.m.,,2021,0,ADCAIJ: Advances in Distributed Computing and Artificial Intelligence Journal
10.14201/adcaij2014385673,Formal Language Decomposition into Semantic Primes,Johannes FÄhndrich and Sebastian Ahrndt and Sahin Albayrak,2014,2,ADCAIJ: Advances in Distributed Computing and Artificial Intelligence Journal
10.14201/adcaij20143219,Using multi-objective optimization to design parameters in electro-discharge machining by wire,Carlos Alberto Ochoa and Lourdes Yolanda Margain and Francisco Javier Ornelas and Sandra Guadalupe Jiménez and Teresa Guadalupe Padilla,2015,0,ADCAIJ: Advances in Distributed Computing and Artificial Intelligence Journal
10.14201/adcaij201871,n.m.,,2021,0,ADCAIJ: Advances in Distributed Computing and Artificial Intelligence Journal
10.14201/adcaij2013257585,An Architecture for Agent’s Risk Perception,Nuno Trindade and Luis Antunes,2021,4,ADCAIJ: Advances in Distributed Computing and Artificial Intelligence Journal
10.14201/adcaij2012114352,Trust and Normative Control in Multi-Agent Systems,Joana Urbano and Henrique Lopes Cardoso and Ana Paula Rocha and Eugénio Oliveira,2021,4,ADCAIJ: Advances in Distributed Computing and Artificial Intelligence Journal
10.14201/adcaij2020945570,Agent organisations: from independent agents to virtual organisations and societies of agents,Jose Alberto Maestro-Prieto and Sara Rodríguez and Roberto Casado and Juan Manuel Corchado,2021,0,ADCAIJ: Advances in Distributed Computing and Artificial Intelligence Journal
10.14201/adcaij201764514,Using trust degree for agents in order to assign spots in a Smart Parking,Lucas Fernando Souza De Castro and Gleifer Vaz Alves and André Pinz Borges,2018,0,ADCAIJ: Advances in Distributed Computing and Artificial Intelligence Journal
10.14201/adcaij2017631727,Organisational Metamodel for Large-Scale Multi-Agent Systems: First Steps Towards Modelling Organisation Dynamics,Bogdan OkreŠa Ðuri?,2017,8,ADCAIJ: Advances in Distributed Computing and Artificial Intelligence Journal
10.14201/adcaij201874,n.m.,,2021,0,ADCAIJ: Advances in Distributed Computing and Artificial Intelligence Journal
10.14201/adcaij201981,n.m.,,2021,0,ADCAIJ: Advances in Distributed Computing and Artificial Intelligence Journal
10.14201/adcaij2014395364,Picture models for 2-scene comics creating system,Miki UENO and Naoki MORI and Keinosuke MATSUMOTO,2015,0,ADCAIJ: Advances in Distributed Computing and Artificial Intelligence Journal
10.14201/adcaij201438,n.m.,,2021,0,ADCAIJ: Advances in Distributed Computing and Artificial Intelligence Journal
10.14201/2013171922,User-centric cognitive assessment. Evaluation of attention in special working centres: from paper to Kinect,Anna Vilaro and Pilar Orero,2021,1,ADCAIJ: Advances in Distributed Computing and Artificial Intelligence Journal
10.14201/adcaij2016547184,Planning large systems with MDPs: case study of inland waterways supervision,Guillaume Desquesnes and Guillaume Lozenguez and Arnaud Doniec and Éric Duviella,2016,3,ADCAIJ: Advances in Distributed Computing and Artificial Intelligence Journal
10.14201/adcaij20154483101,A drug identification system for intoxicated drivers based on a systematic review,Alfonso González and Juan Ramos and Juan F. De Paz,2021,0,ADCAIJ: Advances in Distributed Computing and Artificial Intelligence Journal
10.14201/adcaij2014322652,Service-Oriented Architectures: from Design to Production exploiting Workflow Patterns,Saverio Giallorenzo and Maurizio Gabbrielli and Fabrizio Montesi,2015,0,ADCAIJ: Advances in Distributed Computing and Artificial Intelligence Journal
10.14201/adcaij201981512,Learning process: Multi-Agent Tutoring System,Manuel Pérez-Moríñigo and Víctor Merchán-Montero and José Luis Martín-Pérez,2019,0,ADCAIJ: Advances in Distributed Computing and Artificial Intelligence Journal
10.14201/adcaij2018733146,An empirical approach for software reengineering process with relation to quality assurance mechanism,Muhammad Muzammul and Muhammad Awais,2018,0,ADCAIJ: Advances in Distributed Computing and Artificial Intelligence Journal
10.14201/adcaij2014396570,Mobility Integration of ERP systems,Álvaro LOZANO and Gabriel VILLARRUBIA and Alberto LÓPEZ,2015,0,ADCAIJ: Advances in Distributed Computing and Artificial Intelligence Journal
10.14201/adcaij2015415464,Bridging the gap between human knowledge and machine learning,Juan Carlos Alvarado-Pérez and Diego H. Peluffo-Ordóñez and Roberto Therón,2015,17,ADCAIJ: Advances in Distributed Computing and Artificial Intelligence Journal
10.14201/adcaij201211922,Real-Time Activity Recognition and Assistance in Smart Classrooms,Vasileios Efthymiou and Maria Koutraki and Grigoris Antoniou,2021,2,ADCAIJ: Advances in Distributed Computing and Artificial Intelligence Journal
