DOI,Título,Autores,Año,Citas,Revista
10.1155/2014/613463,Lyapunov-Based Controller for a Class of Stochastic Chaotic Systems,Hossein Shokouhi-Nejad and Amir Rikhtehgar Ghiasi and Saeed Pezeshki,2014,0,Applied Computational Intelligence and Soft Computing
10.1155/2013/764871,Numerical Solution of Uncertain Beam Equations Using Double Parametric Form of Fuzzy Numbers,Smita Tapaswini and S. Chakraverty,2013,9,Applied Computational Intelligence and Soft Computing
10.1155/2013/686345,A Novel Feature Extraction Method for Nonintrusive Appliance Load Monitoring,Khaled Chahine and Khalil El Khamlichi Drissi,2013,1,Applied Computational Intelligence and Soft Computing
10.1155/2018/1070183,"Imaging, Vision, and Pattern Recognition",Mourad Zaied and Imed Bouchrika and Anil Kumar and Fouad Slimane and Ridha Ejbali,2018,0,Applied Computational Intelligence and Soft Computing
10.1155/2012/382782,Neural Behavior Chain Learning of Mobile Robot Actions,Lejla Banjanovic-Mehmedovic and Dzenisan Golic and Fahrudin Mehmedovic and Jasna Havic,2012,0,Applied Computational Intelligence and Soft Computing
10.1155/2014/845815,Investigations on Incipient Fault Diagnosis of Power Transformer Using Neural Networks and Adaptive Neurofuzzy Inference System,Nandkumar Wagh and D. M. Deshpande,2014,2,Applied Computational Intelligence and Soft Computing
10.1155/2017/8179579,The Café Wall Illusion: Local and Global Perception from Multiple Scales to Multiscale,Nasim Nematzadeh and David M. W. Powers,2017,4,Applied Computational Intelligence and Soft Computing
10.1155/2022/8515810,Handwritten Geez Digit Recognition Using Deep Learning,Mukerem Ali Nur and Mesfin Abebe and Rajesh Sharma Rajendran,2022,0,Applied Computational Intelligence and Soft Computing
10.1155/2022/1036293,Enhanced Connectivity Validity Measure Based on Outlier Detection for Multi-Objective Metaheuristic Data Clustering Algorithms,Hossam M. J. Mustafa and Masri Ayob,2022,0,Applied Computational Intelligence and Soft Computing
10.1155/2014/831830,Feature Fusion Based Audio-Visual Speaker Identification Using Hidden Markov Model under Different Lighting Variations,Md. Rabiul Islam and Md. Abdus Sobhan,2014,1,Applied Computational Intelligence and Soft Computing
10.1155/2017/6843574,An Automated Structural Optimisation Methodology for Scissor Structures Using a Genetic Algorithm,Aushim Koumar and Tine Tysmans and Rajan Filomeno Coelho and Niels De Temmerman,2017,5,Applied Computational Intelligence and Soft Computing
10.1155/2020/8866259,Deep Neural Learning Adaptive Sequential Monte Carlo for Automatic Image and Speech Recognition,Patcharin Kamsing and Peerapong Torteeka and Wuttichai Boonpook and Chunxiang Cao,2020,0,Applied Computational Intelligence and Soft Computing
10.1155/2013/945623,Use of Genetic Algorithm for Cohesive Summary Extraction to Assist Reading Difficulties,K. Nandhini and S. R. Balasundaram,2013,15,Applied Computational Intelligence and Soft Computing
10.1155/2015/193868,On the Performance Improvement of Devanagari Handwritten Character Recognition,Pratibha Singh and Ajay Verma and Narendra S. Chaudhari,2015,4,Applied Computational Intelligence and Soft Computing
10.1155/2012/402420,Estimation of Fuzzy Measures Using Covariance Matrices in Gaussian Mixtures,Nishchal K. Verma,2012,2,Applied Computational Intelligence and Soft Computing
10.1155/2016/5160460,Research on E-Commerce Platform-Based Personalized Recommendation Algorithm,Zhijun Zhang and Gongwen Xu and Pengfei Zhang,2016,7,Applied Computational Intelligence and Soft Computing
10.1155/2017/5680398,The Prefiltering Techniques in Emotion Based Place Recommendation Derived by User Reviews,U. A. Piumi Ishanka and Takashi Yukawa,2017,3,Applied Computational Intelligence and Soft Computing
10.1155/2012/347157,Data and Feature Reduction in Fuzzy Modeling through Particle Swarm Optimization,S. Sakinah S. Ahmad and Witold Pedrycz,2012,4,Applied Computational Intelligence and Soft Computing
10.1155/2012/152385,State-of-the-Art Review on Relevance of Genetic Algorithm to Internet Web Search,Kehinde Agbele and Ademola Adesina and Daniel Ekong and Oluwafemi Ayangbekun,2012,3,Applied Computational Intelligence and Soft Computing
10.1155/2017/4169152,Parallel Evolutionary Peer-to-Peer Networking in Realistic Environments,Kei Ohnishi,2017,0,Applied Computational Intelligence and Soft Computing
10.1155/2022/6596397,A Review on Deep Sequential Models for Forecasting Time Series Data,Dozdar Mahdi Ahmed and Masoud Muhammed Hassan and Ramadhan J. Mstafa,2022,1,Applied Computational Intelligence and Soft Computing
10.1155/2021/5571818,Solving Higher-Order Fractional Differential Equations by the Fuzzy Generalized Conformable Derivatives,Atimad Harir and Said Melliani and Lalla Saadia Chadli,2021,0,Applied Computational Intelligence and Soft Computing
10.1155/2014/101642,Frequent Pattern Mining of Eye-Tracking Records Partitioned into Cognitive Chunks,Noriyuki Matsuda and Haruhiko Takeuchi,2014,0,Applied Computational Intelligence and Soft Computing
10.1155/2010/932467,Analysis of Flue Gas Emission Data from Fluidized Bed Combustion Using Self-Organizing Maps,Mika Liukkonen and Mikko Heikkinen and Eero Hälikkä and Teri Hiltunen and Yrjö Hiltunen,2010,0,Applied Computational Intelligence and Soft Computing
10.1155/2011/692197,Null Steering in Failed Antenna Arrays,Om Prakash Acharya and Amalendu Patnaik and Sachendra N. Sinha,2011,15,Applied Computational Intelligence and Soft Computing
10.1155/2011/138078,Hybrid PSO-SA Type Algorithms for Multimodal Function Optimization and Reducing Energy Consumption in Embedded Systems,Lhassane Idoumghar and Mahmoud Melkemi and René Schott and Maha Idrissi Aouad,2011,24,Applied Computational Intelligence and Soft Computing
10.1155/2010/413179,A Review of Gait Optimization Based on Evolutionary Computation,Daoxiong Gong and Jie Yan and Guoyu Zuo,2010,43,Applied Computational Intelligence and Soft Computing
10.1155/2013/756719,Parallel Swarms Oriented Particle Swarm Optimization,Tad Gonsalves and Akira Egashira,2013,7,Applied Computational Intelligence and Soft Computing
10.1155/2021/6686759,Recognition of Augmented Frontal Face Images Using FFT-PCA/SVD Algorithm,Francis Ayiah-Mensah and Louis Asiedu and Felix O. Mettle and Richard Minkah,2021,6,Applied Computational Intelligence and Soft Computing
10.1155/2012/405314,A Fuzzy Logic Controller to Increase Fault Ride-Through Capability of Variable Speed Wind Turbines,Geev Mokryani and Pierluigi Siano and Antonio Piccolo and Vito Calderaro,2012,4,Applied Computational Intelligence and Soft Computing
10.1155/2017/9830641,Multiscale Convolutional Neural Networks for Hand Detection,Shiyang Yan and Yizhang Xia and Jeremy S. Smith and Wenjin Lu and Bailing Zhang,2017,15,Applied Computational Intelligence and Soft Computing
10.1155/2022/9692690,Ear Biometrics Using Deep Learning: A Survey,Aimee Booysens and Serestina Viriri,2022,0,Applied Computational Intelligence and Soft Computing
10.1155/2022/1238864,ECG Paper Digitization and R Peaks Detection Using FFT,Ibraheam Fathail and Vaishali D. Bhagile,2022,0,Applied Computational Intelligence and Soft Computing
10.1155/2017/1320780,Deep Learning in Visual Computing and Signal Processing,Danfeng Xie and Lei Zhang and Li Bai,2017,69,Applied Computational Intelligence and Soft Computing
10.1155/2022/8104054,Intelligent Model for Brain Tumor Identification Using Deep Learning,Abdul Hannan Khan and Sagheer Abbas and Muhammad Adnan Khan and Umer Farooq and Wasim Ahmad Khan and Shahan Yamin Siddiqui and Aiesha Ahmad,2022,8,Applied Computational Intelligence and Soft Computing
10.1155/2020/8851931,Image Retrieval Using Low Level and Local Features Contents: A Comprehensive Review,Jaya H. Dewan and Sudeep D. Thepade,2020,9,Applied Computational Intelligence and Soft Computing
10.1155/2022/6988847,Cognitive Wireless Networks Based Spectrum Sensing Strategies: A Comparative Analysis,Anandakumar Haldorai and Jeevanandham Sivaraj and Munivenkatappa Nagabushanam and Michaelraj Kingston Roberts,2022,0,Applied Computational Intelligence and Soft Computing
10.1155/2016/9481971,Generative Power and Closure Properties of Watson-Crick Grammars,Nurul Liyana Mohamad Zulkufli and Sherzod Turaev and Mohd Izzuddin Mohd Tamrin and Azeddine Messikh,2016,3,Applied Computational Intelligence and Soft Computing
10.1155/2020/8821627,"Inflow Forecast of Iranamadu Reservoir, Sri Lanka, under Projected Climate Scenarios Using Artificial Neural Networks",Chamaka Karunanayake and Miyuru B. Gunathilake and Upaka Rathnayake,2020,5,Applied Computational Intelligence and Soft Computing
