DOI,Título,Autores,Año,Citas,Revista
10.1007/s41060-017-0057-y,Caveats and pitfalls in crowdsourcing research: the case of soccer referee bias,Daniel Berrar and Philippe Lopes and Werner Dubitzky,2017,4,International Journal of Data Science and Analytics
10.1007/s41060-016-0016-z,"A new data science research program: evaluation, metrology, standards, and community outreach",Bonnie J. Dorr and Craig S. Greenberg and Peter Fontana and Mark Przybocki and Marion Le Bras and Cathryn Ploehn and Oleg Aulov and Martial Michel and E. Jim Golden and Wo Chang,2016,3,International Journal of Data Science and Analytics
10.1007/s41060-018-0163-5,Large-scale predictive modeling and analytics through regression queries in data management systems,Christos Anagnostopoulos and Peter Triantafillou,2020,1,International Journal of Data Science and Analytics
10.1007/s41060-017-0073-y,Latent sentiment topic modelling and nonparametric discovery of online mental health-related communities,Bo Dao and Thin Nguyen and Svetha Venkatesh and Dinh Phung,2017,4,International Journal of Data Science and Analytics
10.1007/s41060-021-00280-2,Comparative analysis of different crossover structures for solving a periodic inventory routing problem,Mohamed Salim Amri Sakhri,2022,2,International Journal of Data Science and Analytics
10.1007/s41060-018-0119-9,Stable Bayesian optimization,Thanh Dai Nguyen and Sunil Gupta and Santu Rana and Svetha Venkatesh,2018,4,International Journal of Data Science and Analytics
10.1007/s41060-021-00307-8,The impact of information sources on COVID-19 knowledge accumulation and vaccination intention,Madalina Vlasceanu and Alin Coman,2022,5,International Journal of Data Science and Analytics
10.1007/s41060-018-0122-1,You must have clicked on this ad by mistake! Data-driven identification of accidental clicks on mobile ads with applications to advertiser cost discounting and click-through rate prediction,Gabriele Tolomei and Mounia Lalmas and Ayman Farahat and Andrew Haines,2019,10,International Journal of Data Science and Analytics
10.1007/s41060-021-00266-0,Correction to: A consistently oriented basis for eigenanalysis,Jay Damask,2021,0,International Journal of Data Science and Analytics
10.1007/s41060-020-00208-2,Grid-R-tree: a data structure for efficient neighborhood and nearest neighbor queries in data mining,Poonam Goyal and Jagat Sesh Challa and Dhruv Kumar and Anuvind Bhat and Sundar Balasubramaniam and Navneet Goyal,2020,5,International Journal of Data Science and Analytics
10.1007/s41060-019-00174-4,Accelerating adaptive online learning by matrix approximation,Yuanyu Wan and Lijun Zhang,2020,0,International Journal of Data Science and Analytics
10.1007/s41060-018-0152-8,Inferring variable labels using outlines of data in Data Jackets by considering similarity and co-occurrence,Teruaki Hayashi and Yukio Ohsawa,2018,7,International Journal of Data Science and Analytics
10.1007/s41060-018-0101-6,Guest Editorial: Special Issue on Causal Discovery 2017,Lin Liu and Jiuyong Li and Kun Zhang and Emre Kıcıman and Negar Kiyavash,2018,1,International Journal of Data Science and Analytics
10.1007/s41060-017-0071-0,"SPIN: cleaning, monitoring, and querying image streams generated by ground-based telescopes for space situational awareness",Keke Chen and Bharath Avusherla and Sarah Allison and Vincent Schmidt,2018,0,International Journal of Data Science and Analytics
10.1007/s41060-018-0142-x,HiSPEED: a system for mining performance appraisal data and text,Girish Keshav Palshikar and Manoj Apte and Sachin Pawar and Nitin Ramrakhiyani,2019,1,International Journal of Data Science and Analytics
10.1007/s41060-022-00380-7,TPEDTR: temporal preference embedding-based deep tourism recommendation with card transaction data,Minsung Hong and Namho Chung and Chulmo Koo and Sun-Young Koh,2023,0,International Journal of Data Science and Analytics
10.1007/s41060-016-0027-9,Big data analytics on Apache Spark,Salman Salloum and Ruslan Dautov and Xiaojun Chen and Patrick Xiaogang Peng and Joshua Zhexue Huang,2016,178,International Journal of Data Science and Analytics
10.1007/s41060-018-0137-7,Dimension-based subspace search for outlier detection,Holger Trittenbach and Klemens Böhm,2019,10,International Journal of Data Science and Analytics
10.1007/s41060-018-0096-z,Automatic emotion detection in text streams by analyzing Twitter data,Maryam Hasan and Elke Rundensteiner and Emmanuel Agu,2019,66,International Journal of Data Science and Analytics
10.1007/s41060-020-00218-0,Identifying Pareto-based solutions for regression subset selection via a feasible solution algorithm,Joshua W Lambert and Gregory S Hawk,2020,0,International Journal of Data Science and Analytics
10.1007/s41060-018-0123-0,Correction to: Streaming active learning strategies for real-life credit detection: assessment and visualization,Fabrizio Carcillo and Yann-Aël Le Borgne and Olivier Caelen and Gianluca Bontempi,2018,0,International Journal of Data Science and Analytics
10.1007/s41060-022-00322-3,COVID-19 and 5G conspiracy theories: long term observation of a digital wildfire,Johannes Langguth and Petra Filkuková and Stefan Brenner and Daniel Thilo Schroeder and Konstantin Pogorelov,2022,0,International Journal of Data Science and Analytics
10.1007/s41060-016-0022-1,A fast and complete algorithm for enumerating pseudo-cliques in large graphs,Hongjie Zhai and Makoto Haraguchi and Yoshiaki Okubo and Etsuji Tomita,2016,7,International Journal of Data Science and Analytics
10.1007/s41060-018-0141-y,Identifying key factors of student academic performance by subgroup discovery,Sumyea Helal and Jiuyong Li and Lin Liu and Esmaeil Ebrahimie and Shane Dawson and Duncan J. Murray,2019,22,International Journal of Data Science and Analytics
10.1007/s41060-022-00343-y,Semantic enhanced Markov model for sequential E-commerce product recommendation,Mahreen Nasir and C. I. Ezeife,2023,2,International Journal of Data Science and Analytics
10.1007/s41060-018-0145-7,"AdaHash: hashing-based scalable, adaptive hierarchical clustering of streaming data on Mapreduce frameworks",Dean Teffer and Ravi Srinivasan and Joydeep Ghosh,2019,5,International Journal of Data Science and Analytics
10.1007/s41060-016-0008-z,Recent methods in vision-based hand gesture recognition,Haitham Badi,2016,17,International Journal of Data Science and Analytics
10.1007/s41060-022-00379-0,"Process mining: software comparison, trends, and challenges",Octavio Loyola-González,2022,0,International Journal of Data Science and Analytics
10.1007/s41060-018-0155-5,Stochastic dynamic programming heuristics for influence maximization–revenue optimization,Trisha Lawrence and Patrick Hosein,2019,6,International Journal of Data Science and Analytics
10.1007/s41060-017-0053-2,Entropy-based time-varying window width selection for nonlinear-type time–frequency analysis,Yae-Lin Sheu and Liang-Yan Hsu and Pi-Tai Chou and Hau-Tieng Wu,2017,23,International Journal of Data Science and Analytics
10.1007/s41060-017-0058-x,Anti-discrimination learning: a causal modeling-based framework,Lu Zhang and Xintao Wu,2017,18,International Journal of Data Science and Analytics
10.1007/s41060-019-00181-5,FaiRecSys: mitigating algorithmic bias in recommender systems,Bora Edizel and Francesco Bonchi and Sara Hajian and André Panisson and Tamir Tassa,2020,28,International Journal of Data Science and Analytics
10.1007/s41060-016-0025-y,Crowdsourcing chart digitizer: task design and quality control for making legacy open data machine-readable,Satoshi Oyama and Yukino Baba and Ikki Ohmukai and Hiroaki Dokoshi and Hisashi Kashima,2016,4,International Journal of Data Science and Analytics
10.1007/s41060-022-00333-0,Interactive planning of revisiting-free itinerary for signed-for delivery,Lo Pang-Yun Ting and Shan-Yun Teng and Szu-Chan Wu and Kun-Ta Chuang,2022,0,International Journal of Data Science and Analytics
10.1007/s41060-021-00308-7,Microstructure reconstruction of porous copper foams based on deep convolutional generative adversarial networks with physical characteristics of materials,Juntong Su and Guangming Xiao and Hui Zhang and Bo Li,2022,0,International Journal of Data Science and Analytics
10.1007/s41060-017-0061-2,Cell phone big data to compute mobility scenarios for future smart cities,Davide Tosi,2017,13,International Journal of Data Science and Analytics
10.1007/s41060-018-0164-4,ICANE: interaction content-aware network embedding via co-embedding of nodes and edges,Linchuan Xu and Xiaokai Wei and Jiannong Cao and Philip S. Yu,2020,0,International Journal of Data Science and Analytics
10.1007/s41060-019-00183-3,Resampling-based predictive simulation framework of stochastic diffusion model for identifying top-K influential nodes,Kouzou Ohara and Kazumi Saito and Masahiro Kimura and Hiroshi Motoda,2020,6,International Journal of Data Science and Analytics
10.1007/s41060-020-00212-6,Classifying sensitive content in online advertisements with deep learning,Daniel Austin and Ashutosh Sanzgiri and Kannan Sankaran and Ryan Woodard and Amit Lissack and Samuel Seljan,2020,3,International Journal of Data Science and Analytics
10.1007/s41060-022-00360-x,Reservoir consisting of diverse dynamical behaviors and its application in time series classification,Mohammad Modiri and Mohammad Mehdi Ebadzadeh and Mohammad Mehdi Homayounpour,2022,0,International Journal of Data Science and Analytics
10.1007/s41060-022-00369-2,Generalization of the Lindley distribution with application to COVID-19 data,C. S. Rajitha and A Akhilnath,2022,0,International Journal of Data Science and Analytics
10.1007/s41060-019-00200-5,A document representation framework with interpretable features using pre-trained word embeddings,Narendra Babu Unnam and P. Krishna Reddy,2020,1,International Journal of Data Science and Analytics
10.1007/s41060-020-00232-2,A novel approach for ranking web documents based on query-optimized personalized pagerank,Rajendra Kumar Roul and Jajati Keshari Sahoo,2021,4,International Journal of Data Science and Analytics
10.1007/s41060-018-0127-9,Personalised medicine challenges: quality of data,Ricardo Cruz-Correia and Duarte Ferreira and Gustavo Bacelar and Pedro Marques and Priscila Maranhão,2018,10,International Journal of Data Science and Analytics
10.1007/s41060-018-0130-1,FACTORBASE: multi-relational structure learning with SQL all the way,Oliver Schulte and Zhensong Qian,2019,0,International Journal of Data Science and Analytics
10.1007/s41060-017-0085-7,Scoring Bayesian networks of mixed variables,Bryan Andrews and Joseph Ramsey and Gregory F. Cooper,2018,25,International Journal of Data Science and Analytics
10.1007/s41060-019-00190-4,Topic-aware joint analysis of overlapping communities and roles in social media,Gianni Costa and Riccardo Ortale,2020,1,International Journal of Data Science and Analytics
10.1007/s41060-017-0054-1,$$L^{2}$$-norm transformation for improving k-means clustering,Piyush Kumar Sharma and Gary Holness,2017,7,International Journal of Data Science and Analytics
