DOI,Título,Autores,Año,Citas,Revista
10.1016/j.swevo.2019.100583,Editorial of the special issue on differential evolution,Janez Brest and Ferrante Neri,2019,0,Swarm and Evolutionary Computation
10.1016/s2210-6502(19)30810-7,Editorial Board,,2019,0,Swarm and Evolutionary Computation
10.1016/s2210-6502(14)00016-9,Inside Front Cover: Editorial board,,2014,0,Swarm and Evolutionary Computation
10.1016/j.swevo.2014.07.003,A self adaptive differential harmony search based optimized extreme learning machine for financial time series prediction,Rajashree Dash and P.K. Dash and Ranjeeta Bisoi,2014,68,Swarm and Evolutionary Computation
10.1016/j.swevo.2011.06.005,Model order formulation of a multivariable discrete system using a modified particle swarm optimization approach,S.N. Deepa and G. Sugumaran,2011,21,Swarm and Evolutionary Computation
10.1016/s2210-6502(15)00087-5,Inside Front Cover: Editorial board,,2015,0,Swarm and Evolutionary Computation
10.1016/j.swevo.2022.101198,Ensemble of selection operators for decomposition-based multi-objective evolutionary optimization,Rui Hong and Lining Xing and Guoting Zhang,2022,0,Swarm and Evolutionary Computation
10.1016/j.swevo.2022.101181,A fast sampling based evolutionary algorithm for million-dimensional multiobjective optimization,Lianghao Li and Cheng He and Ran Cheng and Hongbin Li and Linqiang Pan and Yaochu Jin,2022,0,Swarm and Evolutionary Computation
10.1016/j.swevo.2019.100608,Multimodal Memetic Framework for low-resolution protein structure prediction,Rumana Nazmul and Madhu Chetty and Ahsan Raja Chowdhury,2020,6,Swarm and Evolutionary Computation
10.1016/s2210-6502(11)00045-9,Editorial Board,,2011,0,Swarm and Evolutionary Computation
10.1016/j.swevo.2020.100738,Foreword: Evolutionary data mining for big data,Weiping Ding and Gary G. Yen and Xinye Cai and Zehong Cao,2020,0,Swarm and Evolutionary Computation
10.1016/j.swevo.2013.05.004,Detection and diagnosis of node failure in wireless sensor networks: A multiobjective optimization approach,Arunanshu Mahapatro and Pabitra Mohan Khilar,2013,13,Swarm and Evolutionary Computation
10.1016/j.swevo.2021.100870,Adaptive multi-swarm in dynamic environments,Jin Qin and Chuhua Huang and Yuan Luo,2021,0,Swarm and Evolutionary Computation
10.1016/j.swevo.2021.100924,A Novel Parametric benchmark generator for dynamic multimodal optimization,Ali Ahrari and Saber Elsayed and Ruhul Sarker and Daryl Essam and Carlos A. Coello Coello,2021,2,Swarm and Evolutionary Computation
10.1016/j.swevo.2022.101151,A genetic algorithm inspired optimized cluster head selection method in wireless sensor networks,Biswa Mohan Sahoo and Hari Mohan Pandey and Tarachand Amgoth,2022,2,Swarm and Evolutionary Computation
10.1016/j.swevo.2022.101126,Harmony search algorithm and related variants: A systematic review,Feng Qin and Azlan Mohd Zain and Kai-Qing Zhou,2022,0,Swarm and Evolutionary Computation
10.1016/j.swevo.2022.101101,Search-based detection of code changes introducing performance regression,Deema Alshoaibi and Mohamed Wiem Mkaouer and Ali Ouni and AbdulMutalib Wahaishi and Travis Desell and Makram Soui,2022,1,Swarm and Evolutionary Computation
10.1016/j.swevo.2018.03.001,A gravitation-based link prediction approach in social networks,Esmaeil Bastami and Aminollah Mahabadi and Elias Taghizadeh,2019,31,Swarm and Evolutionary Computation
10.1016/j.swevo.2015.10.011,A hybridization of an improved particle swarm optimization and gravitational search algorithm for multi-robot path planning,P.K. Das and H.S. Behera and B.K. Panigrahi,2016,178,Swarm and Evolutionary Computation
10.1016/j.swevo.2020.100803,Sustainable scheduling of distributed permutation flow-shop with non-identical factory using a knowledge-based multi-objective memetic optimization algorithm,Chao Lu and Liang Gao and Wenyin Gong and Chengyu Hu and Xuesong Yan and Xinyu Li,2021,35,Swarm and Evolutionary Computation
