DOI,Título,Autores,Año,Citas,Revista
10.1007/s12652-020-02241-2,A hierarchical parallel fusion framework for egocentric ADL recognition based on discernment frame partitioning and belief coarsening,Haibin Yu and Wenyan Jia and Li Zhang and Mian Pan and Yuanyuan Liu and Mingui Sun,2021,0,Journal of Ambient Intelligence and Humanized Computing
10.1007/s12652-016-0352-9,Using DEVS for modeling and simulation of ambient objects in intelligent buildings,Lahcene Aid and Lynda Zaoui and Sid Ahmed Mokhtar Mostefaoui,2016,3,Journal of Ambient Intelligence and Humanized Computing
10.1007/s12652-017-0541-1,A flexible read-write abortion protocol with role safety concept to prevent illegal information flow,Shigenari Nakamura and Tomoya Enokido and Makoto Takizawa,2018,10,Journal of Ambient Intelligence and Humanized Computing
10.1007/s12652-020-02348-6,Activity recognition in a smart home using local feature weighting and variants of nearest-neighbors classifiers,Labiba Gillani Fahad and Syed Fahad Tahir,2021,8,Journal of Ambient Intelligence and Humanized Computing
10.1007/s12652-014-0249-4,PDF: poisson dynamics in fitness evolution model for wireless sensor networks,Nan Jiang and Fenyong Li and Tao Wan and Lingfeng Liu,2014,5,Journal of Ambient Intelligence and Humanized Computing
10.1007/s12652-017-0639-5,Ductal carcinoma in situ detection in breast thermography by extreme learning machine and combination of statistical measure and fractal dimension,Shui-Hua Wang and Khan Muhammad and Preetha Phillips and Zhengchao Dong and Yu-Dong Zhang,2017,17,Journal of Ambient Intelligence and Humanized Computing
10.1007/s12652-020-02367-3,Sun-sky model estimation from outdoor images,Xin Jin and Pengyue Deng and Xinxin Li and Kejun Zhang and Xiaodong Li and Quan Zhou and Shujiang Xie and Xi Fang,2022,6,Journal of Ambient Intelligence and Humanized Computing
10.1007/s12652-021-03184-y,Recognition of pulmonary diseases from lung sounds using convolutional neural networks and long short-term memory,M. Fraiwan and L. Fraiwan and M. Alkhodari and O. Hassanin,2022,19,Journal of Ambient Intelligence and Humanized Computing
10.1007/s12652-021-02908-4,IoE based framework for smart agriculture,Hitesh Mohapatra and Amiya Kumar Rath,2022,11,Journal of Ambient Intelligence and Humanized Computing
10.1007/s12652-020-02540-8,Suppression of low frequency oscillations in power equipment at the harbor based on NSGA-II,Xing Wu and Xuefeng Yu and Tianyu Liu,2021,0,Journal of Ambient Intelligence and Humanized Computing
10.1007/s12652-018-1013-y,Hybrid tolerance rough fuzzy set with improved monkey search algorithm based document clustering,Torki Altameem and Mohammed Amoon,2018,2,Journal of Ambient Intelligence and Humanized Computing
10.1007/s12652-017-0459-7,A study on estimation of human personality from location visiting preference,Seung Yeon Kim and Hoon Jung Koo and Ha Yoon Song,2018,8,Journal of Ambient Intelligence and Humanized Computing
10.1007/s12652-014-0237-8,An opinion mining framework for Cantonese reviews,Jian Chen and Dong Ping Huang and Shuyue Hu and Yu Liu and Yi Cai and Huaqing Min,2015,6,Journal of Ambient Intelligence and Humanized Computing
