DOI,Título,Autores,Año,Citas,Revista
10.2478/v10006-012-0058-x,Intelligent financial time series forecasting: A complex neuro-fuzzy approach with multi-swarm intelligence,Chunshien Li and Tai-Wei Chiang,2012,15,International Journal of Applied Mathematics and Computer Science
10.2478/v10006-009-0009-3,Positive 2D Discrete-Time Linear Lyapunov Systems,Przemysław Przyborowski and Tadeusz Kaczorek,2009,7,International Journal of Applied Mathematics and Computer Science
10.2478/v10006-010-0041-3,Quality improvement of rule-based gene group descriptions using information about GO terms importance occurring in premises of determined rules,Marek Sikora and Aleksandra Gruca,2010,3,International Journal of Applied Mathematics and Computer Science
10.2478/v10006-007-0015-2,Positive Partial Realization Problem for Linear Discrete-Time Systems,Tadeusz Kaczorek,2007,3,International Journal of Applied Mathematics and Computer Science
10.2478/v10006-007-0025-0,Finite-Volume Solvers for a Multilayer Saint-Venant System,Emmanuel Audusse and Marie-Odile Bristeau,2007,29,International Journal of Applied Mathematics and Computer Science
10.2478/amcs-2014-0003,Recognition of atherosclerotic plaques and their extended dimensioning with computerized tomography angiography imaging,Tomasz Markiewicz and Mirosław Dziekiewicz and Marek Maruszyński and Romana Bogusławska-Walecka and Wojciech Kozłowski,2014,3,International Journal of Applied Mathematics and Computer Science
10.2478/v10006-010-0050-2,Analytic solution of transcendental equations,Henryk Górecki,2010,2,International Journal of Applied Mathematics and Computer Science
10.2478/v10006-012-0033-6,Hand gesture recognition based on free-form contours and probabilistic inference,Włodzimierz Kasprzak and Artur Wilkowski and Karol Czapnik,2012,10,International Journal of Applied Mathematics and Computer Science
10.2478/v10006-009-0054-y,Some remarks on evaluating the quality of the multiple sequence alignment based on the BAliBASE benchmark,Jacek Błażewicz and Piotr Formanowicz and Paweł Wojciechowski,2009,5,International Journal of Applied Mathematics and Computer Science
10.2478/v10006-008-0010-2,Remarks on Hardware Implementation of Image Processing Algorithms,Marek Wnuk,2008,9,International Journal of Applied Mathematics and Computer Science
10.2478/amcs-2013-0062,A method of constructing the frame of a directed graph,Ichiro Hofuku and Kunio Oshima,2013,0,International Journal of Applied Mathematics and Computer Science
10.2478/amcs-2013-0010,An efficient algorithm for estimating the parameters of superimposed exponential signals in multiplicative and additive noise,Jiawen Bian and Huiming Peng and Jing Xing and Zhihui Liu and Hongwei Li,2013,2,International Journal of Applied Mathematics and Computer Science
10.2478/v10006-008-0030-y,Address Sequences and Backgrounds with Different Hamming Distances for Multiple Run March Tests,Svetlana Yarmolik,2008,13,International Journal of Applied Mathematics and Computer Science
10.2478/amcs-2013-0016,Stability analysis of high-order Hopfield-type neural networks based on a new impulsive differential inequality,Yang Liu and Rongjiang Yang and Jianquan Lu and Bo Wu and Xiushan Cai,2013,6,International Journal of Applied Mathematics and Computer Science
10.2478/v10006-008-0034-7,On the Development of SCILAB Compatible Software for the Analysis and Control of Repetitive Processes,Łukasz Hładowski and Błażej Cichy and Krzysztof Gałkowski and Eric Rogers,2008,0,International Journal of Applied Mathematics and Computer Science
10.2478/v10006-009-0023-5,Control Error Dynamic Modification as an Efficient Tool for Reduction of Effects Introduced by Actuator Constraints,Krzysztof Janiszowski,2009,0,International Journal of Applied Mathematics and Computer Science
10.2478/v10006-011-0047-5,LMI-based adaptive fuzzy integral sliding mode control of mismatched uncertain systems,Chaouki Mnasri and Moncef Gasmi,2011,10,International Journal of Applied Mathematics and Computer Science
10.2478/v10006-009-0038-y,An Object-Oriented Approach to Simulating Human Gait Motion Based on Motion Tracking,Martin Tändl and Tobias Stark and Nihat Erol and Franz Löer and Andrés Kecskeméthy,2009,5,International Journal of Applied Mathematics and Computer Science
10.2478/v10006-009-0053-z,The steady-state impedance operator of a linear periodically time-varying one-port network and its determination,Radosław Kłosiński,2009,0,International Journal of Applied Mathematics and Computer Science
10.2478/v10006-009-0025-3,Optimization Schemes For Wireless Sensor Network Localization,Ewa Niewiadomska-Szynkiewicz and Michał Marks,2009,43,International Journal of Applied Mathematics and Computer Science
10.2478/v10006-011-0054-6,Adaptive control scheme based on the least squares support vector machine network,Tarek Mahmoud,2011,6,International Journal of Applied Mathematics and Computer Science
10.2478/v10006-011-0001-6,FSP and FLTL framework for specification and verification of middle-agents,Amelia Bădică and Costin Bădică,2011,5,International Journal of Applied Mathematics and Computer Science
10.2478/v10006-011-0038-6,Regional control problem for distributed bilinear systems: Approach and simulations,Karima Ztot and El Zerrik and Hamid Bourray,2011,20,International Journal of Applied Mathematics and Computer Science
10.2478/v10006-010-0030-6,Scalable PP-1 block cipher,Krzysztof Bucholc and Krzysztof Chmiel and Anna Grocholewska-Czuryło and Ewa Idzikowska and Izabela Janicka-Lipska and Janusz Stokłosa,2010,7,International Journal of Applied Mathematics and Computer Science
10.2478/amcs-2013-0007,A nonlinear dynamic inversion-based neurocontroller for unmanned combat aerial vehicles during aerial refuelling,Jimoh Olarewaju Pedro and Aarti Panday and Laurent Dala,2013,32,International Journal of Applied Mathematics and Computer Science
10.2478/v10006-008-0004-0,Local Correlation and Entropy Maps as Tools for Detecting Defects in Industrial Images,Ewa Skubalska-Rafajłowicz,2008,12,International Journal of Applied Mathematics and Computer Science
10.2478/amcs-2013-0064,Evolutionary algorithms and fuzzy sets for discovering temporal rules,Stephen G. Matthews and Mario A. Gongora and Adrian A. Hopgood,2013,8,International Journal of Applied Mathematics and Computer Science
10.2478/v10006-009-0043-1,Trajectory tracking for a mobile robot with skid-slip compensation in the vector-field-orientation control system,Maciej Michałek and Piotr Dutkiewicz and Marcin Kiełczewski and Dariusz Pazderski,2009,17,International Journal of Applied Mathematics and Computer Science
10.2478/v10006-007-0026-z,Genuinely Multi-Dimensional Non-Dissipative Finite-Volume Schemes for Transport,Bruno Després and Frédéric Lagoutière,2007,3,International Journal of Applied Mathematics and Computer Science
10.2478/v10006-009-0005-7,Robust Parameter Design Using the Weighted Metric Method—The Case of ‘the Smaller the Better’,Mostafa Ardakani and Rassoul Noorossana and Seyed Akhavan Niaki and Homayoun Lahijanian,2009,8,International Journal of Applied Mathematics and Computer Science
10.2478/v10006-008-0036-5,An Automatic Hybrid Method for Retinal Blood Vessel Extraction,Yong Yang and Shuying Huang and Nini Rao,2008,62,International Journal of Applied Mathematics and Computer Science
10.2478/amcs-2013-0034,Random projections and Hotelling’s T2 statistics for change detection in high-dimensional data streams,Ewa Skubalska-Rafajłowicz,2013,10,International Journal of Applied Mathematics and Computer Science
10.2478/amcs-2013-0021,The well-posedness of a swimming model in the 3-D incompressible fluid governed by the nonstationary Stokes equation,Alexander Khapalov,2013,5,International Journal of Applied Mathematics and Computer Science
10.2478/v10006-011-0042-x,An operational Haar wavelet method for solving fractional Volterra integral equations,Habibollah Saeedi and Nasibeh Mollahasani and Mahmoud Moghadam and Gennady Chuev,2011,35,International Journal of Applied Mathematics and Computer Science
