DOI,Título,Autores,Año,Citas,Revista
10.1162/coli_a_00407,Generalizing Cross-Document Event Coreference Resolution Across Multiple Corpora,Michael Bugert and Nils Reimers and Iryna Gurevych,2021,1,Computational Linguistics
10.1162/coli.2006.32.2.293,Publications Received,,2006,0,Computational Linguistics
10.1162/coli.2000.28.1.96,"Abduction, Belief and Context in Dialogue: Studies in Computational Pragmatics Harry Bunt and William Black (editors) (Tilburg University and UMIST) Amsterdam: John Benjamins (Natural language processing series, edited by Ruslan Mitkov, volume 1), 2000, vi+471 pp; hardbound, ISBN 1-55619-794-2 and 90-272-4983-0, $90.00",Matthew Stone,2002,1,Computational Linguistics
10.1162/coli_r_00053,"Close Engagements with Artificial Companions: Key Social, Psychological, Ethical, and Design Issues Yorick Wilks (editor) (University of Oxford) Amsterdam: John Benjamins Publishing Company (Natural Language Processing series, edited by Ruslan Mitkov, volume 8), 2010, xxii+315 pp; hardbound, ISBN 978-90-272-4994-4, $149.00, €99.00; e-book, ISBN 978-90-272-8840-0, $149.00, €99.00",Judith Masthoff,2011,1,Computational Linguistics
10.1162/coli.2009.35.1.105,"Discourse on the Move: Using Corpus Analysis to Describe Discourse Structure Douglas Biber, Ulla Connor, and Thomas A. Upton (Northern Arizona University and Indiana University-Indianapolis) John Benjamins Publishing (Studies in corpus linguistics, edited by Elena Tognini-Bonelli, volume 28), 2007, xii+289 pp; hardbound, ISBN 978-90-272-2302-9, $142.00, €105.00",Marina Santini,2009,0,Computational Linguistics
10.1162/coli_r_00388,"Statistical Significance Testing for Natural Language Processing. By Rotem Dror, Lotem Peled-Cohen, Segev Shlomov, and Roi Reichart (Technion Israel Institute of Technology)). Morgan &amp; Claypool (Synthesis Lectures on Human Language Technologies, edited by Graeme Hirst, volume 45), 2020, xx+98 pp; paperback, ISBN 978-1-68173-795-9, $49.95; ebook, ISBN 978-1-68173-796-6, $39.96; hardcover, $69.95; doi:10.2200/S00994ED1V01Y202002HLT045",Edwin D. Simpson,2021,0,Computational Linguistics
10.1162/0891201053630246,Book Review,John F. Sowa,2005,2,Computational Linguistics
10.1162/coli_a_00018,The Right Tools: Reflections on Computation and Language,William A. Woods,2010,4,Computational Linguistics
10.1162/coli_a_00401,Approximating Probabilistic Models as Weighted Finite Automata,Ananda Theertha Suresh and Brian Roark and Michael Riley and Vlad Schogol,2021,0,Computational Linguistics
10.1162/coli_r_00372,"Cross-Lingual Word Embeddings. ByAnders Søgaard, Ivan Vulić, Sebastian Ruder, Manaal Faruqui (University of Copenhagen, University of Cambridge, DeepMind, Google Assistant). Morgan &amp; Claypool (Synthesis Lectures on Human Language Technologies, edited by Graeme Hirst, volume 37), 2019, 132 pp; paperback, ISBN 9781681735725; ebook, ISBN 9781681730646; doi:10.2200/S00920ED2V01Y201904HLT042",Eneko Agirre,2020,0,Computational Linguistics
10.1162/089120105774321073,Large-Scale Induction and Evaluation of Lexical Resources from the Penn-II and Penn-III Treebanks,Ruth O'Donovan and Michael Burke and Aoife Cahill and Josef van Genabith and Andy Way,2005,3,Computational Linguistics
10.1162/coli.2000.27.1.149a,Automatic Indexing and Abstracting of Document Texts,Marie-Francine Moens,2001,6,Computational Linguistics
10.1162/coli.08-010-r1-07-048,Unsupervised Type and Token Identification of Idiomatic Expressions,Afsaneh Fazly and Paul Cook and Suzanne Stevenson,2009,44,Computational Linguistics
10.1162/coli_a_00385,Sentence Meaning Representations Across Languages: What Can We Learn from Existing Frameworks?,Zdeněk Žabokrtský and Daniel Zeman and Magda Ševčíková,2020,3,Computational Linguistics
10.1162/coli_a_00079,Splittability of Bilexical Context-Free Grammars is Undecidable,Mark-Jan Nederhof and Giorgio Satta,2011,0,Computational Linguistics
10.1162/089120103321337476,Book Review,Chris Brew,2003,0,Computational Linguistics
10.1162/coli.2000.27.4.592,"Parallel Text Processing: Alignment and Use of Translation Corpora Jean Véronis (editor) (Université de Provence) Dordrecht: Kluwer Academic Publishers (Text, speech and language technology series, edited by Nancy Ide and Jean Véronis, volume 13), 2000, xxiii+402 pp; hardbound, ISBN 0-7923-6546-1, $160.00, £99.00, Dfl 300.00",Philip Resnik,2001,0,Computational Linguistics
10.1162/coli.2010.36.1.36106,Failure is an Orphan (Let's Adopt),Stan Szpakowicz,2010,1,Computational Linguistics
10.1162/coli_a_00112,Empirical Methods for the Study of Denotation in Nominalizations in Spanish,Aina Peris and Mariona Taulé and Horacio Rodríguez,2012,0,Computational Linguistics
10.1162/coli_r_00048,"Handbook of Natural Language Processing (second edition) Nitin Indurkhya and Fred J. Damerau (editors) (University of New South Wales; IBM Thomas J. Watson Research Center)Boca Raton, FL: CRC Press, 2010, xxxiii+678 pp; hardbound, ISBN 978-1-4200-8592-1, $99.95",Jochen L. Leidner,2011,2,Computational Linguistics
10.1162/coli_a_00162,Generation of Compound Words in Statistical Machine Translation into Compounding Languages,Sara Stymne and Nicola Cancedda and Lars Ahrenberg,2013,7,Computational Linguistics
10.1162/coli_r_00282,Automatic Detection of Verbal Deception,Yoong Keok Lee,2017,0,Computational Linguistics
10.1162/coli_r_00303,Syntax-Based Statistical Machine Translation,Christian Hadiwinoto,2017,0,Computational Linguistics
10.1162/coli.2008.34.1.133,"Errors and Intelligence in Computer-Assisted Language Learning: Parsers and Pedagogues Trude Heift and Mathias Schulze (Simon Fraser University and University of Waterloo) New York: Routledge (Routledge series in computer-assisted language learning, edited by Carol Chappelle), 2007, xviii+283 pp; hardbound, ISBN 978-0-415-36191-0, $115.00",Pius ten Hacken,2008,0,Computational Linguistics
10.1162/coli.2007.33.4.443,Word Play,Lauri Karttunen,2007,1,Computational Linguistics
10.1162/coli.2009.35.4.35409,What Science Underlies Natural Language Engineering?,Shuly Wintner,2009,10,Computational Linguistics
10.1162/coli_a_00153,Plagiarism Meets Paraphrasing: Insights for the Next Generation in Automatic Plagiarism Detection,Alberto Barrón-Cedeño and Marta Vila and M. Martí and Paolo Rosso,2013,69,Computational Linguistics
10.1162/coli.2008.34.3.463,Publications Received,,2008,0,Computational Linguistics
10.1162/coli.2000.26.4.658,UnicodeTM: A Primer,Tony Graham,2000,0,Computational Linguistics
10.1162/coli_a_00202,A Large-Scale Pseudoword-Based Evaluation Framework for State-of-the-Art Word Sense Disambiguation,Mohammad Taher Pilehvar and Roberto Navigli,2014,23,Computational Linguistics
10.1162/coli_a_00309,Weighted DAG Automata for Semantic Graphs,David Chiang and Frank Drewes and Daniel Gildea and Adam Lopez and Giorgio Satta,2018,4,Computational Linguistics
10.1162/coli_r_00224,"Robots that Talk and Listen Judith A. Markowitz (editor) (President of J. Markowitz, Consultants, Chicago, IL) Berlin/Boston/Munich: Walter de Gruyter, 2015, hardbound, ISBN 978-1-61451-603-3; PDF, e-ISBN 978-1-61451-440-4 EPUB; e-ISBN 978-1-61451-915-7",Martha Evens,2015,0,Computational Linguistics
10.1162/coli.2002.28.2.229,"The Language of Word Meaning Pierrette Bouillon and Federica Busa (editors) (University of Geneva and LingoMotors Inc.) Cambridge University Press (Studies in natural language processing, edited by Branimir Boguraev), 2001, xvi+387 pp; hardbound, ISBN 0-521-78048-9, $69.95",Mari Broman Olsen,2002,0,Computational Linguistics
