DOI,Título,Autores,Año,Citas,Revista
10.1007/s11554-020-01065-9,RT-BVE—Real-Time no-reference Blocking Visibility Estimation in video frames,Tomislav Jurić and Mario Vranješ and Ratko Grbić and Matteo Brisinello,2021,0,Journal of Real-Time Image Processing
10.1007/s11554-009-0119-z,Near real-time parallel processing and advanced data management of SAR images in grid environments,Massimo Cafaro and Italo Epicoco and Sandro Fiore and Daniele Lezzi and Silvia Mocavero and Giovanni Aloisio,2009,3,Journal of Real-Time Image Processing
10.1007/s11554-015-0495-5,Efficient computation of cross-sections from human brain model by geometric processing,Prasenjit Mondal and Partha Bhowmick and Jayanta Mukherjee and Shamik Sural,2018,0,Journal of Real-Time Image Processing
10.1007/s11554-014-0410-5,Evaluation of real-time LBP computing in multiple architectures,Miguel Bordallo López and Alejandro Nieto and Jani Boutellier and Jari Hannuksela and Olli Silvén,2017,12,Journal of Real-Time Image Processing
10.1007/s11554-015-0499-1,A fast algorithm for integrating connected-component labeling and euler number computation,Lifeng He and Bin Yao and Xiao Zhao and Yun Yang and Zhenghao Shi and Hideto Kasuya and Yuyan Chao,2018,0,Journal of Real-Time Image Processing
10.1007/s11554-020-01017-3,"Correction to: PDCAT: a framework for fast, robust, and occlusion resilient fiducial marker tracking",Oualid Araar and Imad Eddine Mokhtari and Mohamed Bengherabi,2021,0,Journal of Real-Time Image Processing
10.1007/s11554-020-00989-6,Accurate real-time visual SLAM combining building models and GPS for mobile robot,Ruyu Liu and Jianhua Zhang and Shengyong Chen and Thomas Yang and Clemens Arth,2021,5,Journal of Real-Time Image Processing
10.1007/s11554-018-0771-2,Journal of real-time image processing: fourth issue of volume 14,Matthias F. Carlsohn and Nasser Kehtarnavaz,2018,0,Journal of Real-Time Image Processing
10.1007/s11554-007-0051-z,Real-time image segmentation based on a parallel and pipelined watershed algorithm,Dang Ba Khac Trieu and Tsutomu Maruyama,2007,11,Journal of Real-Time Image Processing
10.1007/s11554-007-0068-3,Special issue on Field-Programmable Technology,George A. Constantinides,2007,2,Journal of Real-Time Image Processing
10.1007/s11554-006-0002-0,Real-time auto white balancing for digital cameras using discrete wavelet transform-based scoring,N. Kehtarnavaz and N. Kim and M. Gamadia,2006,1,Journal of Real-Time Image Processing
10.1007/s11554-016-0608-9,HEVC early termination methods for optimal CU decision utilizing encoding residual information,Ting-Lan Lin and Chi-Chan Chou and Zhaoyi Liu and Kun-Hsien Tung,2019,2,Journal of Real-Time Image Processing
10.1007/s11554-010-0165-6,The secure wavelet transform,Amit Pande and Joseph Zambreno,2012,9,Journal of Real-Time Image Processing
10.1007/s11554-010-0156-7,Bayesian real-time perception algorithms on GPU,João Filipe Ferreira and Jorge Lobo and Jorge Dias,2011,24,Journal of Real-Time Image Processing
10.1007/s11554-023-01263-1,Object detection method based on lightweight YOLOv4 and attention mechanism in security scenes,Peng Ding and Huaming Qian and Yipeng Zhou and Shuai Chu,2023,0,Journal of Real-Time Image Processing
10.1007/s11554-015-0523-5,Low-complexity inter-layer residual prediction for scalable video coding,Woong Lim and Kyunghye Kim and Yung-Lyul Lee and Donggyu Sim,2018,2,Journal of Real-Time Image Processing
10.1007/s11554-020-01068-6,Real-time visible and near-infrared video fusion: architecture and implementation,Mohamed Awad and Ahmed Elliethy and Hussein A. Aly,2021,0,Journal of Real-Time Image Processing
10.1007/s11554-016-0659-y,Real-time video denoising on multicores and GPUs with Kalman-based and Bilateral filters fusion,Sergio G. Pfleger and Patricia D. M. Plentz and Rodrigo C. O. Rocha and Alyson D. Pereira and Márcio Castro,2019,5,Journal of Real-Time Image Processing
