DOI,Título,Autores,Año,Citas,Revista
10.1017/s0269888906000968,How experts reason: the acquisition of experts' knowledge structures,ERWIN W. VAN GEENEN and CILIA L. M. WITTEMAN,2006,2,The Knowledge Engineering Review
10.1017/s0269888911000208,Survey of directly mapping SQL databases to the Semantic Web,Juan F. Sequeda and Syed Hamid Tirmizi and Oscar Corcho and Daniel P. Miranker,2011,46,The Knowledge Engineering Review
10.1017/s026988891800022x,Special issue on adaptive and learning agents 2017,Patrick Mannion and Anna Harutyunyan and Kaushik Subramanian,2018,0,The Knowledge Engineering Review
10.1017/s0269888909990348,Learning Qualitative Differential Equation models: a survey of algorithms and applications,Wei Pang and George M. Coghill,2010,11,The Knowledge Engineering Review
10.1017/s0269888910000081,KER volume 25 issue 1 Cover and Front matter,,2010,0,The Knowledge Engineering Review
10.1017/s0269888920000181,A loyalty program based on Waves blockchain and mobile phone interactions,Luis J. Dominguez Perez and Luis Ibarra and García-Fernández Alejandro and Agustín Rumayor and Carlos Lara-Alvarez,2020,2,The Knowledge Engineering Review
10.1017/s0269888911000221,KER volume 26 issue 4 Cover and Front matter,,2011,0,The Knowledge Engineering Review
10.1017/s0269888909990099,From the journals…,,2009,0,The Knowledge Engineering Review
10.1017/s0269888906000579,Soft case-based reasoning,WILLIAM CHEETHAM and SIMON SHIU and ROSINA O. WEBER,2005,4,The Knowledge Engineering Review
10.1017/s0269888904000086,From the journals . . .,,2003,1,The Knowledge Engineering Review
10.1017/s0269888917000145,Preface to the special issue: adaptive and learning agents,Daan Bloembergen and Tim Brys and Logan Yliniemi,2017,0,The Knowledge Engineering Review
10.1017/s0269888909000198,KER volume 24 issue 1 Cover and Back matter,,2009,0,The Knowledge Engineering Review
10.1017/s0269888904000062,OntoVote: a scalable distributed vote-collecting mechanism for ontology drift on a P2P platform,YANFENG GE and YONG YU and XING ZHU and SHEN HUANG and MIN XU,2003,1,The Knowledge Engineering Review
10.1017/s026988891500017x,Overcoming incorrect knowledge in plan-based reward shaping,Kyriakos Efthymiadis and Sam Devlin and Daniel Kudenko,2016,3,The Knowledge Engineering Review
10.1017/s0269888913000271,Parsing pictures: on analyzing the content of images in science,Letitia Meynell,2013,4,The Knowledge Engineering Review
10.1017/s0269888916000175,Trading accuracy for speed in approximate consensus,Jacob Beal,2016,3,The Knowledge Engineering Review
10.1017/s0269888915000193,Context-sensitive reward shaping for sparse interaction multi-agent systems,Yann-Michaël de Hauwere and Sam Devlin and Daniel Kudenko and Ann Nowé,2016,3,The Knowledge Engineering Review
10.1017/s0269888910000354,Robotics competitions as benchmarks for AI research,John Anderson and Jacky Baltes and Chi Tai Cheng,2011,19,The Knowledge Engineering Review
10.1017/s0269888916000199,Spatial awareness in pervasive ecosystems,Simon Dobson and Mirko Viroli and Jose Luis Fernandez-Marquez and Franco Zambonelli and Graeme Stevenson and Giovanna Di Marzo Serugendo and Sara Montagna and Danilo Pianini and Juan Ye and Gabriella Castelli and Alberto Rosi,2016,3,The Knowledge Engineering Review
10.1017/s0269888917000121,Autonomous Unmanned Aerial Vehicle (UAV) landing in windy conditions with MAP-Elites,Sierra A. Adibi and Scott Forer and Jeremy Fries and Logan Yliniemi,2017,2,The Knowledge Engineering Review
10.1017/s026988891800019x,The composition and formation of effective teams: computer science meets organizational psychology,Ewa Andrejczuk and Rita Berger and Juan A. Rodriguez-Aguilar and Carles Sierra and Víctor Marín-Puchades,2018,4,The Knowledge Engineering Review
10.1017/s0269888915000156,Combining reward shaping and hierarchies for scaling to large multiagent systems,Chris HolmesParker and Adrian K. Agogino and Kagan Tumer,2016,7,The Knowledge Engineering Review
10.1017/s0269888914000058,Time constraint route search over multi-locations,Geng Zhao and Kefeng Xuan and David Taniar and Maytham Safar and Bala Srinivasan,2014,2,The Knowledge Engineering Review
10.1017/s0269888921000059,Learning multiple concepts in description logic through three perspectives,Raphael Melo and Kate Revoredo and Aline Paes,2021,0,The Knowledge Engineering Review
10.1017/s0269888904000141,Can user models be learned at all? Inherent problems in machine learning for user modelling,MARTIN E. MÜLLER,2004,10,The Knowledge Engineering Review
10.1017/s0269888917000017,Introduction to the special issue on constraint satisfaction for planning and scheduling,Miguel A. Salido and Roman Barták,2016,0,The Knowledge Engineering Review
10.1017/s0269888921000138,A survey on semantic question answering systems,Christina Antoniou and Nick Bassiliades,2022,4,The Knowledge Engineering Review
10.1017/s0269888913000209,KER volume 28 issue 2 Cover and Front matter,,2013,0,The Knowledge Engineering Review
10.1017/s026988891000038x,Ayurveda for agents: an attempt to bring the sciences of natural and artificial intelligence closer together,Rogier M. van Eijk,2011,2,The Knowledge Engineering Review
10.1017/s0269888922000066,OWL ontology evolution: understanding and unifying the complex changes,Viviane Torres da Silva and Jéssica Soares dos Santos and Raphael Thiago and Elton Soares and Leonardo Guerreiro Azevedo,2022,0,The Knowledge Engineering Review
10.1017/s0269888901000091,On compositional modelling,JEROEN KEPPENS and QIANG SHEN,2001,27,The Knowledge Engineering Review
10.1017/s0269888902210267,Book Review,Simon Parsons,2002,0,The Knowledge Engineering Review
10.1017/s0269888905210354,"Introduction to Autonomous Mobile Robots by Roland Siegwart and Illah R. Nourbakhsh, MIT Press, 321 pp., $50.00, ISBN 0-262-19502",Simon Parsons,2004,0,The Knowledge Engineering Review
10.1017/s0269888905230205,"The Semantic Web Primer by Grigoris Antoniou and Frank van Harmelen, MIT Press, 238 pp., $40.00, ISBN",Simon Parsons,2004,0,The Knowledge Engineering Review
10.1017/s0269888911000063,KER volume 26 issue 2 Cover and Back matter,,2011,0,The Knowledge Engineering Review
10.1017/s0269888912000070,KER volume 27 issue 2 Cover and Back matter,,2012,0,The Knowledge Engineering Review
10.1017/s0269888908000076,"Jensen Finn V., Nielsen Thomas D. 2007. Bayesian Networks and Decision Graphs,Second EditionSpringer Verlag, 447 pp., $79.95, ISBN 0-387-68281-3",Simon Parsons,2008,0,The Knowledge Engineering Review
10.1017/s026988891800005x,Dimensions in programming multi-agent systems,Olivier Boissier and Rafael H. Bordini and Jomi F. Hübner and Alessandro Ricci,2019,13,The Knowledge Engineering Review
10.1017/s0269888908000015,Introduction to the special issue on intelligent virtual environments and virtual agents,Jesús Ibáñez and Carlos Delgado-Mata,2008,1,The Knowledge Engineering Review
10.1017/s0269888914000095,A goal-based approach to engineering capacity-driven Web services,Zakaria Maamar and Samir Tata and Kokou Yetongnon and Djamal Benslimane and Philippe Thiran,2014,1,The Knowledge Engineering Review
10.1017/s0269888912000197,KER volume 27 issue 3 Cover and Back matter,,2012,0,The Knowledge Engineering Review
10.1017/s0269888920000211,Robot magic show: human–robot interaction,Jaesik Jeong and Jeehyun Yang and Jacky Baltes,2020,3,The Knowledge Engineering Review
10.1017/s0269888918000371,Jargon of Hadoop MapReduce scheduling techniques: a scientific categorization,Muhammad Hanif and Choonhwa Lee,2020,1,The Knowledge Engineering Review
10.1017/s0269888909990063,An upper-level functional design ontology to support knowledge management in SME-based E-Manufacturing of mechanical products,Alessandro Mosca and Matteo Palmonari and Fabio Sartori,2009,4,The Knowledge Engineering Review
10.1017/s0269888910000093,KER volume 25 issue 1 Cover and Back matter,,2010,0,The Knowledge Engineering Review
10.1017/s0269888902000334,Ontologies in the life sciences,ROBIN McENTIRE,2002,1,The Knowledge Engineering Review
10.1017/s0269888908000027,Modeling emotional action for social characters,Hongwei Yang and Zhigeng Pan and Mingmin Zhang and Chunhua Ju,2008,16,The Knowledge Engineering Review
10.1017/s0269888903000547,A survey of coordination middleware for XML-centric applications,PAOLO CIANCARINI and ROBERT TOLKSDORF and FRANCO ZAMBONELLI,2002,6,The Knowledge Engineering Review
10.1017/s0269888906210749,"Knowledge in action: Logical foundations for specifying and implementing dynamical systems by Raymond Reiter, MIT Press, 0-262-18218-1, 448 pp., $60.00/£38.95",Simon Parsons,2005,0,The Knowledge Engineering Review
10.1017/s0269888918000115,Handling class overlapping to detect noisy instances in classification,Shivani Gupta and Atul Gupta,2018,9,The Knowledge Engineering Review
10.1017/s0269888919000080,User validation in ontology alignment: functional assessment and impact,Huanyu Li and Zlatan Dragisic and Daniel Faria and Valentina Ivanova and Ernesto Jiménez-Ruiz and Patrick Lambrix and Catia Pesquita,2019,12,The Knowledge Engineering Review
10.1017/s0269888906000567,Case-based recommender systems,DEREK BRIDGE and MEHMET H. GÖKER and LORRAINE McGINTY and BARRY SMYTH,2005,168,The Knowledge Engineering Review
10.1017/s0269888907001300,Situational reasoning for task-oriented mobile service recommendation,MARKO LUTHER and YUSUKE FUKAZAWA and MATTHIAS WAGNER and SHOJI KURAKAKE,2008,26,The Knowledge Engineering Review
10.1017/s0269888915000107,Federated query processing on linked data: a qualitative survey and open challenges,Damla Oguz and Belgin Ergenc and Shaoyi Yin and Oguz Dikenelli and Abdelkader Hameurlain,2015,22,The Knowledge Engineering Review
10.1017/s0269888907001294,Guest editorial preface: special issue on contexts and ontologies,PAVEL SHVAIKO,2008,4,The Knowledge Engineering Review
10.1017/s0269888906230819,"Imitation of life: How biology is inspiring computing by Nancy Forbes, MIT Press, 176 pp., $8.95, ISBN 0-262-06241-0",Simon Parsons,2006,1,The Knowledge Engineering Review
10.1017/s0269888900003052,A multidisciplinary perspective on multi-agent systems,EDMUND CHATTOE and KERSTIN DAUTENHAHN and IAN DICKINSON and JIM DORAN and NIR VULKAN,2000,0,The Knowledge Engineering Review
10.1017/s026988890300064x,"Methodologies for the development of knowledge-based systems, 1982–2002",ROBERT PLANT and ROSE GAMBLE,2003,14,The Knowledge Engineering Review
10.1017/s0269888900001016,Game theoretic and decision theoretic agents,SIMON PARSONS and MICHAEL WOOLDRIDGE,2000,0,The Knowledge Engineering Review
10.1017/s026988892000020x,Learning self-play agents for combinatorial optimization problems,Ruiyang Xu and Karl Lieberherr,2020,2,The Knowledge Engineering Review
10.1017/s0269888913000040,KER volume 28 issue 1 Cover and Front matter,,2013,0,The Knowledge Engineering Review
10.1017/s0269888916000163,Active balancing and turning for alpine skiing robots,Chris Iverach-Brereton and Brittany Postnikoff and Jacky Baltes and Amirhossein Hosseinmemar,2017,5,The Knowledge Engineering Review
10.1017/s0269888901000029,Synthesis of efficient constraint-satisfaction programs,STEPHEN J. WESTFOLD and DOUGLAS R. SMITH,2001,7,The Knowledge Engineering Review
10.1017/s0269888910000184,Efficient variable elimination for semi-structured simple temporal networks with continuous domains,Neil Yorke-Smith and Hung H. Bui,2010,4,The Knowledge Engineering Review
10.1017/s0269888901000248,Argumentation structures that integrate dialectical and non-dialectical reasoning,ANDREW STRANIERI and JOHN ZELEZNIKOW and JOHN YEARWOOD,2001,17,The Knowledge Engineering Review
10.1017/s0269888910000263,"On rough sets, their recent extensions and applications",N. Mac Parthaláin and Q. Shen,2010,11,The Knowledge Engineering Review
10.1017/s0269888906000671,Image processing in case-based reasoning,PETRA PERNER and ALEC HOLT and MICHAEL RICHTER,2005,26,The Knowledge Engineering Review
10.1017/s0269888916000308,A comparative study of location-based recommendation systems,Faisal Rehman and Osman Khalid and Sajjad Ahmad Madani,2017,16,The Knowledge Engineering Review
10.1017/s026988890000401x,Knowledge-base revision,ODILE PAPINI,2000,12,The Knowledge Engineering Review
10.1017/s0269888912000021,Modeling knowledge dynamics in multi-agent systems based on informants,Luciano H. Tamargo and Alejandro J. García and Marcelo A. Falappa and Guillermo R. Simari,2012,10,The Knowledge Engineering Review
10.1017/s0269888920000089,Enacting policies in digital health: a case for smart legal contracts and distributed ledgers?,Zoran Milosevic,2020,3,The Knowledge Engineering Review
10.1017/s0269888916000266,A cooperative search for berth scheduling,Eduardo Lalla-Ruiz and Belén Melián-Batista and José Marcos Moreno-Vega,2016,3,The Knowledge Engineering Review
