DOI,Título,Autores,Año,Citas,Revista
10.3233/ao-150144,What’s a “disease”? Questions for applied ontologies of diseases,Alan Rector,2015,0,Applied Ontology
10.3233/ao-140133,On generically dependent entities,Antony Galton,2014,5,Applied Ontology
10.3233/ao-2008-0056,OntoPneumo: An ontology of pneumology domain,Audrey Baneyx and Jean Charlet,2008,0,Applied Ontology
10.3233/ao-2008-0050,The role of ontologies in creating and maintaining corporate knowledge: A case study from the aero industry,Derek Sleeman and Suraj Ajit and David W. Fowler and David Knott,2008,2,Applied Ontology
10.3233/ao-210253,Formalizing commitments using the event calculus and RuleML,Joost de Kruijff and Hans Weigand,2021,0,Applied Ontology
10.3233/ao-2011-0097,Flexibility and utility of the cell cycle ontology,Vladimir Mironov and Erick Antezana and Mikel Egaña and Ward Blondé and Bernard De Baets and Martin Kuiper and Robert Stevens,2011,1,Applied Ontology
10.3233/ao-210258,GUM: The generalized upper model,John A. Bateman,2022,1,Applied Ontology
10.3233/ao-210260,Evaluating and extending the Informed Consent Ontology for representing permissions from the clinical domain,Elizabeth E. Umberfield and Cooper Stansbury and Kathleen Ford and Yun Jiang and Sharon L.R. Kardia and Andrea K. Thomer and Marcelline R. Harris,2022,0,Applied Ontology
10.3233/ao-170179,Auditing National Cancer Institute thesaurus neoplasm concepts in groups of high error concentration,Ling Zheng and Hua Min and Yan Chen and Julia Xu and James Geller and Yehoshua Perl,2017,3,Applied Ontology
10.3233/ao-170176,"An ontology-driven framework for specifying, adapting and implementing educational settings",Àngels Rius and Jordi Conesa and Elena García-Barriocanal and Miguel Ángel Sicilia,2017,3,Applied Ontology
10.3233/ao-150159,Signs and reality,John F. Sowa,2015,4,Applied Ontology
10.3233/ao-150152,Ontologies and historical archives: A way to tell new stories,Anna Goy and Diego Magro and Marco Rovera,2015,6,Applied Ontology
10.3233/ao-160171,Choosing ontologies for reuse,Megan Katsumi and Michael Grüninger,2017,9,Applied Ontology
10.3233/ao-230278,Designing ontologies for behaviours based on temporal passive data,Clauirton Siebra and Katarzyna Wac,2023,0,Applied Ontology
10.3233/ao-2011-0086,Overcoming the ontology enrichment bottleneck with Quick Term Templates,Philippe Rocca-Serra and Alan Ruttenberg and Martin J. O'Connor and Patricia L. Whetzel and Daniel Schober and Jay Greenbaum and Mélanie Courtot and Ryan R. Brinkman and Susanna Assunta Sansone and Richard Scheuermann and n.m. The OBI Consortium and Bjoern Peters,2011,5,Applied Ontology
10.3233/ao-220268,The semantics of extensive quantities within geographic information,Eric Top and Simon Scheider and Haiqi Xu and Enkhbold Nyamsuren and Niels Steenbergen,2022,2,Applied Ontology
10.3233/ao-2011-0094,Combining Linked Data and knowledge engineering best practices to design a lightweight role ontology,Alexandre Passant and Antoine Isaac and Philippe Laublet,2011,1,Applied Ontology
