DOI,Título,Autores,Año,Citas,Revista
10.1007/s001380050146,Fast prototyping of parallel-vision applications using functional skeletons,Jocelyn Sérot and Dominique Ginhac and Roland Chapuis and Jean-Pierre Dérutin,2001,6,Machine Vision and Applications
10.1007/s00138-010-0313-9,Body temperature estimation of a moving subject from thermographic images,Guillaume-Alexandre Bilodeau and Atousa Torabi and Maxime Lévesque and Charles Ouellet and J. M. Pierre Langlois and Pablo Lema and Lionel Carmant,2012,9,Machine Vision and Applications
10.1007/s00138-012-0473-x,Informative patches sampling for image classification by utilizing bottom-up and top-down information,Shuang Bai and Tetsuya Matsumoto and Yoshinori Takeuchi and Hiroaki Kudo and Noboru Ohnishi,2013,4,Machine Vision and Applications
10.1007/s00138-012-0441-5,Segmentation of fuzzy images: a novel and fast two-step pseudo MAP method,ZhenZhou Wang and YuMing Zhang,2012,3,Machine Vision and Applications
10.1007/s00138-016-0785-3,An extension to the brightness clustering transform and locally contrasting keypoints,Jaime Lomeli-R. and Mark S. Nixon,2016,2,Machine Vision and Applications
10.1007/s00138-004-0163-4,"Type classification, color estimation, and specific target detection of moving targets on public streets",Osamu Hasegawa and Takeo Kanade,2005,31,Machine Vision and Applications
10.1007/s00138-018-0948-5,Machine learning for big visual analysis,Jun Yu and Xue Mei and Fatih Porikli and Jason Corso,2018,2,Machine Vision and Applications
10.1007/s00138-013-0545-6,Action recognition using 3D DAISY descriptor,Xiaochun Cao and Hua Zhang and Chao Deng and Qiguang Liu and Hanyu Liu,2014,14,Machine Vision and Applications
10.1007/s00138-012-0440-6,Feature selection for reliable data association in visual SLAM,Zongying Shi and Zhibin Liu and Xianliang Wu and Wenli Xu,2013,15,Machine Vision and Applications
10.1007/s00138-021-01208-3,FAE-GAN: facial attribute editing with multi-scale attention normalization,Jiaqi Zhu and Pengxiang Ouyang and Ran Tao and Xin Chen and Jing Wang and Shu Zhan,2021,0,Machine Vision and Applications
10.1007/s00138-012-0433-5,Robust and accurate pattern matching in fuzzy space for fiducial mark alignment,Xuenan Cui and Hakil Kim and Eunsoo Park and Hyohoon Choi,2013,4,Machine Vision and Applications
10.1007/s00138-013-0549-2,Pedestrian detection based on sparse coding and transfer learning,Feidie Liang and Sheng Tang and Yongdong Zhang and Zuoxin Xu and Jintao Li,2014,8,Machine Vision and Applications
10.1007/s00138-014-0627-0,Automatic optical phase identification of micro-drill bits based on improved ASM and bag of shape segment in PCB production,Guifang Duan and Hongcui Wang and Zhenyu Liu and Jianrong Tan and Yen-Wei Chen,2014,3,Machine Vision and Applications
10.1007/s00138-006-0020-8,Efficient extraction of metric measurements for planar scene under 2D homography with the help of planar circles,Yisong Chen and Horace H. S. Ip,2006,3,Machine Vision and Applications
10.1007/s00138-004-0162-5,Layer-based video registration,Jiangjian Xiao and Mubarak Shah,2005,4,Machine Vision and Applications
10.1007/s001380050135,Increasing flexibility for automatic visual inspection: the general analysis graph,Robert Sablatnig,2000,10,Machine Vision and Applications
10.1007/s00138-009-0203-1,Comparison of sparse point distribution models,Søren G. H. Erbou and Martin Vester-Christensen and Rasmus Larsen and Lars B. Christensen and Bjarne K. Ersbøll,2010,1,Machine Vision and Applications
10.1007/s00138-015-0742-6,Stereo Pictorial Structure for 2D articulated human pose estimation,Manuel I. López-Quintero and Manuel J. Marín-Jiménez and Rafael Muñoz-Salinas and Francisco J. Madrid-Cuevas and Rafael Medina-Carnicer,2016,6,Machine Vision and Applications
10.1007/s00138-020-01145-7,Learnable spatiotemporal feature pyramid for prediction of future optical flow in videos,Laisha Wadhwa and Snehasis Mukherjee,2021,0,Machine Vision and Applications
10.1007/s00138-009-0230-y,Comparison and classification of 3D objects surface point clouds on the example of feet,Rainer Grimmer and Björn Eskofier and Heiko Schlarb and Joachim Hornegger,2011,1,Machine Vision and Applications
10.1007/s00138-005-0179-4,Photorealistic 3D reconstruction from handheld cameras,Tomás Rodríguez and Peter Sturm and Pau Gargallo and Nicolas Guilbert and Anders Heyden and Fernando Jauregizar and J. M. Menéndez and J. I. Ronda,2005,7,Machine Vision and Applications
10.1007/s00138-022-01274-1,GMC_FM : a grid and multi-density-based method for matching ancient Chinese architectural images,Lihua Hu and Yaoyao Nie and Jifu Zhang and Sulan Zhang,2022,0,Machine Vision and Applications
10.1007/s00138-008-0129-z,A robust eye gaze tracking method based on a virtual eyeball model,Eui Chul Lee and Kang Ryoung Park,2009,28,Machine Vision and Applications
