DOI,Título,Autores,Año,Citas,Revista
10.1109/mci.2008.919093,2008 IEEE World Congress on Computational Intelligence - Call for Participations,,2008,0,IEEE Computational Intelligence Magazine
10.1109/mci.2021.3084497,IEEE SSCI 2021,,2021,0,IEEE Computational Intelligence Magazine
10.1109/mci.2016.2627658,Front Cover,,2017,0,IEEE Computational Intelligence Magazine
10.1109/mci.2011.942574,Time for Celebration! [President's Message],Gary Yen,2011,0,IEEE Computational Intelligence Magazine
10.1109/mci.2006.1597067,Call for papers - Special issue of computational intelligence magazine (CIM),,2006,0,IEEE Computational Intelligence Magazine
10.1109/mci.2006.329697,Year-end review [Editor's Remarks],Gary G. Yen,2006,0,IEEE Computational Intelligence Magazine
10.1109/mci.2016.2545824,2017 Congress on Evolutionary Computation,,2016,0,IEEE Computational Intelligence Magazine
10.1109/mci.2010.936310,Memetic Mission Management [Application Notes,Ryan Meuth and Emad Saad and Donald Wunsch and John Vian,2010,8,IEEE Computational Intelligence Magazine
10.1109/mci.2009.932262,Introduction to New IEEE CIS Educational Activities [Society briefs],Jennie Si,2009,0,IEEE Computational Intelligence Magazine
10.1109/mci.2017.2773760,CIS Publication Spotlight [Publication Spotlight],Haibo He and Jon Garibaldi and Kay Chen Tan and Graham Kendall and Yaochu Jin and Yew Soon Ong,2018,0,IEEE Computational Intelligence Magazine
10.1109/mci.2022.3155987,Table of Contents,,2022,0,IEEE Computational Intelligence Magazine
10.1109/mci.2022.3155329,[Conference Calendar],Marley Vellasco and Leandro Minku,2022,0,IEEE Computational Intelligence Magazine
10.1109/mci.2015.2502137,2016 IEEE Symposium Series on Computational Intelligence,,2016,0,IEEE Computational Intelligence Magazine
10.1109/mci.2014.2369871,[Front cover],,2015,0,IEEE Computational Intelligence Magazine
10.1109/mci.2014.2307217,A Report on the CIS Second Video Competition [Society Briefs],Stephen G. Matthews and Alana Abdool and Demetrios G. Eliades and Damien Coyle and Jose Posada and Emilio Miguelanez Martin and Alessandro Sperduti and Cesare Alippi and Pablo A. Estevez,2014,0,IEEE Computational Intelligence Magazine
10.1109/mci.2013.2291697,SSCI 2014,,2014,0,IEEE Computational Intelligence Magazine
10.1109/mci.2012.2215119,CIS Publication Spotlight [Publication Spotlight],Derong Liu and Chin-Teng Lin and Garry Greenwood and Simon Lucas and Zhengyou Zhang,2012,0,IEEE Computational Intelligence Magazine
10.1109/mci.2015.2471236,An Ant Colony Optimization and Tabu List Approach to the Detection of Gene-Gene Interactions in Genome-Wide Association Studies [Research Frontier],Emmanuel Sapin and Edward Keedwell and Timothy Frayling,2015,13,IEEE Computational Intelligence Magazine
10.1109/mci.2007.385356,Growing Together [President's Message],Vincenzo Piuri,2007,0,IEEE Computational Intelligence Magazine
10.1109/mci.2012.2200613,[Table of Contents],,2012,0,IEEE Computational Intelligence Magazine
10.1109/mci.2014.2350955,Call for Papers for Journal Special Issues,,2014,0,IEEE Computational Intelligence Magazine
10.1109/mci.2008.929862,Advertisers Index,,2008,0,IEEE Computational Intelligence Magazine
10.1109/mci.2016.2572461,Power of a Single Photo in the Big Data Era [Editor's Remarks],Hisao Ishibuchi,2016,0,IEEE Computational Intelligence Magazine
10.1109/mci.2020.3039102,Call for Papers for Journal Special Issues,,2021,0,IEEE Computational Intelligence Magazine
10.1109/mci.2020.3039019,Table of Contents,,2021,0,IEEE Computational Intelligence Magazine
10.1109/mci.2020.3038988,Interview with Editor-in-Chief of IEEE Transactions on Evolutionary Computation [Career Profile],,2021,0,IEEE Computational Intelligence Magazine
10.1109/mci.2011.941595,IEEE Transactions on Computational Intelligence and Al in Games,,2011,0,IEEE Computational Intelligence Magazine
10.1109/mci.2009.934575,2010 IEEE World Congress on Computational Intelligence - Call for papers,,2009,0,IEEE Computational Intelligence Magazine
10.1109/mci.2017.2773741,Obituary for Lotfi A. Zadeh [In Memoriam],Piero P. Bonissone,2018,2,IEEE Computational Intelligence Magazine
10.1109/mci.2013.2264227,CIS Society Officers,,2013,0,IEEE Computational Intelligence Magazine
10.1109/mci.2012.2188565,CIS Publication Spotlight [Publication Spotlight],Derong Liu and Chin-Teng Lin and Garry Greenwood and Simon Lucas and Zhengyou Zhang,2012,0,IEEE Computational Intelligence Magazine
10.1109/mci.2017.2773879,Call for Papers for Journal Special Issues,,2018,1,IEEE Computational Intelligence Magazine
10.1109/mci.2017.2742876,IEEE Transactions on Emerging Topics in Computational Intelligence,,2017,0,IEEE Computational Intelligence Magazine
10.1109/mci.2017.2670458,CIS Publication Spotlight [Publication Spotlight],Haibo He and Jon Garibaldi and Kay Chen Tan and Graham Kendall and Yaochu Jin and Yew Soon Ong,2017,0,IEEE Computational Intelligence Magazine
10.1109/mci.2016.2532263,CIS Publication Spotlight Publication Spotlight,Haibo He and Ching-Teng Lin and Kay Chen Tan and Graham Kendall and Yaochu Jin,2016,0,IEEE Computational Intelligence Magazine
10.1109/mci.2006.329696,IEEE Member Digital Library,,2006,0,IEEE Computational Intelligence Magazine
10.1109/mci.2011.940603,Spirit of Volunteering [President's Message],Gary Yen,2011,0,IEEE Computational Intelligence Magazine
10.1109/mci.2006.329686,Conference Calendar,,2006,0,IEEE Computational Intelligence Magazine
10.1109/mci.2015.2450051,IEEE SSCI 2015,,2015,0,IEEE Computational Intelligence Magazine
10.1109/mci.2008.929854,Society Briefs: Walter Karplus Summer Research Grant Announcement,Rami Abielmona,2008,0,IEEE Computational Intelligence Magazine
10.1109/mci.2015.2450052,IEEE CIG 2015,,2015,0,IEEE Computational Intelligence Magazine
10.1109/mci.2015.2471195,Talking with Young Researchers [Editor's Remarks],Hisao Ishibuchi,2015,0,IEEE Computational Intelligence Magazine
10.1109/mci.2021.3084391,Evolutionary Neural Architecture Search and Applications [Guest Editorial],Yanan Sun and Mengjie Zhang and Gary G. Yen,2021,0,IEEE Computational Intelligence Magazine
10.1109/mci.2008.4490264,Integrating trust into the CyberCraft Initiative via the Trust Vectors model [Application Notes],Michael Stevens and Paul D. Williams and Gilbert L. Peterson and Stuart H. Kurkowski,2008,0,IEEE Computational Intelligence Magazine
10.1109/mci.2013.2264573,Intelligence Technology for Robots That Think [Application Notes],Jong-Hwan Kim and Seung-Hwan Choi and In-Won Park and Sheir Afgen Zaheer,2013,32,IEEE Computational Intelligence Magazine
10.1109/mci.2017.2708558,Domain Transfer for Deep Natural Language Generation from Abstract Meaning Representations,Nina Dethlefs,2017,11,IEEE Computational Intelligence Magazine
10.1109/mci.2016.2532259,"Brain Dynamics, Cognition, and Developmental Systems President's Message",Pablo A. Estevez,2016,0,IEEE Computational Intelligence Magazine
10.1109/mci.2008.930980,IEEE Latin-American Summer School on Computational Intelligence [Society Briefs],Pablo Estevez,2009,0,IEEE Computational Intelligence Magazine
10.1109/mci.2007.385358,Standards Standing Committee [Society Briefs],Leszek Rutkowski,2007,0,IEEE Computational Intelligence Magazine
10.1109/mci.2006.1672980,CIS: Conference activities,V. Piuri,2006,0,IEEE Computational Intelligence Magazine
10.1109/mci.2013.2278938,CIM Editorial Board,,2013,0,IEEE Computational Intelligence Magazine
10.1109/mci.2010.937329,CIS Publication Spotlight [Publication Spotlight,Derong Liu and Nikhil Pal and Garry Greenwood and Simon Lucas and Zhengyou Zhang,2010,1,IEEE Computational Intelligence Magazine
10.1109/mci.2018.2871703,2019 IEEE Conference on Games (CoG),,2018,2,IEEE Computational Intelligence Magazine
10.1109/mci.2022.3223459,2023 IEEE CIS Awards [Society Briefs],Chin-Teng Lin,2023,0,IEEE Computational Intelligence Magazine
10.1109/mci.2022.3223482,Models of Representation in Computational Intelligence [Guest Editorial],Marco S. Nobile and Luca Manzoni and Daniel A. Ashlock and Rong Qu,2023,0,IEEE Computational Intelligence Magazine
10.1109/mci.2022.3226172,Table of Contents,,2023,0,IEEE Computational Intelligence Magazine
10.1109/mci.2022.3226174,IEEE 2023 Congress on Evolutionary Computation,,2023,0,IEEE Computational Intelligence Magazine
10.1109/mci.2022.3226175,Call for Papers,,2023,0,IEEE Computational Intelligence Magazine
10.1109/mci.2014.2350919,CIS Society Officers,,2014,0,IEEE Computational Intelligence Magazine
10.1109/ci-m.2006.248060,2007 CIS Neural Networks Pioneer Award,Enrique Rusipini,2006,0,IEEE Computational Intelligence Magazine
10.1109/mci.2015.2472095,A Growing Story [President's Message],Xin Yao,2015,0,IEEE Computational Intelligence Magazine
10.1109/mci.2011.942590,IEEE Transactions on Neural Networks,,2011,0,IEEE Computational Intelligence Magazine
10.1109/mci.2006.329689,Call for Papers - IEEE Congress on Evolutionary Computation 2007,,2006,0,IEEE Computational Intelligence Magazine
10.1109/mci.2011.941585,CIS Publication Spotlight [Publication Spotlight],Derong Liu and Chin-Teng Lin and Garry Greenwood and Simon Lucas and Zhengyou Zhang,2011,0,IEEE Computational Intelligence Magazine
10.1109/mci.2007.353425,Data Mining Technical Committee,Joydeep Ghosh,2007,0,IEEE Computational Intelligence Magazine
10.1109/ci-m.2006.248038,Year-End Review,Gary Yen,2006,0,IEEE Computational Intelligence Magazine
10.1109/mci.2016.2627704,DSAA2017 at TOKYO,,2017,0,IEEE Computational Intelligence Magazine
10.1109/mci.2014.2351333,2015 IEEE Congress on Evolutionary Computation,,2014,0,IEEE Computational Intelligence Magazine
10.1109/mci.2018.2866723,Conference Report on 2018 IEEE World Congress on Computational Intelligence (IEEE WCCI 2018) [Conference Reports],Pablo A. Estevez and Marley M.B.R. Vellasco,2018,0,IEEE Computational Intelligence Magazine
10.1109/mci.2016.2572463,Frontiers of Knowledge in Computational Intelligence [President's Message],Pablo A. Estevez,2016,0,IEEE Computational Intelligence Magazine
10.1109/mci.2017.2708801,Front Cover,,2017,0,IEEE Computational Intelligence Magazine
10.1109/mci.2012.2228605,IEEE Transactions on Autonomous Mental Development Special Issue on Microdynamics in Interaction: Capturing and Modeling Early Social Learning,,2013,0,IEEE Computational Intelligence Magazine
10.1109/mci.2017.2773738,Some Haphazard Thoughts [President's Message],Nikhil R. Pal,2018,0,IEEE Computational Intelligence Magazine
10.1109/mci.2013.2247901,General Game Systems,,2013,0,IEEE Computational Intelligence Magazine
10.1109/mci.2006.1672989,Autonomous mental development: soaring beyond tradition,K.G. Thompson,2006,0,IEEE Computational Intelligence Magazine
10.1109/mci.2009.934692,Table of contents,,2009,0,IEEE Computational Intelligence Magazine
10.1109/mci.2018.2866735,IJCNN 2019,,2018,0,IEEE Computational Intelligence Magazine
10.1109/mci.2014.2326264,IEEE WCCI 2016,,2014,0,IEEE Computational Intelligence Magazine
10.1109/mci.2007.4383062,List of CIM Reviewers-2007,,2007,0,IEEE Computational Intelligence Magazine
10.1109/mci.2009.932263,IEEE Fellows - Class of 2009 [Society news],Xin Yao,2009,0,IEEE Computational Intelligence Magazine
10.1109/mci.2013.2264221,[Front cover],,2013,0,IEEE Computational Intelligence Magazine
10.1109/mci.2007.357233,Front cover - IEEE Computational Intelligence Magazine - Nov. 2007,,2007,0,IEEE Computational Intelligence Magazine
10.1109/mci.2007.353423,Society Briefs - Bioinformatics and Bioengineering Technical Committee,Kay Wiese,2007,0,IEEE Computational Intelligence Magazine
10.1109/mci.2010.937528,Conference Calendar,,2010,0,IEEE Computational Intelligence Magazine
10.1109/mci.2010.939590,2012 IEEE WCCI,,2011,0,IEEE Computational Intelligence Magazine
10.1109/mci.2015.2472116,IEEE CIVEMSA 2015-Computational Intelligence and Virtual Environments for Measurement Systems and Applications [Conference Reports],Abdulsalam Yassine and Shervin Shirmohammadi and Yong Hu and Vincenzo Piuri,2015,1,IEEE Computational Intelligence Magazine
10.1109/mci.2009.935313,"New year, New Challenges [Editor's Remarks",K. Tan,2010,0,IEEE Computational Intelligence Magazine
10.1109/mci.2017.2708803,IEEE WCCI 2018,,2017,0,IEEE Computational Intelligence Magazine
