DOI,Título,Autores,Año,Citas,Revista
10.1007/s10732-017-9362-9,"Reduction criteria, upper bounds, and a dynamic programming based heuristic for the max–min $$k_i$$ k i -partitioning problem",Alexander Lawrinenko and Stefan Schwerdfeger and Rico Walter,2018,1,Journal of Heuristics
10.1007/s10732-019-09434-9,On combining variable ordering heuristics for constraint satisfaction problems,Hongbo Li and Guozhong Feng and Minghao Yin,2020,1,Journal of Heuristics
10.1007/s10732-020-09453-x,A tabu search for the design of capacitated rooted survivable planar networks,Alain Hertz and Thomas Ridremont,2020,0,Journal of Heuristics
10.1007/s10732-005-0389-y,Bid Evaluation in Procurement Auctions with Piecewise Linear Supply Curves,Marta Eso and Soumyadip Ghosh and Jayant Kalagnanam and Laszlo Ladanyi,2005,7,Journal of Heuristics
10.1007/s10732-014-9254-1,"Arne Løkketangen: February 2, 1954–June 10, 2013",David Woodruff,2014,0,Journal of Heuristics
10.1007/s10732-014-9241-6,The robust binomial approach to chance-constrained optimization problems with application to stochastic partitioning of large process networks,Oana Stan and Renaud Sirdey and Jacques Carlier and Dritan Nace,2014,2,Journal of Heuristics
10.1007/s10732-007-9054-y,Simple and fast surrogate constraint heuristics for the maximum independent set problem,Bahram Alidaee and Gary Kochenberger and Haibo Wang,2008,5,Journal of Heuristics
10.1007/s10732-018-9399-4,Diversification methods for zero-one optimization,Fred Glover and Gary Kochenberger and Weihong Xie and Jianbin Luo,2019,1,Journal of Heuristics
10.1023/a:1009657525129,n.m.,Eric Rosenberg,2000,1,Journal of Heuristics
10.1007/s10732-008-9094-y,Local search and genetic algorithm for the job shop scheduling problem with sequence dependent setup times,Camino R. Vela and Ramiro Varela and Miguel A. González,2010,38,Journal of Heuristics
10.1007/s10732-013-9235-9,An iterated-tabu-search heuristic for a variant of the partial set covering problem,Nehme Bilal and Philippe Galinier and Francois Guibault,2014,13,Journal of Heuristics
10.1023/b:heur.0000026900.92269.ec,ParadisEO: A Framework for the Reusable Design of Parallel and Distributed Metaheuristics,S. Cahon and N. Melab and E.-G. Talbi,2004,246,Journal of Heuristics
10.1023/a:1011367930251,n.m.,Márk Jelasity and Pilar Martínez Ortigosa and Inmaculada García,2001,23,Journal of Heuristics
10.1007/s10732-020-09441-1,Heuristic solutions to robust variants of the minimum-cost integer flow problem,Marko Špoljarec and Robert Manger,2020,0,Journal of Heuristics
10.1023/a:1009669326107,n.m.,Irfan M. Ovacik and Srikanth Rajagopalan and Reha Uzsoy,2000,12,Journal of Heuristics
10.1007/s10732-015-9297-y,A multiple neighborhood search for dynamic memory allocation in embedded systems,María Soto and André Rossi and Marc Sevaux,2015,1,Journal of Heuristics
10.1007/s10732-007-9030-6,A local linear embedding module for evolutionary computation optimization,Fabio Boschetti,2008,4,Journal of Heuristics
10.1007/s10732-021-09471-3,Qfold: a new modeling paradigm for the RNA folding problem,Mark W. Lewis and Amit Verma and Todd T. Eckdahl,2021,2,Journal of Heuristics
10.1007/s10732-019-09431-y,A hybrid genetic algorithm for the traveling salesman problem with drone,Quang Minh Ha and Yves Deville and Quang Dung Pham and Minh Hoàng Hà,2020,62,Journal of Heuristics
10.1007/s10732-009-9102-x,An evolutionary and constructive approach to a crew scheduling problem in underground passenger transport,Rafael Elizondo and Victor Parada and Lorena Pradenas and Christian Artigues,2010,21,Journal of Heuristics
10.1007/s10732-018-9403-z,Clustering-driven evolutionary algorithms: an application of path relinking to the quadratic unconstrained binary optimization problem,Michele Samorani and Yang Wang and Yang Wang and Zhipeng Lv and Fred Glover,2019,12,Journal of Heuristics
10.1007/s10732-006-6017-7,A tabu search algorithm for solving economic lot scheduling problem,S. A. Raza and A. Akgunduz and M. Y. Chen,2006,17,Journal of Heuristics
