DOI,Título,Autores,Año,Citas,Revista
10.1007/s10032-010-0138-0,Supervised semantic relation mining from linguistically noisy text documents,Cristina Giannone and Roberto Basili and Paolo Naggar and Alessandro Moschitti,2011,1,International Journal on Document Analysis and Recognition (IJDAR)
10.1007/s10032-014-0232-9,A character image restoration method for unconstrained handwritten Chinese character recognition,Yunxue Shao and Chunheng Wang and Baihua Xiao,2015,7,International Journal on Document Analysis and Recognition (IJDAR)
10.1007/s10032-005-0146-7,Stable methods for recognizing acronym-expansion pairs: from rule sets to hidden Markov models,Eduardo Torres Schumann and Klaus U. Schulz,2006,2,International Journal of Document Analysis and Recognition (IJDAR)
10.1007/s10032-013-0214-3,Learning confidence transformation for handwritten Chinese text recognition,Da-Han Wang and Cheng-Lin Liu,2014,4,International Journal on Document Analysis and Recognition (IJDAR)
10.1007/s10032-015-0256-9,Improving discrimination ability of convolutional neural networks by hybrid learning,In-Jung Kim and Changbeom Choi and Sang-Heon Lee,2016,8,International Journal on Document Analysis and Recognition (IJDAR)
10.1007/s10032-014-0227-6,Word searching in unconstrained layout using character pair coding,Partha Pratim Roy and Umapada Pal and Josep Lladós,2014,0,International Journal on Document Analysis and Recognition (IJDAR)
10.1007/s10032-009-0085-9,Stroke extraction based on ambiguous zone detection: a preprocessing step to recover dynamic information from handwritten Chinese characters,Zhewen Su and Zhongsheng Cao and Yuanzhen Wang,2009,7,International Journal on Document Analysis and Recognition (IJDAR)
10.1007/pl00013556,A serial combination of connectionist-based classifiers for OCR,E. Francesconi and M. Gori and S. Marinai and G. Soda,2001,9,International Journal on Document Analysis and Recognition
10.1007/s10032-009-0105-9,Locating and parsing bibliographic references in HTML medical articles,Jie Zou and Daniel Le and George R. Thoma,2010,18,International Journal on Document Analysis and Recognition (IJDAR)
10.1007/s10032-002-0095-3,From data topology to a modular classifier,Abdellatif Ennaji and Arnaud Ribert and Yves Lecourtier,2003,2,International Journal on Document Analysis and Recognition
10.1007/s10032-021-00379-z,Revealing a history: palimpsest text separation with generative networks,Anna Starynska and David Messinger and Yu Kong,2021,2,International Journal on Document Analysis and Recognition (IJDAR)
10.1007/s10032-002-0086-4,Online image classification using IHDR,Wey-Shiuan Hwang and Juyang Weng,2003,5,International Journal on Document Analysis and Recognition
10.1007/s10032-005-0011-8,Confidence modeling for handwriting recognition: algorithms and applications,John F. Pitrelli and Jayashree Subrahmonia and Michael P. Perrone,2006,10,International Journal of Document Analysis and Recognition (IJDAR)
10.1007/s10032-019-00345-w,Even big data is not enough: need for a novel reference modelling for forensic document authentication,Utpal Garain and Biswajit Halder,2020,4,International Journal on Document Analysis and Recognition (IJDAR)
10.1007/s10032-019-00342-z,Editorial for special issue on “Advanced Topics in Document Analysis and Recognition”,Cheng-Lin Liu and Andreas Dengel and Rafael Dueire Lins,2019,1,International Journal on Document Analysis and Recognition (IJDAR)
10.1007/s10032-011-0148-6,CMATERdb1: a database of unconstrained handwritten Bangla and Bangla–English mixed script document image,Ram Sarkar and Nibaran Das and Subhadip Basu and Mahantapas Kundu and Mita Nasipuri and Dipak Kumar Basu,2012,92,International Journal on Document Analysis and Recognition (IJDAR)
10.1007/s10032-020-00350-4,Fast multi-language LSTM-based online handwriting recognition,Victor Carbune and Pedro Gonnet and Thomas Deselaers and Henry A. Rowley and Alexander Daryin and Marcos Calvo and Li-Lun Wang and Daniel Keysers and Sandro Feuz and Philippe Gervais,2020,59,International Journal on Document Analysis and Recognition (IJDAR)
10.1007/s10032-010-0135-3,Digital weight watching: reconstruction of scanned documents,Maarten Marx and Tim Gielissen,2011,2,International Journal on Document Analysis and Recognition (IJDAR)
10.1007/s10032-011-0163-7,Genre identification for office document search and browsing,Francine Chen and Andreas Girgensohn and Matthew Cooper and Yijuan Lu and Gerry Filby,2012,4,International Journal on Document Analysis and Recognition (IJDAR)
10.1007/s10032-013-0205-4,Integrating vocabulary clustering with spatial relations for symbol recognition,K. C. Santosh and Bart Lamiroy and Laurent Wendling,2014,31,International Journal on Document Analysis and Recognition (IJDAR)
10.1007/s10032-022-00411-w,Domain adaptation for staff-region retrieval of music score images,Francisco J. Castellanos and Antonio Javier Gallego and Jorge Calvo-Zaragoza and Ichiro Fujinaga,2022,1,International Journal on Document Analysis and Recognition (IJDAR)
10.1007/s10032-022-00416-5,Conv-transformer architecture for unconstrained off-line Urdu handwriting recognition,Nauman Riaz and Haziq Arbab and Arooba Maqsood and Khuzaeymah Nasir and Adnan Ul-Hasan and Faisal Shafait,2022,0,International Journal on Document Analysis and Recognition (IJDAR)
10.1007/s10032-021-00388-y,An end-to-end network for irregular printed Mongolian recognition,ShaoDong Cui and YiLa Su and Ren Qing dao er ji and YaTu Ji,2022,3,International Journal on Document Analysis and Recognition (IJDAR)
10.1007/s10032-016-0268-0,Discovering similar Chinese characters in online handwriting with deep convolutional neural networks,Shuye Zhang and Lianwen Jin and Liang Lin,2016,8,International Journal on Document Analysis and Recognition (IJDAR)
