DOI,Título,Autores,Año,Citas,Revista
10.1002/aisy.202000143,A Dual Magnetic Tunnel Junction‐Based Neuromorphic Device,Jeongmin Hong and Xin Li and Nuo Xu and Hong Chen and Stefano Cabrini and Sakhrat Khizroev and Jeffrey Bokor and Long You,2020,8,Advanced Intelligent Systems
10.1002/aisy.202100178,Magnetic Resonance Imaging‐Based Tracking and Navigation of Submillimeter‐Scale Wireless Magnetic Robots,Mehmet Efe Tiryaki and Metin Sitti,2022,11,Advanced Intelligent Systems
10.1002/aisy.202100073,Machine‐Learning‐Assisted Intelligent Imaging Flow Cytometry: A Review,Shaobo Luo and Yuzhi Shi and Lip Ket Chin and Paul Edward Hutchinson and Yi Zhang and Giovanni Chierchia and Hugues Talbot and Xudong Jiang and Tarik Bourouina and Ai-Qun Liu,2021,12,Advanced Intelligent Systems
10.1002/aisy.v4.3,n.m.,,2022,0,Advanced Intelligent Systems
10.1002/aisy.v2.7,n.m.,,2020,0,Advanced Intelligent Systems
10.1002/aisy.202000205,3D Rotation‐Trackable and Differentiable Micromachines with Dimer‐Type Structures for Dynamic Bioanalysis,Gungun Lin and Yuan Liu and Guan Huang and Yinghui Chen and Denys Makarov and Jun Lin and Zewei Quan and Dayong Jin,2021,2,Advanced Intelligent Systems
10.1002/aisy.201900052,Two‐Dimensional Conjugated Microporous Polymer with Structural Stability and Electrical Bistability for Rectifying Memory Array,Zhengdong Liu and Yuhang Yin and Xiangjing Wang and Shang Ju and Mengya Song and Zhe Zhou and Xiaojing Wang and Shuai Cheng and Zepu Zhang and Juqing Liu and Wei Huang,2019,6,Advanced Intelligent Systems
10.1002/aisy.202100175,Back‐End CMOS Compatible and Flexible Ferroelectric Memories for Neuromorphic Computing and Adaptive Sensing,Sayani Majumdar,2022,9,Advanced Intelligent Systems
10.1002/aisy.202200014,A Fully Integrated System‐on‐Chip Design with Scalable Resistive Random‐Access Memory Tile Design for Analog in‐Memory Computing,Fuxi Cai and She-Hwa Yen and Apurva Uppala and Luke Thomas and Tianchi Liu and Peter Fu and Xiaofeng Zhang and Ambrose Low and Deepak Kamalanathan and Joe Hsu and Buvna Ayyagari-Sangamalli,2022,2,Advanced Intelligent Systems
10.1002/aisy.202100074,Tactile and Vision Perception for Intelligent Humanoids,Shuo Gao and Yanning Dai and Arokia Nathan,2022,7,Advanced Intelligent Systems
10.1002/aisy.202170067,Photoresponsive Biomimetic Soft Robots Enabled by Near‐Infrared‐Driven and Ultrarobust Sandwich‐Structured Nanocomposite Films,Yi Yu and Ran Peng and Zihe Chen and Li Yu and Jinhua Li and Jianying Wang and Xinyu Liu and Qian Wang and Xianbao Wang,2021,0,Advanced Intelligent Systems
10.1002/aisy.202170057,A High‐Speed True Random Number Generator Based on a Cu x Te 1− x Diffusive Memristor,Kyung Seok Woo and Jaehyun Kim and Janguk Han and Jin Myung Choi and Woohyun Kim and Cheol Seong Hwang,2021,0,Advanced Intelligent Systems
10.1002/aisy.202170011,Recent Progress of Protein‐Based Data Storage and Neuromorphic Devices,Junjie Wang and Fangsheng Qian and Shenming Huang and Ziyu Lv and Yan Wang and Xuechao Xing and Meng Chen and Su-Ting Han and Ye Zhou,2021,0,Advanced Intelligent Systems
10.1002/aisy.202000147,Submersible Soft‐Robotic Platform for Noise‐Free Hovering Utilizing Liquid–Vapor Phase Transition,Jie Han and Weitao Jiang and Hongjian Zhang and Biao Lei and Lanlan Wang and Hongzhong Liu,2021,1,Advanced Intelligent Systems
10.1002/aisy.202100195,The Need for and Feasibility of Alternative Ground Robots to Traverse Sandy and Rocky Extraterrestrial Terrain,Chen Li and Kevin Lewis,2022,3,Advanced Intelligent Systems
10.1002/aisy.202170050,Sensorized Foam Actuator with Intrinsic Proprioception and Tunable Stiffness Behavior for Soft Robots,Saravana Prashanth Murali Babu and Francesco Visentin and Ali Sadeghi and Alessio Mondini and Fabian Meder and Barbara Mazzolai,2021,0,Advanced Intelligent Systems
10.1002/aisy.202100083,3D Propulsions of Rod‐Shaped Micropropellers,Yuan Zhang and Xiangkui Tan and Xiying Li and Pengyu Lv and Tian-Yun Huang and Jianying Yang and Huiling Duan,2021,0,Advanced Intelligent Systems
10.1002/aisy.202270019,Marangoni‐Propulsion Micro‐Robots Integrated with a Wireless Photonic Colloidal Crystal Hydrogel Sensor for Exploring the Aquatic Environment,Koki Yoshida and Hiroaki Onoe,2022,0,Advanced Intelligent Systems
10.1002/aisy.202100052,Development of a Cell‐Loading Microrobot with Simultaneously Improved Degradability and Mechanical Strength for Performing In Vivo Delivery Tasks,Tanyong Wei and Junyang Li and Liushuai Zheng and Cheng Wang and Feng Li and Hua Tian and Dong Sun,2021,8,Advanced Intelligent Systems
10.1002/aisy.202170021,Robotic Devices for Minimally Invasive Endovascular Interventions: A New Dawn for Interventional Radiology,Seyda Gunduz and Hassan Albadawi and Rahmi Oklu,2021,0,Advanced Intelligent Systems
10.1002/aisy.201970032,Toward a Smart Compliant Robotic Gripper Equipped with 3D‐Designed Cellular Fingers,Manpreet Kaur and Woo Soo Kim,2019,2,Advanced Intelligent Systems
10.1002/aisy.202000247,Interactive Human–Robot Skill Transfer: A Review of Learning Methods and User Experience,Mehmet Ege Cansev and Honghu Xue and Nils Rottmann and Adna Bliek and Luke E. Miller and Elmar Rueckert and Philipp Beckerle,2021,2,Advanced Intelligent Systems
10.1002/aisy.v4.5,n.m.,,2022,1,Advanced Intelligent Systems
10.1002/aisy.201900048,Image Registration in Medical Robotics and Intelligent Systems: Fundamentals and Applications,Jun Liu and Gurpreet Singh and Subhi Al'Aref and Benjamin Lee and Olachi Oleru and James K. Min and Simon Dunham and Mert R. Sabuncu and Bobak Mosadegh,2019,7,Advanced Intelligent Systems
10.1002/aisy.202100037,Customizing Tactile and Visual Perceptions of Organic Light–Emitting Diodes by Surface Coatings,Janek Buhl and Ala Cojocaru and Martina Gerken,2022,0,Advanced Intelligent Systems
10.1002/aisy.202170048,Masthead,,2021,0,Advanced Intelligent Systems
10.1002/aisy.v1.3,n.m.,,2019,0,Advanced Intelligent Systems
10.1002/aisy.202100102,Fused Deposition Modeling‐Based 3D‐Printed Electrical Interconnects and Circuits,Habib Nassar and Ravinder Dahiya,2021,17,Advanced Intelligent Systems
10.1002/aisy.201900102,Beyond Expert‐Level Performance Prediction for Rechargeable Batteries by Unsupervised Machine Learning,Xi Chen and Luhan Ye and Yichao Wang and Xin Li,2019,8,Advanced Intelligent Systems
10.1002/aisy.202000218,Intelligent Agents Diagnostics—Enhancing Cyber‐Physical Systems with Self‐Diagnostic Capabilities,David Kaufmann and Iulia Nica and Franz Wotawa,2021,2,Advanced Intelligent Systems
10.1002/aisy.202000151,Artificial Sensitive Skin for Robotics Based on Electrical Impedance Tomography,Kai Liu and Yang Wu and Song Wang and Huan Wang and Huaijin Chen and Bai Chen and Jiafeng Yao,2020,3,Advanced Intelligent Systems
10.1002/aisy.202070123,Microporous Induced Fully Printed Pressure Sensor for Wearable Soft Robotics Machine Interfaces,Tomohito Sekine and Mai Abe and Kosuke Muraki and Shogo Tachibana and Yi-Fei Wang and Jinseo Hong and Yasunori Takeda and Daisuke Kumaki and Shizuo Tokito,2020,0,Advanced Intelligent Systems
10.1002/aisy.202100264,In Materia Neuron Spiking Plasticity for Sequential Event Processing Based on Dual‐Mode Memristor,Linbo Shan and Zongwei Wang and Lin Bao and Shengyu Bao and Yabo Qin and Yaotian Ling and Guandong Bai and John Robertson and Yimao Cai and Ru Huang,2022,3,Advanced Intelligent Systems
10.1002/aisy.202000240,Dual‐Responsive Soft Actuators with Integrated Sensing Function Based on 1T‐MoS 2 Composite,Qixiao Ji and Zhuang Jing and Jinjie Shen and Ying Hu and Longfei Chang and Luhua Lu and Muye Liu and Jiaqin Liu and Yucheng Wu,2021,5,Advanced Intelligent Systems
10.1002/aisy.201900066,Interface‐Regulated Contact Electrification for Power‐Free and Highly Selective Gas Sensing,Chunyan Wu and Yanping Liang and Wenwen Hu and Miaomiao Yuan and Xiaoxia Bai and Fei Liu and Youbin Zheng and Zhenhuan Zhao and Min Zhang and Hossam Haick and Bin Wang and Weiwei Wu,2019,9,Advanced Intelligent Systems
10.1002/aisy.201900159,Carbon‐Dot‐Induced Acceleration of Light‐Driven Micromotors with Inherent Fluorescence,Jiajia Wang and Huiying Wu and Xiaoya Liu and Qiying Liang and Zijun Bi and Zicheng Wang and Yuepeng Cai and Renfeng Dong,2020,12,Advanced Intelligent Systems
10.1002/aisy.202200016,Machine Learning‐Enabled Smart Gas Sensing Platform for Identification of Industrial Gases,Shirong Huang and Alexander Croy and Luis Antonio Panes-Ruiz and Vyacheslav Khavrus and Viktor Bezugly and Bergoi Ibarlucea and Gianaurelio Cuniberti,2022,7,Advanced Intelligent Systems
10.1002/aisy.202200263,Versatile Like a Seahorse Tail: A Bio‐Inspired Programmable Continuum Robot For Conformal Grasping,Jie Zhang and Yunge Hu and You Li and Ke Ma and Yujun Wei and Jinzhao Yang and Zhigang Wu and Hamed Rajabi and Haijun Peng and Jianing Wu,2022,2,Advanced Intelligent Systems
10.1002/aisy.202000038,Fluid‐Driven Soft CoboSkin for Safer Human–Robot Collaboration: Fabrication and Adaptation,Wenzheng Heng and Geng Yang and Gaoyang Pang and Zhiqiu Ye and Honghao Lv and Juan Du and Guodong Zhao and Zhibo Pang,2021,5,Advanced Intelligent Systems
10.1002/aisy.v2.8,n.m.,,2020,0,Advanced Intelligent Systems
10.1002/aisy.202170046,Intelligent Soft Surgical Robots for Next‐Generation Minimally Invasive Surgery,Jiaqi Zhu and Liangxiong Lyu and Yi Xu and Huageng Liang and Xiaoping Zhang and Han Ding and Zhigang Wu,2021,0,Advanced Intelligent Systems
10.1002/aisy.202200346,"Earthworm‐Inspired Multi‐Material, Adaptive Strain‐Limiting, Hybrid Actuators for Soft Robots",Quan Xiong and Benjamin W. K. Ang and Tao Jin and Jonathan W. Ambrose and Raye C. H. Yeow,2023,0,Advanced Intelligent Systems
10.1002/aisy.202200321,A New Force‐Decoupling Triaxial Tactile Sensor Based on Elastic Microcones for Accurately Grasping Feedback,Yiding Gu and Ting Zhang and Jian Li and Chaoyue Zheng and Mingye Yang and Shibin Li,2023,0,Advanced Intelligent Systems
10.1002/aisy.201900153,Microplastic Identification via Holographic Imaging and Machine Learning,Vittorio Bianco and Pasquale Memmolo and Pierluigi Carcagnì and Francesco Merola and Melania Paturzo and Cosimo Distante and Pietro Ferraro,2020,62,Advanced Intelligent Systems
10.1002/aisy.202000257,Multimaterial Pneumatic Soft Actuators and Robots through a Planar Laser Cutting and Stacking Approach,Yichi Luo and Jiang Zou and Guoying Gu,2021,4,Advanced Intelligent Systems
10.1002/aisy.202200030,Robotic Pill for Biomarker and Fluid Sampling in the Gastrointestinal Tract,Fernando Soto and Emma Purcell and Mehmet Ozgun Ozen and Prima Dewi Sinawang and Jie Wang and Demir Akin and Utkan Demirci,2022,1,Advanced Intelligent Systems
10.1002/aisy.202100092,Bioinspired Inchworm‐ and Earthworm‐like Soft Robots with Intrinsic Strain Sensing,Prakash Karipoth and Adamos Christou and Abhilash Pullanchiyodan and Ravinder Dahiya,2022,17,Advanced Intelligent Systems
10.1002/aisy.202100061,Soft Actuator Materials for Electrically Driven Haptic Interfaces,n.m. Ankit and Terence Yan King Ho and Amoolya Nirmal and Mohit Rameshchandra Kulkarni and Dino Accoto and Nripan Mathews,2022,12,Advanced Intelligent Systems
10.1002/aisy.201970050,Gallium‐Based Thin Films for Wearable Human Motion Sensors,Laurent Dejace and Nathan Laubeuf and Ivan Furfaro and Stéphanie P. Lacour,2019,5,Advanced Intelligent Systems
10.1002/aisy.202270024,Highly Reliable Synaptic Cell Array Based on Organic–Inorganic Hybrid Bilayer Stack toward Precise Offline Learning,Jun-Hwe Cha and Byung Chul Jang and Jungyeop Oh and Changhyeon Lee and Sang Yoon Yang and Hamin Park and Sung Gap Im and Sung-Yool Choi,2022,0,Advanced Intelligent Systems
10.1002/aisy.202100186,A Novel Self‐Updating Design Method for Complex 3D Structures Using Combined Convolutional Neuron and Deep Convolutional Generative Adversarial Networks,Zewen Gu and Xiaonan Hou and Mohamed Saafi and Jianqiao Ye,2022,0,Advanced Intelligent Systems
10.1002/aisy.202270029,Recent Progress in Bio‐Integrated Intelligent Sensing System,Mengwei Liu and Yujia Zhang and Tiger H. Tao,2022,0,Advanced Intelligent Systems
10.1002/aisy.202100033,Establishment of a Machine Learning Model for Early and Differential Diagnosis of Pancreatic Ductal Adenocarcinoma Using Laboratory Routine Data,Beilei Wang and Wenxin Wei and Zhuo Shao and Qin Qin and Zhiyong Wang and Yin Jia and Jie Guo and Yanan Pang and Lei Jiang and Gang Jin and Chuanbin Mao and Shanrong Liu,2021,3,Advanced Intelligent Systems
10.1002/aisy.202000155,Nonvolatile Flexible Memory Based on a Planar Zigzag‐Type Nitrogen‐Doped Picene,Yang Li and Xiaolin Zhu and Qingyun Qian and Chunlan Ma and Mayue Zhang and Zhiming Shi and Jiajing Kuai and Yufen Zhang and Zheng Yan and Qichun Zhang,2020,7,Advanced Intelligent Systems
10.1002/aisy.202100146,Learning to Prevent Grasp Failure with Soft Hands: From Online Prediction to Dual‐Arm Grasp Recovery,Giuseppe Averta and Federica Barontini and Irene Valdambrini and Paolo Cheli and Davide Bacciu and Matteo Bianchi,2022,2,Advanced Intelligent Systems
10.1002/aisy.202100234,Error Detection and Correction Method Toward Fully Memristive Stateful Logic Design,Zhiwei Li and Hongchang Long and Xi Zhu and Yinan Wang and Haijun Liu and Qingjiang Li and Nuo Xu and Hui Xu,2022,4,Advanced Intelligent Systems
10.1002/aisy.202200364,Exploring Electrical Conductivity of Thiolated Micro‐ and Nanoparticles of Gallium,Shih-Hao Chiu and Mahroo Baharfar and Yuan Chi and Moonika Sari Widjajana and Zhenbang Cao and Francois-Marie Allioux and Jianbo Tang and Md. Arifur Rahim and Kourosh Kalantar-Zadeh,2023,0,Advanced Intelligent Systems
10.1002/aisy.v1.4,n.m.,,2019,0,Advanced Intelligent Systems
10.1002/aisy.202070104,Masthead,,2020,0,Advanced Intelligent Systems
10.1002/aisy.202100275,Volume 4 of Advanced Intelligent Systems : Innovative Publishing and Higher Impact,Hakim Meskine and Babak Mostaghaci and Floriano Cuccureddu and Huan Wang and Plamena Dogandzhiyski and Esther Levy,2022,0,Advanced Intelligent Systems
10.1002/aisy.202000074,Research Resiliency through Lean Labs,Canan Dagdeviren and Tolga Durak and David Sadat,2020,2,Advanced Intelligent Systems
10.1002/aisy.202200260,A Generative Deep Learning Approach for Shape Recognition of Arbitrary Objects from Phaseless Acoustic Scattering Data,Waqas W. Ahmed and Mohamed Farhat and Pai-Yen Chen and Xiangliang Zhang and Ying Wu,2023,1,Advanced Intelligent Systems
10.1002/aisy.202000237,Computationally Assisted Design and Selection of Maneuverable Biological Walking Machines,Jiaojiao Wang and Xiaotian Zhang and Junehu Park and Insu Park and Evin Kilicarslan and Yongdeok Kim and Zhi Dou and Rashid Bashir and Mattia Gazzola,2021,8,Advanced Intelligent Systems
10.1002/aisy.202000248,Piezoelectric‐Driven Self‐Sensing Leaf‐Mimic Actuator Enabled by Integration of a Self‐Healing Dielectric Elastomer and a Piezoelectric Composite,Min Pan and Chenggang Yuan and Tom Pickford and Jianhui Tian and Christopher Ellingford and Ning Zhou and Christopher Bowen and Chaoying Wan,2021,4,Advanced Intelligent Systems
10.1002/aisy.201900085,Self‐Assembly of Colloidal Particles for Fabrication of Structural Color Materials toward Advanced Intelligent Systems,Heng Zhang and Xiuming Bu and SenPo Yip and Xiaoguang Liang and Johnny C. Ho,2020,11,Advanced Intelligent Systems
10.1002/aisy.v3.8,n.m.,,2021,3,Advanced Intelligent Systems
10.1002/aisy.202270035,An Individually Controlled Multitined Expandable Electrode Using Active Cannula‐Based Shape Morphing for On‐Demand Conformal Radiofrequency Ablation Lesions,Zhiping Chai and Liangxiong Lyu and Menghao Pu and Xianwen Chen and Jiaqi Zhu and Huageng Liang and Han Ding and Zhigang Wu,2022,0,Advanced Intelligent Systems
10.1002/aisy.202270017,Magnetic Miniature Actuators with Six‐Degrees‐of‐Freedom Multimodal Soft‐Bodied Locomotion,Changyu Xu and Zilin Yang and Shaun Wee Kiat Tan and Jianhuang Li and Guo Zhan Lum,2022,1,Advanced Intelligent Systems
10.1002/aisy.202200083,Joint Radar and Communication Empowered by Digital Programmable Metasurface,Xiang Wan and Zi Ai Huang and Jia Wei Wang and Bai Yang Li and Wen Hao Wang and Qiang Cheng and Tie Jun Cui,2022,1,Advanced Intelligent Systems
10.1002/aisy.202100187,Convolutional‐Generative Adversarial Network: Data‐Driven Mechanical Inverse Method for Intelligent Tactile Perception,Yiwen Li and Jingyi Zhang and Jixuan Yi and Kai Zhang,2022,0,Advanced Intelligent Systems
10.1002/aisy.202000065,Stretch‐Safe: Magnetic Connectors for Modular Stretchable Electronics,Gerald Kettlgruber and Doris Danninger and Richard Moser and Michael Drack and Christian M. Siket and Daniela Wirthl and Florian Hartmann and Guoyong Mao and Martin Kaltenbrunner and Siegfried Bauer,2020,5,Advanced Intelligent Systems
10.1002/aisy.202200101,Intelligent Interactive Control via Haptic E‐skin for Human–Robot Interaction and Collaboration,Guozhen Li and Rong Zhu,2022,0,Advanced Intelligent Systems
10.1002/aisy.202200179,Columnar Learning Networks for Multisensory Spatiotemporal Learning,Sangmin Yoo and Yongmo Park and Ziyu Wang and Yuting Wu and Saaketh Medepalli and Wesley Thio and Wei D. Lu,2022,0,Advanced Intelligent Systems
10.1002/aisy.202200192,Motion Analysis and Real‐Time Trajectory Prediction of Magnetically Steerable Catalytic Janus Micromotors,Jiaen Wu and David Folio and Jiawei Zhu and Bumjin Jang and Xiangzhong Chen and Junxiao Feng and Pietro Gambardella and Jordi Sort and Josep Puigmartí-Luis and Olgac Ergeneman and Antoine Ferreira and Salvador Pané,2022,0,Advanced Intelligent Systems
10.1002/aisy.202200168,Hierarchical Planning with Deep Reinforcement Learning for 3D Navigation of Microrobots in Blood Vessels,Yuguang Yang and Michael A. Bevan and Bo Li,2022,0,Advanced Intelligent Systems
10.1002/aisy.202200113,Crash 2 Squash: An Autonomous Drone for the Traversal of Narrow Passageways,Amedeo Fabris and Emanuele Aucone and Stefano Mintchev,2022,0,Advanced Intelligent Systems
10.1002/aisy.202100203,Drug‐Loaded Mucoadhesive Patch with Active Delivery and Controlled Releasing Ability,Jihun Lee and Dong-in Kim and Seungmin Bang and Sukho Park,2022,2,Advanced Intelligent Systems
10.1002/aisy.202270021,Reliable Domain‐Specific Exclusive Logic Gates Using Reconfigurable Sequential Logic Based on Antiparallel Bipolar Memristors,Taegyun Park and Yeong Rok Kim and Jihun Kim and Jinwon Lee and Cheol Seong Hwang,2022,1,Advanced Intelligent Systems
10.1002/aisy.202000264,Energy‐Based Abstraction for Soft Robotic System Development,Ho-Tak D. Chun and Nicholas K. Taylor and Adam A. Stokes,2021,1,Advanced Intelligent Systems
10.1002/aisy.201900027,Reversible Mechanical Deformations of Soft Microchannel Networks for Sensing in Soft Robotic Systems,Abhiteja Konda and Donghee Lee and Taesun You and Xiaoyan Wang and Sangjin Ryu and Stephen A. Morin,2019,7,Advanced Intelligent Systems
10.1002/aisy.202200259,Design of a Liquid‐Driven Laser Scanner with Low Voltage Based on Liquid‐Infused Membrane,Chunqi Zhang and Hangjie Mo and Liushuai Zheng and Han Zhao and Gang Feng and Dong Sun,2023,0,Advanced Intelligent Systems
10.1002/aisy.202370002,Automatic Prediction of Metal–Oxide–Semiconductor Field‐Effect Transistor Threshold Voltage Using Machine Learning Algorithm,Seoyeon Choi and Dong Geun Park and Min Jung Kim and Seain Bang and Jungchun Kim and Seunghee Jin and Ki Seok Huh and Donghyun Kim and Jerome Mitard and Cheol E. Han and Jae Woo Lee,2023,0,Advanced Intelligent Systems
10.1002/aisy.202370005,Masthead,,2023,0,Advanced Intelligent Systems
10.1002/aisy.202000215,Novel Stimuli‐Responsive Turbostratic Oxides/Hydroxides for Material‐Driven Robots,Kin Wa Kwan and Runni Wu and Wenrui Ma and Alfonso H. W. Ngan,2021,2,Advanced Intelligent Systems
10.1002/aisy.202070071,Tunable Electromechanical Liquid Crystal Elastomer Actuators,Tyler Guin and Holly E. Hinton and Eric Burgeson and Christopher C. Bowland and Logan T. Kearney and Yuzhan Li and Ilia Ivanov and Ngoc A. Nguyen and Amit K. Naskar,2020,0,Advanced Intelligent Systems
10.1002/aisy.202000077,One Year with Advanced Intelligent Systems,,2020,0,Advanced Intelligent Systems
10.1002/aisy.202070054,Masthead,,2020,0,Advanced Intelligent Systems
10.1002/aisy.201900064,Liquid Metal Gallium Micromachines Speed Up in Confining Channels,Daolin Wang and Zhihua Lin and Chang Zhou and Changyong Gao and Qiang He,2019,6,Advanced Intelligent Systems
10.1002/aisy.201970041,Masthead,,2019,0,Advanced Intelligent Systems
10.1002/aisy.202070062,Geometric Gait Design for a Starfish‐Inspired Robot Using a Planar Discrete Elastic Rod Model,William L. Scott and Derek A. Paley,2020,1,Advanced Intelligent Systems
10.1002/aisy.202000031,Collective Ratchet Transport Generated by Particle Crowding under Asymmetric Sawtooth‐Shaped Static Potential,Masayuki Hayakawa and Yusuke Kishino and Masahiro Takinoue,2020,2,Advanced Intelligent Systems
10.1002/aisy.v2.4,n.m.,,2020,0,Advanced Intelligent Systems
