DOI,Título,Autores,Año,Citas,Revista
10.1111/j.1468-0394.2004.00281.x,Diary,,2004,0,Expert Systems
10.1111/exsy.12572,Towards an automatic coding of observational studies: Coding neurofeedback therapies of children with autism,Víctor R. López‐López and Lizbeth Escobedo and Leonardo Trujillo,2020,0,Expert Systems
10.1111/exsy.12124,Issue Information,,2016,0,Expert Systems
10.1111/exsy.2013.30.issue-3,n.m.,,2013,0,Expert Systems
10.1111/j.1468-0394.2011.00587.x,An autonomous service-platform to support distributed ontology-based context-aware agents,Stijn Verstichel and Femke Ongenae and Bruno Volckaert and Filip De Turck and Bart Dhoedt and Tom Dhaene and Piet Demeester,2011,4,Expert Systems
10.1111/j.1468-0394.2011.00586.x,Applying intelligent agents and semantic web services in eGovernment environments,Francisco García-Sánchez and Luís Álvarez Sabucedo and Rodrigo Martínez-Béjar and Luís Anido Rifón and Rafael Valencia-García and Juan Miguel Gómez,2011,1,Expert Systems
10.1111/exsy.12434,Evaluation of user interface design metrics by generating realistic‐looking dashboard samples,Olena Pastushenko and Jiří Hynek and Tomáš Hruška,2021,0,Expert Systems
10.1111/exsy.12511,Air pollution forecasting based on attention‐based LSTM neural network and ensemble learning,Duen‐Ren Liu and Shin‐Jye Lee and Yang Huang and Chien‐Ju Chiu,2020,26,Expert Systems
10.1111/exsy.12278,An empirical study on evolutionary feature selection in intelligent tutors for learning concept detection,Korhan Gunel and Kazim Erdogdu and Refet Polat and Yasin Ozarslan,2019,8,Expert Systems
10.1111/exsy.13095,Implementation of sliding mode backstepping controller for boost converter in real‐time for LED application,Rajesh Narayan Deo and Ashish Shrivastava and Kalyan Chatterjee,2022,1,Expert Systems
10.1111/exsy.12370,An integrated approach for aircraft turbofan engine fault detection based on data mining techniques,Hassan Gharoun and Abbas Keramati and Mohammad Mahdi Nasiri and Ali Azadeh,2019,10,Expert Systems
10.1111/exsy.12526,An intelligent hybrid approach for hepatitis disease diagnosis: Combining enhanced k ‐means clustering and improved ensemble learning,Aman Singh and Jaydip Chandrakant Mehta and Divya Anand and Pinku Nath and Babita Pandey and Aditya Khamparia,2021,11,Expert Systems
10.1111/j.1468-0394.2004.00279.x,Expressing inter-link constraints in OWL knowledge bases,David J. Russomanno and Cartik R. Kothari,2004,4,Expert Systems
10.1111/exsy.12085,Improving efficiency of merging symbolic rules into integrated rules: splitting methods and mergability criteria,Jim Prentzas and Ioannis Hatzilygeroudis,2015,2,Expert Systems
10.1111/exsy.13022,Supply chain operation evaluation and management decision by fuzzy cognitive map model,Puyang Zheng,2022,0,Expert Systems
10.1111/exsy.12121,Classification by clustering using an extended saliency measure,A. Barak and R. Gelbard,2016,3,Expert Systems
10.1111/j.1468-0394.2006.00413.x,Fuzzy modeling of the medical treatment effects of superoxide dismutase,Shan Feng and Ling Li and Pan Wang and Chuanyu Wang and Qin Yue and Shuojia Guo,2006,5,Expert Systems
10.1111/exsy.12891,Neighbour‐based bag‐of‐samplings for person identification through handwritten dynamics and convolutional neural networks,Gustavo H. Rosa and Mateus Roder and João P. Papa,2022,0,Expert Systems
10.1111/exsy.12965,IWINAC '2019: Intelligent systems for cognitive training and assessment,Mariano Rincón Zamorano and Rafael Martínez Tomás and José Manuel Ferrández Vicente,2022,0,Expert Systems
10.1111/exsy.12245,An inference model for combustion diagnostics in an experimental oil furnace,A.T. Fleury and F.C. Trigo and A.L. Pacífico and F.P.R. Martins,2018,3,Expert Systems
10.1111/exsy.12087,Recent advances on knowledge discovery and business intelligence,Paulo Cortez and Manuel Filipe Santos,2015,6,Expert Systems
10.1111/j.1468-0394.2011.00612.x,Modified Smith predictor with a robust disturbance reduction scheme for linear systems with small time delays,Ming-Hau Tsai and Pi-Cheng Tung,2012,5,Expert Systems
10.1111/exsy.12768,Meta‐heuristic optimization algorithm for predicting software defects,Mahmoud A. Elsabagh and Marwa S. Farhan and Mona G. Gafar,2021,0,Expert Systems
10.1111/exsy.12003,Case-based approach for supporting strategy decision making,Jerzy Surma,2015,4,Expert Systems
10.1111/exsy.12612,Special issue on “Advances in Robotics for Healthcare”,Carlos Enrique Montenegro Marin and Paulo Alonso Gaona Garcia and Edward Rolando Nuñez Valdez,2020,0,Expert Systems
10.1111/j.1468-0394.2010.00512.x,Knowledge acquisition in vague objective information systems based on rough sets,Lin Feng and Guo-Yin Wang and Xin-Xin Li,2010,14,Expert Systems
10.1111/exsy.12001,The knowledge engineers’ oath,Jon G. Hall,2012,1,Expert Systems
10.1111/exsy.12090,Issue Information,,2015,0,Expert Systems
10.1111/1468-0394.00205,Expert system for nuclear power plant accident diagnosis using a fuzzy inference method,Mal-rey Lee,2002,7,Expert Systems
10.1111/j.1468-0394.2011.00593.x,Multi-agent collaboration based on enhanced cognitive awareness: an architecture for agents' profiling on the semantic web,Gabriella Spinelli and Amna Basharat,2011,0,Expert Systems
10.1111/1468-0394.00172,Development of an Intelligent Data-Mining System for a Dispersed Manufacturing Network,H.C.W. Lau and Bing Jiang and W.B. Lee and K.H. Lau,2001,4,Expert Systems
10.1111/exsy.2009.26.issue-1,n.m.,,2009,0,Expert Systems
10.1111/exsy.12779,Multi‐swarm and chaotic whale‐particle swarm optimization algorithm with a selection method based on roulette wheel,Kayvan Asghari and Mohammad Masdari and Farhad Soleimanian Gharehchopogh and Rahim Saneifard,2021,15,Expert Systems
10.1111/exsy.12695,MOSQUITO‐NET : A deep learning based CADx system for malaria diagnosis along with model interpretation using GradCam and class activation maps,Aayush Kumar and Sanat B. Singh and Suresh Chandra Satapathy and Minakhi Rout,2022,2,Expert Systems
10.1111/exsy.12015,The strongest does not attract all but it does attract the most - evaluating the criminal attractiveness of shopping malls using fuzzy logic,Vijay K. Mago and Richard Frank and Andrew Reid and Vahid Dabbaghian,2014,6,Expert Systems
10.1111/exsy.12584,Bone age estimation from carpal radiography images using deep learning,Yih An Ding and Filipe Mutz and Klaus F. Côco and Luiz A. Pinto and Karin S. Komati,2020,1,Expert Systems
10.1111/exsy.12574,COVID‐19 special issue: Intelligent solutions for computer communication‐assisted infectious disease diagnosis,Fadi Al‐Turjman,2020,1,Expert Systems
10.1111/exsy.12676,A novel meta‐heuristic approach for influence maximization in social networks,Bitanu Chatterjee and Trinav Bhattacharyya and Kushal Kanti Ghosh and Agneet Chatterjee and Ram Sarkar,2021,0,Expert Systems
10.1111/j.1468-0394.2008.00458.x,Trust-annotated ontology integration using social modelling,Dennis Hooijmaijers and Markus Stumptner,2008,0,Expert Systems
10.1111/j.1468-0394.2005.00318.x,News,,2005,1,Expert Systems
10.1111/j.1468-0394.2004.00275.x,Diary,,2004,0,Expert Systems
10.1111/j.1468-0394.2012.00637.x,Cluster-based ensemble of classifiers,Ashfaqur Rahman and Brijesh Verma,2013,18,Expert Systems
10.1111/exsy.12555,Fast and improved backpropagation learning of multi‐layer artificial neural network using adaptive activation function,Sashmita Panda and Ganapati Panda,2020,6,Expert Systems
10.1111/exsy.12426,A stochastic multicriteria acceptability analysis–evidential reasoning method for uncertain multiattribute decision‐making problems,Xiaoqi Zhang and Bengang Gong and Feng Yang and Sheng Ang,2019,9,Expert Systems
10.1111/exsy.12593,An integrated probabilistic linguistic projection method for MCGDM based on ELECTRE III and the weighted convex median voting rule,Zi‐yu Chen and Xiao‐kang Wang and Juan‐juan Peng and Hong‐yu Zhang and Jian‐qiang Wang,2020,15,Expert Systems
10.1111/exsy.12054,A reinforcement learning approach to competitive ordering and pricing problem,Ibrahim Dogan and Ali R. Güner,2015,19,Expert Systems
10.1111/exsy.12914,An efficient cardiovascular disease detection model based on multilayer perceptron and moth‐flame optimization,Sajad Ahmadian and Seyed Mohammad Jafar Jalali and Saeid Raziani and Abdolah Chalechale,2022,3,Expert Systems
10.1111/exsy.12363,Credit scoring for a microcredit data set using the synthetic minority oversampling technique and ensemble classifiers,Adaleta Gicić and Abdulhamit Subasi,2019,26,Expert Systems
10.1111/exsy.12480,A multi‐agent affective interactive MAGDM approach and its applications,Cheng Peng and Chong Su,2020,2,Expert Systems
10.1111/j.1468-0394.2012.00654.x,Higher order spectra analysis of breast thermograms for the automated identification of breast cancer,U. Rajendra Acharya and E.Y.K. Ng and S. Vinitha Sree and Chua Kuang Chua and Subhagata Chattopadhyay,2014,33,Expert Systems
10.1111/j.1468-0394.2010.00562.x,Expert system design for credit risk evaluation using neuro-fuzzy logic,D. K. Sreekantha and R. V. Kulkarni,2010,2,Expert Systems
10.1111/j.1468-0394.2010.00556.x,Thinking inside the box,G. Jon,2010,0,Expert Systems
10.1111/exsy.12208,A bio-inspired tool for managing resilience in enterprise networks with embedded intelligent formulation,Sami J. Habib and Paulvanna N. Marimuthu,2018,2,Expert Systems
10.1111/exsy.12131,Gradient-based back-propagation dynamical iterative learning scheme for the neuro-fuzzy inference system,Hadi Chahkandi Nejad and Mohsen Farshad and Fereidoun Nowshiravan Rahatabad and Omid Khayat,2016,9,Expert Systems
10.1111/exsy.12689,Architecture of an effective convolutional deep neural network for segmentation of skin lesion in dermoscopic images,Ginni Arora and Ashwani Kumar Dubey and Zainul Abdin Jaffery and Alvaro Rocha,2021,1,Expert Systems
10.1111/exsy.12213,An ontology to document a quality scheme specification of a software product,María Julia Blas and Silvio Gonnet and Horacio Leone,2017,5,Expert Systems
10.1111/j.1468-0394.2009.00469.x,Automatic tuning ofL2-SVM parameters employing the extended Kalman filter,Tingting Mu and Asoke K. Nandi,2009,9,Expert Systems
10.1111/exsy.12443,Issue Information,,2020,0,Expert Systems
10.1111/j.1468-0394.2008.00455.x,Enhancing problem frames with scenarios and histories in UML-based software development,Vieri del Bianco and Luigi Lavazza,2008,4,Expert Systems
10.1111/exsy.12623,A dog food recommendation system based on nutrient suitability,Hee Seok Song and Young Ae Kim,2021,0,Expert Systems
10.1111/j.1468-0394.2006.00411.x,Modeling uncertainties involved with software development with a stochastic Petri net,Xiao Ming Li and Ying Luo Wang and Lin Yan Sun and Ling Li,2006,3,Expert Systems
10.1111/exsy.v39.4,n.m.,,2022,0,Expert Systems
10.1111/exsy.12469,A sentiment analysis approach to improve authorship identification,Ricardo Martins and José João Almeida and Pedro Henriques and Paulo Novais,2021,1,Expert Systems
10.1111/exsy.12212,CT &lt;DT&gt;: Extending the application of the consolidation methodology even further,Igor Ibarguren and Jesús M. Pérez and Javier Muguerza and Ibai Gurrutxaga,2017,1,Expert Systems
10.1111/1468-0394.00246,News,,2003,0,Expert Systems
10.1111/1468-0394.00134,Diary,,2000,0,Expert Systems
10.1111/exsy.12935,Research on the improvement path of international competitiveness of China 's agricultural product supply chain from the perspective of machine learning,Juan Lei,2022,0,Expert Systems
10.1111/exsy.2011.28.issue-4,n.m.,,2011,0,Expert Systems
10.1111/exsy.12690,Hybrid evolutionary network architecture search ( HyENAS ) for convolution class of deep neural networks with applications,n.m. Soniya and Lotika Singh and Sandeep Paul,2021,1,Expert Systems
10.1111/exsy.12733,Tuning structural parameters of neural networks using genetic algorithm: A credit scoring application,Hamid Reza Kazemi and Kaveh Khalili‐Damghani and Soheil Sadi‐Nezhad,2021,2,Expert Systems
10.1111/exsy.12247,A long short‐term memory based Schaeffer gesture recognition system,S. O. Oprea and A. Garcia‐Garcia and S. Orts‐Escolano and V. Villena‐Martinez and J. A. Castro‐Vargas,2018,4,Expert Systems
10.1111/exsy.13044,A novel multi‐view ordinal classification approach for software bug prediction,Pelin Yildirim Taser,2022,0,Expert Systems
10.1111/j.1468-0394.2012.00652.x,A genetic tango attack against the David-Prasad RFID ultra-lightweight authentication protocol,David F. Barrero and Julio César Hernández-Castro and Pedro Peris-Lopez and David Camacho and María D. R-Moreno,2014,14,Expert Systems
10.1111/exsy.13092,A slimmer and deeper approach to deep network structures for low‐level vision tasks,Boyan Xu and Hujun Yin,2022,0,Expert Systems
10.1111/exsy.12101,Knowledge sourcing and knowledge reuse in the virtual product prototyping: an exploratory study in a large automotive supplier of R&amp;D,Raffaele Filieri and Salma Alguezaui,2015,4,Expert Systems
10.1111/1468-0394.00241,An intelligent agent with layered architecture for operating systems resource management,Shan Feng and Li Da Xu and Chao Tang and Simon Yang,2003,25,Expert Systems
10.1111/j.1468-0394.2012.00626.x,Approximated fuzzy logic controlled shunt active power filter for improved power quality,Rambir Singh and Asheesh K. Singh and Rakesh K. Arya,2013,11,Expert Systems
10.1111/exsy.12437,Modelling hospital readmissions under frailty conditions for healthy aging,Manuel Graña and Jose Manuel Lopez‐Guede and Jon Irazusta and Idoia Labayen and Ariadna Besga,2020,3,Expert Systems
10.1111/exsy.12683,Flexible integrated scheduling algorithm based on remaining work probability selection coding,Yilong Gao and Zhiqiang Xie and Dan Yang and Xu Yu,2021,3,Expert Systems
10.1111/exsy.13220,Privacy‐preserving and fine‐grained data sharing for resource‐constrained healthcare CPS devices,Yangyang Bao and Weidong Qiu and Xiaochun Cheng,2022,0,Expert Systems
10.1111/j.1468-0394.2009.00495.x,Fuzzy based fast dynamic programming solution of unit commitment with ramp constraints,S. Patra and S.K. Goswami and B. Goswami,2009,5,Expert Systems
10.1111/exsy.12136,Context-based email classification model,Shaukat Wasi and Syed Imran Jami and Zubair Ahmed Shaikh,2016,5,Expert Systems
10.1111/j.1468-0394.2011.00582.x,Gaussian mixture decomposition in the analysis of MALDI-TOF spectra,Joanna Polanska and Malgorzata Plechawska and Monika Pietrowska and Lukasz Marczak,2012,6,Expert Systems
10.1111/j.1468-0394.2009.00535.x,The polychronic economy,Jon G. Hall,2009,0,Expert Systems
10.1111/j.1468-0394.2006.00407.x,A genetic algorithm approach to solving the anti-covering location problem,Sohail S. Chaudhry,2006,17,Expert Systems
10.1111/exsy.12754,Anomaly detection in autonomous electric vehicles using AI techniques: A comprehensive survey,Palak Dixit and Pronaya Bhattacharya and Sudeep Tanwar and Rajesh Gupta,2022,4,Expert Systems
10.1111/1468-0394.00219,A wavelet neural network for the detection of heart valve diseases,Ibrahim Turkoglu and Ahmet Arslan and Erdogan Ilkay,2003,13,Expert Systems
10.1111/exsy.13210,Some novel operational laws and spherical fuzzy Choquet‐Frank operators and their application to MCDM,Tanuja Punetha and n.m. Komal,2023,0,Expert Systems
10.1111/exsy.13197,Fault diagnosis for high‐speed train braking system based on disentangled causal representation learning,Chong Wang and Jie Liu,2023,0,Expert Systems
10.1111/j.1468-0394.2009.00528.x,A singular intelligence,Jon G. Hall,2009,0,Expert Systems
10.1111/j.1468-0394.2005.00291.x,Associative diagnosis,Andrzej Wichert,2005,2,Expert Systems
10.1111/1468-0394.00035-i2,Editorial,Gordon Rugg and Peter McGeorge,2002,0,Expert Systems
10.1111/exsy.12672,An experimental comparison of metaheuristic frameworks for multi‐objective optimization,Aurora Ramírez and Rafael Barbudo and José Raúl Romero,2021,0,Expert Systems
10.1111/j.1468-0394.2004.00274.x,News,,2004,0,Expert Systems
10.1111/j.1468-0394.2010.00563.x,CARR: a scalable solution for network packet classification,Wei Li and Weibin Zheng and Juanjuan Lin and Xiaohong Guan and Ling Li and Sohail S. Chaudhry and Pan Wang and Yanping Liu,2010,0,Expert Systems
10.1111/j.1468-0394.2009.00532.x,34957+70764=105621,Jon G. Hall,2009,0,Expert Systems
10.1111/exsy.12873,Using Tsetlin Machine to discover interpretable rules innatural language processingapplications,Rupsa Saha and Ole‐Christoffer Granmo and Morten Goodwin,2021,2,Expert Systems
10.1111/exsy.13242,Fifth‐generation fractal antenna design based on the Koch S nowflake geometry. A fractal theory application,Maria‐Alexandra Paun and Mihai‐Virgil Nichita and Vladimir‐Alexandru Paun and Viorel‐Puiu Paun,2023,0,Expert Systems
10.1111/1468-0394.00231,An experiment for showing some kind of artificial understanding,Zhi Jin and David A. Bell,2003,0,Expert Systems
10.1111/exsy.12311,Resampling with neighbourhood bias on imbalanced domains,Paula Branco and Luis Torgo and Rita P. Ribeiro,2018,2,Expert Systems
10.1111/j.1468-0394.2004.00273.x,Book Review,,2004,0,Expert Systems
10.1111/exsy.12036,Special section on advances and applications of problem orientation,Lucia Rapanotti and Liping Zhao and Jon G. Hall,2013,0,Expert Systems
10.1111/exsy.13222,Blockchain‐based multi‐layered federated extreme learning networks in connected vehicles,Durga Rajan and Poovammal Eswaran and Gautam Srivastava and Kadiyala Ramana and Celestine Iwendi,2022,0,Expert Systems
10.1111/exsy.12905,Energy‐efficient routing paradigm for resource‐constrained Internet of Things‐based cognitive smart city,Sandeep Verma,2022,4,Expert Systems
10.1111/exsy.13009,Research on temporal and spatial distribution characteristics of passenger flow of Daxing airport line based on automatic fare collection data,Zhao Jie and Ding Shuainan and Guo Bengang and Ma Zhenchao and Jin Jiamin,2022,0,Expert Systems
10.1111/exsy.13029,An AI powered system call analysis with bag of word approaches for the detection of intrusions and malware in Australian Defence Force Academy and virtual machine monitor malware attack data set,Appu Alfred Raja Melvin and Gnanaraj Jaspher W. Kathrine and Subbulakshmi Pasupathi and Vimal Shanmuganathan and Rajalingam Naganathan,2022,0,Expert Systems
10.1111/exsy.12423,Bargains in the diamond market? How to take advantage from online information,Angel Arcos‐Vargas and Fernando Núñez and Antonio J. Tallón‐Ballesteros,2019,0,Expert Systems
10.1111/j.1468-0394.2006.00414.x,Recent trends in knowledge and data integration for the life sciences,Ken McGarry and Sheila Garfield and Nick Morris,2006,8,Expert Systems
10.1111/j.1468-0394.2009.00508.x,Discovering hidden knowledge in data classification via multivariate analysis,Yisong Chen and Horace H.S. Ip and Sheng Li and Guoping Wang,2009,0,Expert Systems
10.1111/exsy.12284,An Arabic expert system for voice synthesis,Hanane Tebbi and Maamar Hamadouche and Hamid Azzoune,2018,1,Expert Systems
10.1111/exsy.12398,Head mouse control system for people with disabilities,Rahib H. Abiyev and Murat Arslan,2020,19,Expert Systems
10.1111/exsy.12564,Real time detection of acoustic anomalies in industrial processes using sequential autoencoders,Barış Bayram and Taha Berkay Duman and Gökhan Ince,2021,21,Expert Systems
10.1111/j.1468-0394.2012.00618.x,A Case-Based Reasoning system for complex medical diagnosis,Subhagata Chattopadhyay and Suvendu Banerjee and Fethi A. Rabhi and U. Rajendra Acharya,2013,33,Expert Systems
10.1111/exsy.13010,Effective hybrid deep learning model for COVID ‐19 patterns identification using CT images,Dheyaa Ahmed Ibrahim and Dilovan Asaad Zebari and Hussam J. Mohammed and Mazin Abed Mohammed,2022,8,Expert Systems
10.1111/exsy.12193,Editorial board changes,,2017,0,Expert Systems
10.1111/1468-0394.00222,Book Review:,,2003,0,Expert Systems
10.1111/exsy.12780,Medical informatization of management system for admission office under convolutional neural network,Guan Wang and Dandan Li and Jinling Ge and Tao Wang,2022,0,Expert Systems
10.1111/exsy.13153,Deep learning‐based smishing message identification using regular expression feature generation,Aakanksha Sharaff and Vrihas Pathak and Siddhartha Shankar Paul,2022,0,Expert Systems
10.1111/exsy.12416,Hybrid job offer recommender system in a social network,Alberto Rivas and Pablo Chamoso and Alfonso González‐Briones and Roberto Casado‐Vara and Juan Manuel Corchado,2019,7,Expert Systems
10.1111/exsy.13108,An efficient direction‐of‐arrival estimation of multipath signals with impulsive noise using satin bowerbird optimization‐based deep learning neural network,Harikrushna Gantayat and Trilochan Panigrahi and Pradyumna Patra,2022,0,Expert Systems
10.1111/exsy.12287,Analysis of data trust through an intelligent–transparent–trust triangulation model,Sami J. Habib and Paulvanna N. Marimuthu,2019,3,Expert Systems
10.1111/j.1468-0394.2005.00307.x,News,,2005,0,Expert Systems
10.1111/1468-0394.00122,Editorial: Symbol processing in connectionist systems,Antony Browne,2000,0,Expert Systems
10.1111/1468-0394.00207,Mining clusters and corresponding interpretable descriptions - a three-stage approach,Mario Drobics and Ulrich Bodenhofer and Werner Winiwarter,2002,12,Expert Systems
10.1111/j.1468-0394.2008.00465.x,Introduction to the special issue on advances in ontologies,Mehmet A. Orgun and Thomas Meyer,2008,2,Expert Systems
10.1111/exsy.12385,SEMAFLEX: A novel approach for implementing workflow flexibility by deviation based on constraint satisfaction problem solving,Lisa Grumbach and Ralph Bergmann,2021,1,Expert Systems
10.1111/j.1468-0394.2006.00332.x,News,,2006,0,Expert Systems
10.1111/exsy.13132,An analysis and prediction model based on complex network time series,Wenting Zhang,2022,0,Expert Systems
10.1111/exsy.13064,Cardiovascular disease prediction using recursive feature elimination and gradient boosting classification techniques,Prasannavenkatesan Theerthagiri and Jyothiprakash Vidya,2022,2,Expert Systems
10.1111/exsy.13232,A deep feature fusion and selection‐based retinal eye disease detection from OCT images,Muhammad Junaid Umer and Muhammad Sharif and Mudassar Raza and Seifedine Kadry,2023,0,Expert Systems
10.1111/exsy.12497,Skin lesion segmentation and classification: A unified framework of deep neural network features fusion and selection,Muhammad Attique Khan and Muhammad Imran Sharif and Mudassar Raza and Almas Anjum and Tanzila Saba and Shafqat Ali Shad,2022,42,Expert Systems
10.1111/exsy.13068,Enhanced hybrid neural network for automated essay scoring,Xia Li and Huali Yang and Shengze Hu and Jing Geng and Keke Lin and Yuhai Li,2022,1,Expert Systems
10.1111/exsy.12751,Sentiment analysis for Urdu online reviews using deep learning models,Iqra Safder and Zainab Mahmood and Raheem Sarwar and Saeed‐Ul Hassan and Farooq Zaman and Rao Muhammad Adeel Nawab and Faisal Bukhari and Rabeeh Ayaz Abbasi and Salem Alelyani and Naif Radi Aljohani and Raheel Nawaz,2021,8,Expert Systems
10.1111/exsy.12006,Data mining based storage assignment heuristics for travel distance reduction,David Ming-Huang Chiang and Chia-Ping Lin and Mu-Chen Chen,2014,39,Expert Systems
10.1111/j.1468-0394.2009.00499.x,Colon segmentation and colonic polyp detection using cellular neural networks and three-dimensional template matching,Niyazi Kilic and Osman N. Ucan and Onur Osman,2009,3,Expert Systems
10.1111/exsy.12007,Engineering knowledge engineering,Jon G. Hall,2012,2,Expert Systems
10.1111/exsy.12047,Architecture-driven assistance for fault-localization tasks,Álvaro Soria and J. Andrés Díaz-Pace and Marcelo R. Campo,2015,3,Expert Systems
10.1111/exsy.12725,Issue Information,,2022,0,Expert Systems
10.1111/j.1468-0394.2006.00408.x,A heterogeneous computing system for data mining workflows in multi-agent environments,Ping Luo and Kevin Lü and Rui Huang and Qing He and Zhongzhi Shi,2006,7,Expert Systems
10.1111/exsy.12177,Issue Information,,2017,0,Expert Systems
10.1111/exsy.12093,Issue Information,,2015,0,Expert Systems
10.1111/exsy.12169,A comparative study of approaches to forecast the correct trading actions,Luís Baía and Luís Torgo,2017,2,Expert Systems
10.1111/j.1468-0394.2010.00548.x,A relationship-aware methodology for context-aware service selection,Ohbyung Kwon and Namyeon Lee,2011,1,Expert Systems
10.1111/exsy.12273,Spatial Tuples: Augmenting reality with tuples,Alessandro Ricci and Mirko Viroli and Andrea Omicini and Stefano Mariani and Angelo Croatti and Danilo Pianini,2018,2,Expert Systems
10.1111/exsy.12716,A knowledge‐based self‐pre‐diagnosis system to predict Covid‐19 in smartphone users using personal data and observed symptoms,Duygu Çelik Ertuğrul and Demet Çelik Ulusoy,2022,3,Expert Systems
10.1111/exsy.12192,Determination of evidence correction factors based on the neural network,Weidong Zhu and Youhua Xu and Yong Wu and Yibo Sun,2017,1,Expert Systems
