DOI,Título,Autores,Año,Citas,Revista
10.1023/b:jims.0000010074.22952.de,Distributed machining control and monitoring using smart sensors/actuators,Xavier Desforges and Abdallah Habbadi and Laurent Geneste and François Soler,2004,14,Journal of Intelligent Manufacturing
10.1007/s10845-010-0403-6,A scatter search for a multi-type transshipment point location problem with multicommodity flow,Jinfeng Li and Christian Prins and Feng Chu,2012,9,Journal of Intelligent Manufacturing
10.1007/s10845-022-01911-6,Multi-objective optimisation of ultrasonically welded dissimilar joints through machine learning,Patrick G. Mongan and Vedant Modi and John W. McLaughlin and Eoin P. Hinchy and Ronan M. O’Higgins and Noel P. O’Dowd and Conor T. McCarthy,2022,4,Journal of Intelligent Manufacturing
10.1007/s10845-020-01545-6,Towards an automated decision support system for the identification of additive manufacturing part candidates,Sheng Yang and Thomas Page and Ying Zhang and Yaoyao Fiona Zhao,2020,30,Journal of Intelligent Manufacturing
10.1007/s10845-014-1028-y,Evaluating a green supplier selection problem using a hybrid MODM algorithm,Ehsan Afshar Bakeshlou and Alireza Arshadi Khamseh and Mohammad Ali Goudarzian Asl and Javad Sadeghi and Mostafa Abbaszadeh,2017,66,Journal of Intelligent Manufacturing
10.1023/a:1008947018074,n.m.,Giuseppe Bruno and Gianpaolo Ghiani and Gennaro Improta,2000,19,Journal of Intelligent Manufacturing
10.1007/s10845-022-01939-8,A machining feature recognition approach based on hierarchical neural network for multi-feature point cloud models,Xinhua Yao and Di Wang and Tao Yu and Congcong Luan and Jianzhong Fu,2022,3,Journal of Intelligent Manufacturing
10.1007/s10845-021-01766-3,A path planning algorithm for PCB surface quality automatic inspection,Zheng Xiao and Zhenan Wang and Deng Liu and Hui Wang,2022,3,Journal of Intelligent Manufacturing
10.1007/s10845-007-0068-y,Comparison of a centralised and distributed approach for a generic scheduling system,Kieran Greer and John Rea Stewart and Barry McCollum,2008,3,Journal of Intelligent Manufacturing
10.1007/s10845-008-0103-7,Operational methods for improving manufacturing control plans: case study in a semiconductor industry,Samuel Bassetto and Ali Siadat,2009,14,Journal of Intelligent Manufacturing
10.1007/s10845-014-0947-y,Designing flexible service systems: application to machine tools,Pankaj U. Zine and Makarand S. Kulkarni and Arun K. Ray and Rakesh Chawla,2016,2,Journal of Intelligent Manufacturing
10.1007/s10845-007-0035-7,A formal framework to integrate express data models in an extended enterprise context,Omar López-Ortega and Moramay Ramírez-Hernández,2007,8,Journal of Intelligent Manufacturing
10.1007/s10845-022-01961-w,Improving the functional performances for product family by mining online reviews,Chao He and Zhongkai Li and Dengzhuo Liu and Guangyu Zou and Shuai Wang,2022,0,Journal of Intelligent Manufacturing
10.1007/s10845-008-0111-7,Modeling production configuration using nested colored object-oriented Petri-nets with changeable structures,Lianfeng (Linda) Zhang and Jianxin (Roger) Jiao,2009,12,Journal of Intelligent Manufacturing
10.1007/s10845-015-1173-y,Automatic assembly simulation of product in virtual environment based on interaction feature pair,Jie Zhang and Pan Wang and Mi Zuo and Yuan Li and Zhijia Xu,2018,2,Journal of Intelligent Manufacturing
10.1007/s10845-016-1227-9,The Contribution concept for the control of a manufacturing multi-criteria performance improvement,L. Berrah and V. Clivillé and J. Montmain and G. Mauris,2019,3,Journal of Intelligent Manufacturing
10.1007/s10845-005-0006-9,Tool Path Generation for Arbitrary Pockets with Islands,Bor-Tyng Sheen and Chun-Fong You,2006,3,Journal of Intelligent Manufacturing
10.1007/s10845-013-0771-9,Active scheduling for hybrid flowshop with family setup time and inconsistent family formation,Hao Luo and Abraham Zhang and George Q. Huang,2015,9,Journal of Intelligent Manufacturing
10.1007/s10845-013-0857-4,Service-based negotiation for advanced collaboration in enterprise networks,Carlos Coutinho and Adina Cretan and Catarina Ferreira da Silva and Parisa Ghodous and Ricardo Jardim-Goncalves,2016,20,Journal of Intelligent Manufacturing
10.1023/a:1022911715996,n.m.,Tung-Hsu (Tony) Hou and Wang-Lin Liu and Li Lin,2003,61,Journal of Intelligent Manufacturing
10.1007/s10845-013-0801-7,Designing fuzzy supply chain network problem by mean-risk optimization method,Guoqing Yang and Yankui Liu,2015,17,Journal of Intelligent Manufacturing
10.1007/s10845-020-01566-1,Automated detection of defects with low semantic information in X-ray images based on deep learning,Wangzhe Du and Hongyao Shen and Jianzhong Fu and Ge Zhang and Xuanke Shi and Quan He,2021,26,Journal of Intelligent Manufacturing
10.1007/s10845-019-01524-6,Production scheduling problem in a factory of automobile component primer painting,Ivan Kristianto Singgih and Onyu Yu and Byung-In Kim and Jeongin Koo and Seungdoe Lee,2020,7,Journal of Intelligent Manufacturing
10.1007/s10845-008-0210-5,Designing a new model of distributed quality control for sub-assemble products based on the intelligent web information system,Navid Sahebjamnia and Iraj Mahdavi and Namjae Cho,2010,7,Journal of Intelligent Manufacturing
10.1023/a:1008978319436,n.m.,Jamil Kakish and Pei-Liang Zhang and Ibrahim Zeid,2000,18,Journal of Intelligent Manufacturing
