DOI,Título,Autores,Año,Citas,Revista
10.1023/b:jars.0000029976.22387.ac,A Matrix Characterization for Multiplicative Exponential Linear Logic,Christoph Kreitz and Heiko Mantel,2004,0,Journal of Automated Reasoning
10.1023/a:1017482326325,n.m.,,2002,0,Journal of Automated Reasoning
10.1007/s10817-015-9349-x,Reverse Complexity,Andrea Asperti,2015,0,Journal of Automated Reasoning
10.1007/bf03177741,Obituary,Deepak Kapur,2004,0,Journal of Automated Reasoning
10.1007/s10817-015-9326-4,Automated Theorem Proving in GeoGebra: Current Achievements,Francisco Botana and Markus Hohenwarter and Predrag Janičić and Zoltán Kovács and Ivan Petrović and Tomás Recio and Simon Weitzhofer,2015,66,Journal of Automated Reasoning
10.1007/s10817-010-9201-2,E-unification with Constants vs. General E-unification,Jan Otop,2012,2,Journal of Automated Reasoning
10.1007/s10817-005-9020-z,Toward Automating the Discovery of Decreasing Measures,Robert S. Boyer and Wilfred J. Legato and Victor W. Marek,2006,0,Journal of Automated Reasoning
10.1007/s10817-006-9027-0,"“Rippling: Meta-Level Guidance for Mathematical Reasoning,” by Alan Bundy, David Basin, Dieter Hutter, and Andrew Ireland, Cambridge University Press, 2005",Nimish Shah,2006,0,Journal of Automated Reasoning
10.1007/s10817-011-9234-1,Monotonicity Inference for Higher-Order Formulas,Jasmin Christian Blanchette and Alexander Krauss,2011,2,Journal of Automated Reasoning
10.1007/s10817-009-9158-1,Preface: Special Issue on Uncertain Reasoning,Yang Xiang and Kevin Grant,2010,1,Journal of Automated Reasoning
10.1007/s10817-011-9220-7,Encoding Abstract Syntax Without Fresh Names,Matthew R. Lakin and Andrew M. Pitts,2012,1,Journal of Automated Reasoning
10.1023/a:1017317122485,n.m.,,2001,0,Journal of Automated Reasoning
10.1007/s10817-022-09650-2,Formalising Szemerédi’s Regularity Lemma and Roth’s Theorem on Arithmetic Progressions in Isabelle/HOL,Chelsea Edmonds and Angeliki Koutsoukou-Argyraki and Lawrence C. Paulson,2023,0,Journal of Automated Reasoning
10.1023/b:jars.0000030010.90643.41,Top-Down Query Processing in First-Order Deductive Databases under the DWFS,C. A. Johnson,2004,0,Journal of Automated Reasoning
10.1007/s10817-018-09500-0,Selected Extended Papers of ITP 2017,Mauricio Ayala-Rincón and César Muñoz,2019,0,Journal of Automated Reasoning
10.1007/s10817-008-9106-5,Computing Only Minimal Answers in Disjunctive Deductive Databases,C. A. Johnson,2009,0,Journal of Automated Reasoning
10.1007/s10817-015-9353-1,Quantifier Reordering for QBF,Friedrich Slivovsky and Stefan Szeider,2016,6,Journal of Automated Reasoning
10.1007/s10817-007-9071-4,A Graphical User Interface for Formal Proofs in Geometry,Julien Narboux,2007,27,Journal of Automated Reasoning
10.1023/a:1017584715408,n.m.,Michael L. Littman and Stephen M. Majercik and Toniann Pitassi,2001,58,Journal of Automated Reasoning
