DOI,Título,Autores,Año,Citas,Revista
10.34028/iajit/17/4/13,Generation of Chaotic Signal for Scrambling Matrix Content,Naziha Khlif and Ahmed Ghorbel and Walid Aydi and Nouri Masmoudi,2020,2,The International Arab Journal of Information Technology
10.34028/iajit/20/2/6,A Bayesian Network-based Uncertainty Modeling (BNUM) to Analyze and Predict Next Optimal Moves in Given Game Scenario,Vinayak Jagtap and Parag Kulkarni,2023,0,The International Arab Journal of Information Technology
10.34028/iajit/20/2,n.m.,,2023,0,The International Arab Journal of Information Technology
10.34028/iajit/20/2/12,Secure Blockchain-Based Electronic Voting Mechanism,Pin-Chang Su and Tai-Chang Su,2023,0,The International Arab Journal of Information Technology
10.34028/iajit/17/5/7,Enhanced Latent Semantic Indexing Using Cosine Similarity Measures for Medical Application,Fawaz Al-Anzi and Dia AbuZeina,2020,1,The International Arab Journal of Information Technology
10.34028/iajit/20/2/7,Analysis of TCP Issues and Their Possible Solutions in the Internet of Things,Syed Zeeshan Hussain and Sultana Parween,2023,0,The International Arab Journal of Information Technology
10.34028/iajit/20/2/2,Image Segmentation with Multi-feature Fusion in Compressed Domain based on Region-Based Graph,Hong-Chuan Luo and Bo Sun and Hang-Kai Zhou and Wen-Sen Cao,2023,0,The International Arab Journal of Information Technology
10.34028/iajit/17/5/6,Text Similarity Computation Model for Identifying Rumor Based on Bayesian Network in Microblog,Chengcheng Li and Fengming Liu and Pu Li,2020,3,The International Arab Journal of Information Technology
10.34028/iajit/19/1/10,Designing an Intelligent System to Detect Stress Levels During Driving,Mohammad Karimi Moridani and Zahra Khandaghi Khameneh and Mahsa Shahipour Shams Abad,2022,0,The International Arab Journal of Information Technology
10.34028/iajit/19/2/13,Multichannel Based IoT Malware Detection System Using System Calls and Opcode Sequences,Shobana Manoharan and Poonkuzhali Sugumaran and Kishore Kumar,2022,0,The International Arab Journal of Information Technology
10.34028/iajit/18/5/6,Experimental Modeling of the Residual Energy of a Rechargeable Battery-Powered Node in Wireless Networks,Naseer Uddin and Venkanagouda Patil,2021,0,The International Arab Journal of Information Technology
10.34028/iajit/18/2,n.m.,,2021,0,The International Arab Journal of Information Technology
10.34028/iajit/17/3/16,Gene Expression Prediction Using Deep Neural Networks,Raju Bhukya and Achyuth Ashok,2020,0,The International Arab Journal of Information Technology
10.34028/iajit/19/3/13,Research on the Similarity between Nodes with Hypernymy/Hyponymy Relations based on IC and Taxonomical Structure,Xiaogang Zhang and Lili Sun,2022,0,The International Arab Journal of Information Technology
10.34028/iajit/18/5/2,A study on Two-Stage Mixed Attribute Data Clustering Based on Density Peaks,Shihua Liu and Hao Zhang and Xianghua Liu,2021,0,The International Arab Journal of Information Technology
10.34028/iajit/17/3/15,A New Metric for Class Cohesion for Object Oriented Software,Anjana Gosain and Ganga Sharma,2020,1,The International Arab Journal of Information Technology
10.34028/iajit/20/1,n.m.,,2022,0,The International Arab Journal of Information Technology
10.34028/iajit/20/1/2,On Satellite Imagery of Land Cover Classification for Agricultural Development,Ali Alzahrani and Al-Amin Bhuiyan,2023,0,The International Arab Journal of Information Technology
