DOI,Título,Autores,Año,Citas,Revista
10.1049/iet-cvi.2010.0031,Integral image compression based on optical characteristic,P. Yan and Y. Xianyuan,2011,4,IET Computer Vision
10.1049/iet-cvi.2009.0009,Gait recognition using active shape model and motion prediction,D. Kim and D. Kim and J. Paik,2010,49,IET Computer Vision
10.1049/cvi2.12176,Guest Editorial: Multi‐view representation learning for computer vision,Xin Ning and Jun Zhou and Jian Cheng and Jing Wu and Chen Wang and Lin Gu,2023,0,IET Computer Vision
10.1049/iet-cvi.2018.5562,Spatial–temporal representation for video re‐identification via key images,Wanru Song and Changhong Chen and Qingqing Zhao and Feng Liu,2020,0,IET Computer Vision
10.1049/iet-cvi.2011.9054,Editorial: Digital Image Computing Techniques and Applications (DICTA) Conference 2009,M. Bottema,2011,0,IET Computer Vision
10.1049/iet-cvi.2011.0231,Stereo matching based on nonlinear diffusion with disparity-dependent support weights,K.-J. Yoon,2012,4,IET Computer Vision
10.1049/cvi2.12025,Multi‐factor joint normalisation for face recognition in the wild,Yanfei Liu and Junhua Chen,2021,0,IET Computer Vision
10.1049/cvi2.12111,Dual feature fusion network: A dual feature fusion network for point cloud completion,Fang Gao and Pengbo Shi and Jiabao Wang and Wenbo Li and Yaoxiong Wang and Jun Yu and Yong Li and Feng Shuang,2022,0,IET Computer Vision
10.1049/cvi2.12105,A novel visual classification framework on panoramic attention mechanism network,Wenshu Li and Shenhao Li and Lingzhi Yin and Xiaoying Guo and Xu Yang,2022,0,IET Computer Vision
10.1049/iet-cvi:20070036,Affine invariant matching of broken boundaries based on an enhanced genetic algorithm and distance transform,P.W.M. Tsang and T.Y.F. Yuen,2008,5,IET Computer Vision
10.1049/cvi2.v16.2,n.m.,,2022,0,IET Computer Vision
10.1049/cvi2.12122,Bounding‐box deep calibration for high performance face detection,Shi Luo and Xiongfei Li and Xiaoli Zhang,2022,0,IET Computer Vision
10.1049/iet-cvi.2009.0056,Nearest-neighbour ensembles in lasso feature subspaces,X. He and P. Beauseroy and A. Smolarz,2010,4,IET Computer Vision
10.1049/iet-cvi.2009.0010,Generic approach to 3D elastic model fitting to volume data,A. Blinov and M. Petrou,2010,1,IET Computer Vision
10.1049/iet-cvi:20050132,Extracting characters from real vehicle licence plates out-of-doors,B.-F. Wu and S.-P. Lin and C.-C. Chiu,2007,32,IET Computer Vision
10.1049/iet-cvi.2018.5144,Withdrawn: Fiducial lines constrained facade repetition segmentation via distribution distance maximisation,Hongfei Xiao and Gaofeng Meng and Lingfeng Wang and Chunhong Pan,2019,0,IET Computer Vision
10.1049/iet-cvi.2009.0094,Evaluation of two-part algorithms for objects’ depth estimation,R. Kouskouridas and A. Gasteratos and E. Badekas,2012,8,IET Computer Vision
10.1049/cvi2.12023,Hierarchical bilinear convolutional neural network for image classification,Xiang Zhang and Lei Tang and Hangzai Luo and Sheng Zhong and Ziyu Guan and Long Chen and Chao Zhao and Jinye Peng and Jianping Fan,2021,1,IET Computer Vision
10.1049/cvi2.12170,A self‐distillation object segmentation method via frequency domain knowledge augmentation,Lei Chen and Tieyong Cao and Yunfei Zheng and Zheng Fang,2023,0,IET Computer Vision
10.1049/iet-cvi.2010.0037,Paper fingerprinting using alpha-masked image matching,T.Q. Pham and S.W. Perry and P.A. Fletcher and R.A. Ashman,2011,1,IET Computer Vision
10.1049/iet-cvi.2010.0125,Multimodal imaging: modelling and segmentation with biomedical applications,A.M. Ali and N. Alajlan and A.A. Farag and A.A. Farag,2012,2,IET Computer Vision
10.1049/cvi2.12172,Video2mesh: 3D human pose and shape recovery by a temporal convolutional transformer network,Xianjin Chao and Zhipeng Ge and Howard Leung,2023,0,IET Computer Vision
10.1049/iet-cvi.2011.0078,Three-dimensional reconstruction based on multiple virtual planes by using fusion-based camera network,H. Aliakbarpour and J. Dias,2012,12,IET Computer Vision
10.1049/iet-cvi.2010.0192,Four-point-algorithm for the recovery of the pose of a one-dimensional camera with unknown focal length,R. Penne and J. Veraart and W. Abbeloos and L. Mertens,2012,3,IET Computer Vision
10.1049/iet-cvi.2019.0483,Referring expression comprehension model with matching detection and linguistic feedback,Jianming Wang and Enjie Cui and Kunliang Liu and Yukuan Sun and Jiayu Liang and Chunmiao Yuan and Xiaojie Duan and Guanghao Jin and Tae‐Sun Chung,2020,0,IET Computer Vision
10.1049/iet-cvi.2016.0241,Multiscale spatially regularised correlation filters for visual tracking,Xiaodong Gu and Xinyu Huang and Alade Tokuta,2017,10,IET Computer Vision
10.1049/iet-cvi.2008.0017,Motion tracking based on area and level set weighted centroid shifting,S.-H. Lee and M.G. Kang,2010,10,IET Computer Vision
10.1049/iet-cvi.2008.0089,Urban road user detection and classification using 3D wire frame models,N. Buch and J. Orwell and S.A. Velastin,2010,47,IET Computer Vision
10.1049/iet-cvi:20065002,3D structure inference by integrating segmentation and reconstruction from a single image,L. Lin and K. Zeng and Y. Wang and W. Hu,2008,3,IET Computer Vision
10.1049/iet-cvi.2011.0059,Marker-based quadri-ocular tracking system for surgery,Q. He and N. Wei and B. Li and M.Q.-H. Meng and C. Hu,2012,7,IET Computer Vision
10.1049/iet-cvi.2010.0166,Unobtrusive multi-modal biometric recognition using activity-related signatures,A. Drosou and G. Stavropoulos and D. Ioannidis and K. Moustakas and D. Tzovaras,2011,2,IET Computer Vision
10.1049/iet-cvi.2011.0198,Multi-human tracking from sparse detection responses,Y. Shen and Z. Miao,2012,1,IET Computer Vision
10.1049/iet-cvi.2010.0183,Robust solution to three-dimensional pose estimation using composite extended Kalman observer and Kalman filter,H.D. Taghirad and S.F. Atashzar and M. Shahbazi,2012,10,IET Computer Vision
10.1049/cvi2.12048,A deep analysis on high‐resolution dermoscopic image classification,Federico Pollastri and Mario Parreño and Juan Maroñas and Federico Bolelli and Roberto Paredes and Daniel Ramos and Costantino Grana,2021,3,IET Computer Vision
10.1049/iet-cvi:20070075,Discriminant analysis of the two-dimensional Gabor features for face recognition,R.M. Mutelo and W.L. Woo and S.S. Dlay,2008,12,IET Computer Vision
10.1049/iet-cvi:20070016,Derivation of blur-invariant features using orthogonal Legendre moments,C.-Y. Wee and R. Paramesran,2007,13,IET Computer Vision
10.1049/iet-cvi.2010.0223,Distributed RANSAC for the robust estimation of three-dimensional reconstruction,M. Xu and J. Lu,2012,25,IET Computer Vision
10.1049/iet-cvi.2012.0044,Empirical investigation into the correlation between vignetting effect and the quality of sensor pattern noise,C.-T. Li and R. Satta,2012,13,IET Computer Vision
