DOI,Título,Autores,Año,Citas,Revista
10.1007/s10458-016-9331-y,A comparison of multiple behavior models in a simulation of the aftermath of an improvised nuclear detonation,Nidhi Parikh and Harshal G. Hayatnagarkar and Richard J. Beckman and Madhav V. Marathe and Samarth Swarup,2016,8,Autonomous Agents and Multi-Agent Systems
10.1023/a:1011499912015,n.m.,E. E. Mangina and S. D. J. McArthur and J. R. McDonald,2001,19,Autonomous Agents and Multi-Agent Systems
10.1023/a:1013405201760,n.m.,Paulo Marques and Luis Silva and João Gabriel Silva,2002,2,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-009-9118-5,Aggregating value ranges: preference elicitation and truthfulness,Joseph Farfel and Vincent Conitzer,2011,3,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-019-09438-6,Privacy sensitive environment re-decomposition for junction tree agent organization construction,Yang Xiang and Abdulrahman Alshememry,2020,0,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-013-9219-z,Perceptual evaluation of backchannel strategies for artificial listeners,Ronald Poppe and Khiet P. Truong and Dirk Heylen,2013,5,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-015-9315-3,Strategies for utility maximization in social groups with preferential exploration,Saurabh Aggarwal and Joy Kuri,2017,0,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-006-9005-2,Applying game theory mechanisms in open agent systems with complete information,Frank Guerin,2007,3,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-009-9077-x,Introduction: Practical Cognitive Agents and Robots,Xiaoping Chen and Wei Liu and Mary-Anne Williams,2009,2,Autonomous Agents and Multi-Agent Systems
10.1023/a:1014805512342,n.m.,Onn Shehory,2002,0,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-021-09526-6,An asymptotically optimal VCG redistribution mechanism for the public project problem,Mingyu Guo,2021,0,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-013-9227-z,Efficient bidding strategies for Cliff-Edge problems,Rina Azoulay and Ron Katz and Sarit Kraus,2014,3,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-015-9303-7,Negotiation in exploration-based environment,Israel Sofer and David Sarne and Avinatan Hassidim,2016,2,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-019-09419-9,Expertise drift in referral networks,Ashiqur R. KhudaBukhsh and Jaime G. Carbonell,2019,1,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-011-9183-4,Cooperative reinforcement learning in topology-based multi-agent systems,Dan Xiao and Ah-Hwee Tan,2013,8,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-007-9017-6,Models and methods for plan diagnosis,Nico Roos and Cees Witteveen,2009,16,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-012-9208-7,Reducing model checking commitments for agent communication to model checking ARCTL and GCTL*,Mohamed El Menshawy and Jamal Bentahar and Warda El Kholy and Rachida Dssouli,2013,28,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-008-9065-6,Toward a programming theory for rational agents,K. V. Hindriks and J.-J. Ch. Meyer,2009,8,Autonomous Agents and Multi-Agent Systems
10.1023/a:1022975408458,n.m.,Mark Burstein and Drew McDermott and Douglas R. Smith and Stephen J. Westfold,2003,6,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-021-09528-4,Automatic calibration of dynamic and heterogeneous parameters in agent-based models,Dongjun Kim and Tae-Sub Yun and Il-Chul Moon and Jang Won Bae,2021,1,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-011-9180-7,Hierarchical visibility for guaranteed search in large-scale outdoor terrain,A. Kleiner and A. Kolling and M. Lewis and K. Sycara,2013,12,Autonomous Agents and Multi-Agent Systems
10.1023/a:1012785224353,n.m.,Danny B. Lange,2001,1,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-005-0983-2,Strategy/False-name Proof Protocols for Combinatorial Multi-Attribute Procurement Auction,Takayuki Suyama and Makoto Yokoo,2005,9,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-007-9020-y,Using quantitative models to search for appropriate organizational designs,Bryan Horling and Victor Lesser,2008,13,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-021-09541-7,Exploiting environmental signals to enable policy correlation in large-scale decentralized systems,Panayiotis Danassis and Zeki Doruk Erden and Boi Faltings,2022,0,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-022-09545-x,Redividing the cake,Erel Segal-Halevi,2022,0,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-023-09598-6,Egalitarian judgment aggregation,Sirin Botan and Ronald de Haan and Marija Slavkovik and Zoi Terzopoulou,2023,0,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-022-09593-3,Preference-based multi-objective multi-agent path finding,Florence Ho and Shinji Nakadai,2023,0,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-022-09590-6,Accountability in multi-agent organizations: from conceptual design to agent programming,Matteo Baldoni and Cristina Baroglio and Roberto Micalizio and Stefano Tedeschi,2023,0,Autonomous Agents and Multi-Agent Systems
10.1023/a:1014838726454,n.m.,Rina Azoulay-Schwartz and Sarit Kraus,2002,9,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-013-9236-y,Theoretical and empirical evaluation of data reduction for exact Kemeny Rank Aggregation,Nadja Betzler and Robert Bredereck and Rolf Niedermeier,2014,29,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-006-5961-9,DIAGAL: An Agent Communication Language Based on Dialogue Games and Sustained by Social Commitments,Brahim Chaib-draa and Marc-André Labrie and Mathieu Bergeron and Philippe Pasquier,2006,6,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-006-0015-x,Learning collaboration strategies for committees of learning agents,Enric Plaza and Santiago Ontañón,2006,5,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-019-09410-4,High-multiplicity election problems,Zack Fitzsimmons and Edith Hemaspaandra,2019,2,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-014-9276-y,An influence diagram based multi-criteria decision making framework for multirobot coalition formation,Sayan D. Sen and Julie A. Adams,2015,12,Autonomous Agents and Multi-Agent Systems
10.1023/a:1017496918598,n.m.,,2002,0,Autonomous Agents and Multi-Agent Systems
10.1007/s10458-021-09502-0,The effect of strategic noise in linear regression,Safwan Hossain and Nisarg Shah,2021,0,Autonomous Agents and Multi-Agent Systems
10.1023/a:1017498327079,n.m.,,2001,0,Autonomous Agents and Multi-Agent Systems
