DOI,Título,Autores,Año,Citas,Revista
10.1504/ijbic.2010.037023,Resolving the pursuit evasion problem in known environment using graph theory,Rabah Lakel and Adel Djellal,2010,0,International Journal of Bio-Inspired Computation
10.1504/ijbic.2019.099186,Adaptive discrete cat swarm optimisation algorithm for the flexible job shop problem,Tian hua Jiang and Chao Zhang,2019,13,International Journal of Bio-Inspired Computation
10.1504/ijbic.2018.091232,Population-based variable neighbourhood search algorithm applied to unconstrained continuous optimisation,Wesklei Migliorini and Rafael Stubs Parpinelli,2018,1,International Journal of Bio-Inspired Computation
10.1504/ijbic.2012.048066,Dynamic objectives aggregation methods for evolutionary portfolio optimisation. A computational study,Gabriella Dellino and Mariagrazia Fedele and Carlo Meloni,2012,1,International Journal of Bio-Inspired Computation
10.1504/ijbic.2017.084314,SEOA-based optimal design of analogue CMOS amplifier circuits,Soumen Mallick and Rajib Kar and Sakti Prasad Ghoshal and Durbadal Mandal,2017,0,International Journal of Bio-Inspired Computation
10.1504/ijbic.2014.059969,Bio-inspired computation: success and challenges of IJBIC,Xin She Yang and Zhihua Cui,2014,5,International Journal of Bio-Inspired Computation
10.1504/ijbic.2018.10020764,An Overview on Structural Health Monitoring: From the Current State-of-the-Art to New Bio-inspired Sensing Paradigms,Paulo B. Lourenco and Paulo Amado Mendes and Luis F. Ramos and Alberto Barontini and Maria Giovanna Masciotta,2018,1,International Journal of Bio-Inspired Computation
10.1504/ijbic.2018.10014002,An improved twin support vector machine based on multi-objective cuckoo search for software defect prediction,Xiaotao Rong and Yang Cao and Fei Xue and Zhiming Ding,2018,0,International Journal of Bio-Inspired Computation
10.1504/ijbic.2012.049897,Investigating the application of opposition concept to colonial competitive algorithm,Hamid Reza Lashgarian Azad and Nader Shetab Boushehri and Naser Mollaverdi,2012,2,International Journal of Bio-Inspired Computation
10.1504/ijbic.2013.055451,Optimising the semantic web service composition process using bio-inspired methods,Viorica Rozina Chifu and Cristina Bianca Pop and Ioan Salomie and Dumitru Samuel Suia and Alexandru Niculici and Adela Negrean and Horatiu Jeflea,2013,1,International Journal of Bio-Inspired Computation
10.1504/ijbic.2012.048064,Production planning and scheduling by means of artificial immune systems and particle swarm optimisation algorithms,Ivana Budinská and Tomáš Kasanický and Ján Zelenka,2012,3,International Journal of Bio-Inspired Computation
10.1504/ijbic.2012.047181,Optimal sequencing of design projects' activities using discrete particle swarm optimisation,Hisham M. Abdelsalam and Amany M. Mohamed,2012,5,International Journal of Bio-Inspired Computation
10.1504/ijbic.2022.127502,Genetic regulatory network-based optimisation of master production scheduling and mixed-model sequencing in assembly lines,Youlong Lv and Jie Zhang and Liling Zuo,2022,0,International Journal of Bio-Inspired Computation
10.1504/ijbic.2017.081843,Detection and classification of structural changes using artificial immune systems and fuzzy clustering,Maribel Anaya and Diego Alexander Tibaduiza and Francesc Pozo,2017,12,International Journal of Bio-Inspired Computation
10.1504/ijbic.2015.069554,Quantum inspired cuckoo search algorithm for graph colouring problem,Halima Djelloul and Abdesslem Layeb and Salim Chikhi,2015,13,International Journal of Bio-Inspired Computation
10.1504/ijbic.2020.109676,Time-to-contact control: improving safety and reliability of autonomous vehicles,Liang Wang and Berthold K.P. Horn,2020,0,International Journal of Bio-Inspired Computation
10.1504/ijbic.2018.092801,EGA-FMC: enhanced genetic algorithm-based fuzzy k-modes clustering for categorical data,Medhini Narasimhan and Balaji Balasubramanian and Suryansh D. Kumar and Nagamma Patil,2018,1,International Journal of Bio-Inspired Computation
10.1504/ijbic.2017.083100,Dynamic network structured immune particle swarm optimisation with small-world topology,Yifei Sun and Licheng Jiao and Xiaozheng Deng and Rongfang Wang,2017,12,International Journal of Bio-Inspired Computation
10.1504/ijbic.2015.071065,Parameter identification of power plant characteristics based on PMU data using differential evolution-based improved shuffled frog leaping algorithm,Farzan Rashidi and Ebrahim Abiri and Taher Niknam and Mohammad Reza Salehi,2015,4,International Journal of Bio-Inspired Computation
10.1504/ijbic.2012.049884,Enhancing robustness for speech recognition through bio-inspired auditory filter-bank,Hari Krishna Maganti and Marco Matassoni,2012,0,International Journal of Bio-Inspired Computation
10.1504/ijbic.2017.10004011,Mobile robot path planning with modified ant colony optimisation,Madhu Kumari and Utkarsh Rajput,2017,2,International Journal of Bio-Inspired Computation
10.1504/ijbic.2015.068001,A self-organising cooperative hunting by robotic swarm based on particle swarm optimisation localisation,Zebing Wang and Li Qin and Wei Yang,2015,4,International Journal of Bio-Inspired Computation
10.1504/ijbic.2011.041144,Advances in complexity engineering,R. Frei and Giovanna Di Marzo Serugendo,2011,23,International Journal of Bio-Inspired Computation
10.1504/ijbic.2013.055452,Bootstrapping learning from abstract models in games,Purvag Patel and Normal Carver and Shahram Rahimi,2013,0,International Journal of Bio-Inspired Computation
10.1504/ijbic.2016.10000242,Comparative study of diversity based parallel dual population genetic algorithm for unconstrained function optimisations,Wei Chiang Hong and Madhuri S. Joshi and A.J. Umbarkar,2016,5,International Journal of Bio-Inspired Computation
10.1504/ijbic.2012.047186,Investigations on the synthesis of uniform linear antenna array using biogeography-based optimisation techniques,T.S. Jeyali Laseetha and R. Sukanesh,2012,4,International Journal of Bio-Inspired Computation
10.1504/ijbic.2022.128094,Artificial leaf-vein network optimisation algorithm for urban transportation network design,Baozhen Yao and Chao Chen and Wenxuan Shan and Bin Yu,2022,0,International Journal of Bio-Inspired Computation
10.1504/ijbic.2022.128097,Hybrid moth-flame optimisation algorithm with differential evolution for visual object tracking,K. Narsimha Reddy and Polaiah Bojja,2022,0,International Journal of Bio-Inspired Computation
10.1504/ijbic.2017.085890,Multi-leader migrating birds optimisation: a novel nature-inspired metaheuristic for combinatorial problems,Eduardo Lalla Ruiz and Jesica De Armas and Christopher Expósito Izquierdo and Belén Melián Batista and J. Marcos Moreno Vega,2017,2,International Journal of Bio-Inspired Computation
10.1504/ijbic.2010.032130,Fractal dimension and time factors of sawdust pattern formation in sawmills,Tajudeen A.O. Salau and S.A. Oke,2010,0,International Journal of Bio-Inspired Computation
10.1504/ijbic.2021.117430,Binary fireworks algorithm application for optimal schedule of electric vehicle reserve in traditional and restructured electricity markets,Srikanth Reddy Konda and Lokesh Kumar Panwar and Bijaya Ketan Panigrahi and Rajesh Kumar and Vishu Gupta,2021,2,International Journal of Bio-Inspired Computation
10.1504/ijbic.2022.120732,A new multi-objective artificial bee colony algorithm based on reference point and opposition,Songyi Xiao and Wenjun Wang and Hui Wang and Zhikai Huang,2022,4,International Journal of Bio-Inspired Computation
10.1504/ijbic.2021.118091,Distance-based immune generalised differential evolution algorithm for dynamic multi-objective optimisation,María Guadalupe Martínez Peñaloza and Efrén Mezura Montes and Alicia Morales Reyes and Hernán E. Aguirre,2021,3,International Journal of Bio-Inspired Computation
10.1504/ijbic.2021.119999,PSO-based optimal online operation strategy for multiple chillers energy conservation,Jing An and Luyuan Xu and Zheng Fan and Kefan Wang and Qi Deng and Qi Kang,2021,1,International Journal of Bio-Inspired Computation
10.1504/ijbic.2021.113362,Comparison of three nature inspired molecular docking algorithms,Petra Čechová and Martin Kubala,2021,2,International Journal of Bio-Inspired Computation
10.1504/ijbic.2020.109674,A novel squeeze YOLO-based real-time people counting approach,Peiming Ren and Lin Wang and Wei Fang and Shulin Song and Soufiene Djahel,2020,17,International Journal of Bio-Inspired Computation
10.1504/ijbic.2021.117426,A real adjacency matrix-coded evolution algorithm for highly linkage-based routing problems,Hang Wei and Han Huang and Zhi Feng Hao and Qin Qun Chen and Witold Pedrycz and Gang Li,2021,0,International Journal of Bio-Inspired Computation
10.1504/ijbic.2010.033088,Multi-area hydrothermal coordination using modified mixed integer hybrid differential evolution,L. Lakshminarasimman,2010,1,International Journal of Bio-Inspired Computation
10.1504/ijbic.2021.118101,Adaptive optimisation driven deep belief networks for lung cancer detection and severity level classification,Malayil Shanid and A. Anitha,2021,2,International Journal of Bio-Inspired Computation
10.1504/ijbic.2015.072257,On the application of multi-objective harmony search heuristics to the predictive deployment of firefighting aircrafts: a realistic case study,Miren Nekane Bilbao and Javier Del Ser and Sancho Salcedo Sanz and Carlos Casanova Mateo,2015,12,International Journal of Bio-Inspired Computation
10.1504/ijbic.2016.079569,A new hybrid method based on krill herd and cuckoo search for global optimisation tasks,Gai Ge Wang and Amir H. Gandomi and Xin She Yang and Amir H. Alavi,2016,82,International Journal of Bio-Inspired Computation
10.1504/ijbic.2014.059967,Bio-inspired optimisation for economic load dispatch: a review,Hari Mohan Dubey and Bijaya Ketan Panigrahi and Manjaree Pandit,2014,23,International Journal of Bio-Inspired Computation
10.1504/ijbic.2015.072259,An investigation on mixing heterogeneous differential evolution variants in a distributed framework,S. Thangavelu and C. Shunmuga Velayutham,2015,9,International Journal of Bio-Inspired Computation
10.1504/ijbic.2019.100139,Cloud service composition using an inverted ant colony optimisation algorithm,Saied Asghari and Nima Jafari Navimipour,2019,27,International Journal of Bio-Inspired Computation
10.1504/ijbic.2010.033096,Dynamic economic load dispatch with wind energy using modified harmony search,V. Ravikumar Pandi and B.K. Panigrahi and Swagatam Das and Zhihua Cui,2010,11,International Journal of Bio-Inspired Computation
10.1504/ijbic.2018.091722,A firefly inspired game dissemination and QoS-based priority pricing strategy for online social network games,Ebin Deni Raj and L.D. Dhinesh Babu,2018,5,International Journal of Bio-Inspired Computation
10.1504/ijbic.2021.114087,Latent dactyloscopy pairing: presentation attained through feedback from EPITOME,R. Pugalenthi and F. Sangeetha Francelin Vinnarasi and P. Mohan Kumar and R. Arokia Renjith,2021,0,International Journal of Bio-Inspired Computation
10.1504/ijbic.2011.041147,Linear antenna array synthesis with modified invasive weed optimisation algorithm,Siddharth Pal and Anniruddha Basak and Swagatam Das,2011,14,International Journal of Bio-Inspired Computation
10.1504/ijbic.2011.040312,A study of the relationship between scale-freeness and evolution of cooperation,Ei Tsukamoto and Susumu Shirayama,2011,0,International Journal of Bio-Inspired Computation
10.1504/ijbic.2016.076336,Distributed strategy for robots recruitment in swarm-based systems,Luneque Del Rio de Souza e Silva Junior and Nadia Nedjah,2016,8,International Journal of Bio-Inspired Computation
10.1504/ijbic.2018.10012205,Embedded implementation of template matching using correlation and particle swarm optimisation,Yuri Marchetti Tavares and Nadia Nedjah and Luiza De Macedo Mourelle,2018,0,International Journal of Bio-Inspired Computation
