DOI,Título,Autores,Año,Citas,Revista
10.1007/s00521-017-3231-1,Deep trajectory: a deep learning approach for mobile advertising in vehicular networks,Xin Li and Liang Yang and Yi Li and Chuan Zhou,2019,2,Neural Computing and Applications
10.1007/s00521-013-1426-7,Quantification of biofilm on flooring surface using image classification technique,S. A. Quadri and Othman Sidek,2014,3,Neural Computing and Applications
10.1007/s005210170015,ART2 Neural Network for Surface EMG Decomposition,Zhengquan Xu and Shaojun Xiao and Zheru Chi,2001,16,Neural Computing &amp; Applications
10.1007/s00521-012-1123-y,Learning from hint for the conservative motion of the constrained industrial redundant manipulators,Samy F. M. Assal,2013,3,Neural Computing and Applications
10.1007/s00521-013-1467-y,Expanded HP memristor model and simulation in STDP learning,Yu Dai and Chuandong Li and Hui Wang,2014,2,Neural Computing and Applications
10.1007/s00521-021-06095-3,Data science strategies leading to the development of data scientists’ skills in organizations,Maria José Sousa and Pere Mercadé Melé and António Miguel Pesqueira and Álvaro Rocha and Miguel Sousa and Salma Noor,2021,0,Neural Computing and Applications
10.1007/s00521-021-05769-2,Flexible edge detection and its enhancement by smell bees optimization algorithm,Yamina Mohamed Ben Ali,2021,0,Neural Computing and Applications
10.1007/s00521-009-0260-4,In search of best alternatives: a TOPSIS driven MCDM procedure for neural network modeling,Prasun Das,2010,7,Neural Computing and Applications
10.1007/s00521-014-1663-4,A novel image encryption technique based on Hénon chaotic map and S8 symmetric group,Majid Khan and Tariq Shah,2014,50,Neural Computing and Applications
10.1007/s00521-016-2472-8,Robust automated cardiac arrhythmia detection in ECG beat signals,Victor Hugo C. de Albuquerque and Thiago M. Nunes and Danillo R. Pereira and Eduardo José da S. Luz and David Menotti and João P. Papa and João Manuel R. S. Tavares,2018,49,Neural Computing and Applications
10.1007/s00521-004-0447-7,A neural network based multi-classifier system for gene identification in DNA sequences,Romesh Ranawana and Vasile Palade,2005,51,Neural Computing and Applications
10.1007/s00521-012-1031-1,Optimization of specific energy consumption for Bomaplex Red CR-L dye removal from aqueous solution by electrocoagulation using Taguchi-neural method,Yalçın Şevki Yildiz and Ercan Şenyiğit and Şahset İrdemez,2013,15,Neural Computing and Applications
10.1007/s00521-011-0632-4,Particle swarm optimization for feature selection with application in obstructive sleep apnea diagnosis,Li-Fei Chen and Chao-Ton Su and Kun-Huang Chen and Pa-Chun Wang,2012,55,Neural Computing and Applications
10.1007/s00521-015-2048-z,Multiple attribute decision-making method based on some normal neutrosophic Bonferroni mean operators,Peide Liu and Honggang Li,2017,59,Neural Computing and Applications
10.1007/s00521-020-05204-y,Evaluation of computationally intelligent techniques for breast cancer diagnosis,Vinod Kumar,2021,15,Neural Computing and Applications
10.1007/s00521-022-08127-y,A residual network-based framework for COVID-19 detection from CXR images,Hareem Kibriya and Rashid Amin,2022,1,Neural Computing and Applications
10.1007/s00521-017-2973-0,Unsupervised on-line method to diagnose unbalanced voltage in three-phase induction motor,Muhammad Aman Sheikh and Nursyarizal Mohd Nor and Taib Ibrahim and Muhammad Irfan,2018,4,Neural Computing and Applications
10.1007/s00521-014-1676-z,Design of stochastic solvers based on genetic algorithms for solving nonlinear equations,Muhammad Asif Zahoor Raja and Zulqurnain Sabir and Nasir Mehmood and Eman S. Al-Aidarous and Junaid Ali Khan,2015,45,Neural Computing and Applications
