DOI,Título,Autores,Año,Citas,Revista
10.3233/ais-130202,R-LABS: An RFID-based indoor localisation system using antenna beam scanning,Jayakorn Vongkulbhisal and Yan Zhao,2013,1,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-2012-0183,Acknowledgment of JAISE's referees,Juan Carlos Augusto and Hamid Aghajan,2012,0,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-180487,Analysis and verification of ECA rules in intelligent environments,Diletta Romana Cacciagrano and Flavio Corradini and Rosario Culmone and Nikos Gorogiannis and Leonardo Mostarda and Franco Raimondi and Claudia Vannucchi,2018,3,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-2011-0112,Emotion-oriented systems – The Humaine handbook: A comprehensive overview,Joris H. Janssen and Marjolein D. van der Zwaag,2011,0,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-210462,Ultra-wideband data as input of a combined EfficientNet and LSTM architecture for human activity recognition,Alexandre Beaulieu and Florentin Thullier and Kévin Bouchard and Julien Maître and Sébastien Gaboury,2022,0,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-170458,Fusion and fission engine for an assistant robot using an ontology knowledge base,Nadia Touileb Djaid and Sébastien Dourlens and Nadia Saadia and Amar Ramdane-Cherif,2017,3,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-180486,A k-nearest neighbors based approach applied to more realistic activity recognition datasets,Jose M. Cadenas and M. Carmen Garrido and Raquel Martinez-España and Andrés Muñoz,2018,2,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-2011-0132,A modular classifier concept for activity recognition on mobile phones,Martin Berchtold,2012,0,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-140293,Acknowledgment of JAISE's reviewers,,2014,0,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-160367,Variational method for wide area surveillance,Ehsan Pazouki and Mohammad Rahmati,2016,1,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-2009-0046,Reviewers Index,,2009,0,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-160370,A comparative study of systems for the design of flexible user interfaces,Christopher Mayer and Gottfried Zimmermann and Andrej Grguric and Jan Alexandersson and Miroslav Sili and Christophe Strobbe,2016,9,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-190540,Predictive and exposome analytics: A case study of asthma exacerbation management,Shayma Alkobaisi and Wan D. Bae and Matthew Horak and Sada Narayanappa and Jongwon Lee and Eman AbuKhousa and Choon-Sik Park and Da Jung Bae,2019,4,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-2012-0179,Situation-based and self-adaptive applications for the smart environment,Susanna Pantsar-Syväniemi and Anu Purhonen and Eila Ovaska and Jarkko Kuusijärvi and Antti Evesti,2012,15,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-2010-0080,Responsive environments: User experiences for ambient intelligence,Jorge Alves Lino and Benjamin Salem and Matthias Rauterberg,2010,20,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-200589,Preface to JAISE 13(1),Vincent Tam and Hamid Aghajan and Juan Carlos Augusto,2021,0,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-2012-0184,Preface,Juan Carlos Augusto and Hamid Aghajan,2013,0,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-190515,A structured and user-friendly method to conduct an all-round evaluation of Smart Products,Alessandra Papetti and Lorenzo Cavalieri and Silvia Ceccacci and Francesca Gullà and Michele Germani,2019,0,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-130240,Latent-Dynamic Conditional Random Fields for recognizing activities in smart homes,Yu Tong and Rong Chen,2014,11,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-2012-0144,Preface,Hamid Aghajan and Juan Carlos Augusto,2012,0,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-140290,Automatic understanding of group behavior using fuzzy temporal logic,Joris IJsselmuiden and David Münch and Ann-Kristin Grosselfinger and Michael Arens and Rainer Stiefelhagen,2014,5,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-200588,Location-aware computing to mobile services recommendation: Theory and practice,Honghao Gao and Andrés Muñoz and Wenbing Zhao and Yuyu Yin,2021,0,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-2009-0026,Call for papers,,2009,0,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-190533,Base Cube One: A location-addressable service-oriented smart environment framework,Marian Pohling and Christian Leichsenring and Thomas Hermann,2019,3,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-130205,Introduction to the thematic issue,Jorge J. Gómez-Sanz and Kasper Hallenborg and Goreti Marreiros and Davy Preuveneers,2013,0,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-150325,A gesture-based method for natural interaction in smart spaces,Xian Wang and Ana M. Bernardos and Juan A. Besada and Eduardo Metola and José R. Casar,2015,5,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-140244,Preface,Juan Carlos Augusto and Hamid Aghajan,2014,0,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-130231,CALoR: Context-Aware and Location Reputation model in AmI environments,Veronica Venturini and Javier Carbo and Jose M. Molina,2013,1,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-200565,"Indexing of real time geospatial data by IoT enabled devices: Opportunities, challenges and design considerations",Natalia Chaudhry and Muhammad Murtaza Yousaf and Muhammad Taimoor Khan,2020,2,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-150316,Hybrid indoor location: Simultaneous zone and coordinates based location for AAL environments with 802.11 fingerprinting technology,Francisco Campuzano and Andrés Sánchez and Juan A. Botía,2015,1,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-150337,Serendipity-empowered path planning for predictive task completion,Choonsung Shin and Brian Ziebart and Anind K. Dey,2015,0,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-150362,Call for papers,,2016,0,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-2012-0173,MDCI: Model-driven continuous integration,Vicente García-Díaz and B. Cristina Pelayo García-Bustelo and Juan Manuel Cueva Lovelle,2012,0,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-2012-0148,Towards creating assistive software by employing human behavior models,Frank Krüger and Kristina Yordanova and Christoph Burghardt and Thomas Kirste,2012,10,Journal of Ambient Intelligence and Smart Environments
10.3233/ais-140260,On the evocative power and play value of a wearable movement-to-sound interaction accessory in the free-play of schoolchildren,Andrea Rosales and Sergio Sayago and Juan Pablo Carrascal and Josep Blat,2014,3,Journal of Ambient Intelligence and Smart Environments
