DOI,Título,Autores,Año,Citas,Revista
10.1137/16m1057346,A New Approach for Robust Segmentation of the Noisy or Textured Images,Zhenzhou Wang,2016,5,SIAM Journal on Imaging Sciences
10.1137/070707312,Classification via Minimum Incremental Coding Length,John Wright and Yi Ma and Yangyu Tao and Zhouchen Lin and Heung-Yeung Shum,2009,9,SIAM Journal on Imaging Sciences
10.1137/12086131x,On the Retrieval of the Directional Scattering Matrix from Directional Noise,Kees Wapenaar and Jan Thorbecke,2013,5,SIAM Journal on Imaging Sciences
10.1137/120899303,"Localization, Stability, and Resolution of Topological Derivative Based Imaging Functionals in Elasticity",Habib Ammari and Elie Bretin and Josselin Garnier and Wenjia Jing and Hyeonbae Kang and Abdul Wahab,2013,31,SIAM Journal on Imaging Sciences
10.1137/15m1022793,On the $p$-Laplacian and $\infty$-Laplacian on Graphs with Applications in Image and Data Processing,Abderrahim Elmoataz and Matthieu Toutain and Daniel Tenbrinck,2015,50,SIAM Journal on Imaging Sciences
10.1137/22m1493562,Diffeomorphic Registration Using Sinkhorn Divergences,Lucas De Lara and Alberto González-Sanz and Jean-Michel Loubes,2023,0,SIAM Journal on Imaging Sciences
10.1137/22m1491988,Turning Grain Maps into Diagrams,Andreas Alpers and Maximilian Fiedler and Peter Gritzmann and Fabian Klemm,2023,1,SIAM Journal on Imaging Sciences
10.1137/20m1354398,A Stochastic Variance Reduced Primal Dual Fixed Point Method for Linearly Constrained Separable Optimization,Ya-Nan Zhu and Xiaoqun Zhang,2021,1,SIAM Journal on Imaging Sciences
10.1137/17m112364x,Matched-Filter and Correlation-Based Imaging for Fast Moving Objects Using a Sparse Network of Receivers,J. Fournier and J. Garnier and G. Papanicolaou and C. Tsogka,2017,6,SIAM Journal on Imaging Sciences
10.1137/12086443x,A Perfect Match Condition for Point-Set Matching Problems Using the Optimal Mass Transport Approach,Pengwen Chen and Ching-Long Lin and I-Liang Chern,2013,3,SIAM Journal on Imaging Sciences
10.1137/15m1012323,Analysis of the Magnetoacoustic Tomography with Magnetic Induction,Lingyun Qiu and Fadil Santosa,2015,3,SIAM Journal on Imaging Sciences
10.1137/080721522,On the Application of the Monge–Kantorovich Problem to Image Registration,O. Museyko and M. Stiglmayr and K. Klamroth and G. Leugering,2009,13,SIAM Journal on Imaging Sciences
10.1137/120882962,Modelling the Effect of Focusing Detectors in Photoacoustic Sectional Imaging,P. Elbau and O. Scherzer,2015,4,SIAM Journal on Imaging Sciences
10.1137/15m1014930,Steerable PCA for Rotation-Invariant Image Recognition,Cédric Vonesch and Frédéric Stauber and Michael Unser,2015,3,SIAM Journal on Imaging Sciences
10.1137/100808320,Theory of Waveform-Diverse Moving-Target Spotlight Synthetic-Aperture Radar,Margaret Cheney and Brett Borden,2011,8,SIAM Journal on Imaging Sciences
10.1137/120872140,A Variational Approach for Image Stitching II: Using Image Gradients,Michael K. Ng and Wei Wang,2013,5,SIAM Journal on Imaging Sciences
10.1137/080722436,Generalized Newton-Type Methods for Energy Formulations in Image Processing,Leah Bar and Guillermo Sapiro,2009,17,SIAM Journal on Imaging Sciences
10.1137/100786629,A Probabilistic Contour Observer for Online Visual Tracking,Ibrahima J. Ndiour and Jochen Teizer and Patricio A. Vela,2010,2,SIAM Journal on Imaging Sciences
10.1137/120866026,A Family of Shape Ellipticity Measures for Galaxy Classification,Mehmet Ali Aktaş and Joviša Žunić,2013,16,SIAM Journal on Imaging Sciences
10.1137/15m103580x,Local Linear Convergence of the ADMM/Douglas--Rachford Algorithms without Strong Convexity and Application to Statistical Imaging,Timo Aspelmeier and C. Charitha and D. Russell Luke,2016,26,SIAM Journal on Imaging Sciences
10.1137/19m1240861,"Edge, Ridge, and Blob Detection with Symmetric Molecules",Rafael Reisenhofer and Emily J. King,2019,6,SIAM Journal on Imaging Sciences
10.1137/19m1242045,Trading Beams for Bandwidth: Imaging with Randomized Beamforming,Rakshith Sharma Srinivasa and Mark A. Davenport and Justin Romberg,2020,0,SIAM Journal on Imaging Sciences
10.1137/21m1397945,A Novel Mesh Denoising Method Based on Relaxed Second-Order Total Generalized Variation,Huayan Zhang and Zhishuai He and Xiaochao Wang,2022,0,SIAM Journal on Imaging Sciences
10.1137/100786174,Transient Wave Imaging with Limited-View Data,Habib Ammari and Mark Asch and Lili Guadarrama Bustos and Vincent Jugnon and Hyeonbae Kang,2011,12,SIAM Journal on Imaging Sciences
10.1137/19m1297026,Nonnegative Tensor Patch Dictionary Approaches for Image Compression and Deblurring Applications,Elizabeth Newman and Misha E. Kilmer,2020,4,SIAM Journal on Imaging Sciences
10.1137/140998767,A Coherence Enhancing Penalty for Diffusion MRI: Regularizing Property and Discrete Approximation,T. Hohage and C. Rügge,2015,2,SIAM Journal on Imaging Sciences
10.1137/18m1234400,Lattice Identification and Separation: Theory and Algorithm,Yuchen He and Sung H. Kang,2019,1,SIAM Journal on Imaging Sciences
10.1137/140994915,Enhancing Pure-Pixel Identification Performance via Preconditioning,Nicolas Gillis and Wing-Kin Ma,2015,7,SIAM Journal on Imaging Sciences
10.1137/080725015,Affine Skeletons and Monge–Ampère Equations,Moacyr Alvim Silva and Ralph Teixeira and Luiz Velho,2009,1,SIAM Journal on Imaging Sciences
10.1137/21m1407975,"Simultaneous Reconstruction of Conductivity, Boundary Shape, and Contact Impedances in Electrical Impedance Tomography",Juan P. Agnelli and Ville Kolehmainen and Matti J. Lassas and Petri Ola and Samuli Siltanen,2021,2,SIAM Journal on Imaging Sciences
10.1137/100799538,Level Set Based Multispectral Segmentation with Corners,Wenhua Gao and Andrea Bertozzi,2011,4,SIAM Journal on Imaging Sciences
10.1137/16m1090478,The Mapping-Adaptive Convolution: A Fundamental Theory for Homography or Perspective Invariant Matching Methods,Zheng Li and Yiguang Liu and Jipeng Li and Wenzheng Xu,2017,0,SIAM Journal on Imaging Sciences
