DOI,Título,Autores,Año,Citas,Revista
10.1007/s13735-013-0043-7,Studying the impact of sequence clustering on near-duplicate video retrieval: an experimental comparison,Yandan Wang and Mohammed Belkhatir,2015,0,International Journal of Multimedia Information Retrieval
10.1007/s13735-017-0131-1,ACM International Conference on Multimedia Retrieval (ICMR): current standing and impact,Michael S. Lew,2017,0,International Journal of Multimedia Information Retrieval
10.1007/s13735-021-00222-5,Correction to: Different techniques for Alzheimer’s disease classification using brain images: a study,Ruhul Amin Hazarika and Ajith Abraham and Samarendra Nath Sur and Arnab Kumar Maji and Debdatta Kandar,2021,0,International Journal of Multimedia Information Retrieval
10.1007/s13735-014-0057-9,Interactive cross and multimodal biomedical image retrieval based on automatic region-of-interest (ROI) identification and classification,Md Mahmudur Rahman and Daekeun You and Matthew S. Simpson and Sameer K. Antani and Dina Demner-Fushman and George R. Thoma,2014,7,International Journal of Multimedia Information Retrieval
10.1007/s13735-019-00173-y,Effective video hyperlinking by means of enriched feature sets and monomodal query combinations,Mohammad Reza Kavoosifar and Daniele Apiletti and Elena Baralis and Paolo Garza and Benoit Huet,2020,2,International Journal of Multimedia Information Retrieval
10.1007/s13735-018-00165-4,Mining exoticism from visual content with fusion-based deep neural networks,Andrea Ceroni and Chenyang Ma and Ralph Ewerth,2019,0,International Journal of Multimedia Information Retrieval
10.1007/s13735-013-0041-9,Intrinsic spatial pyramid matching for deformable 3D shape retrieval,Chunyuan Li and A. Ben Hamza,2013,34,International Journal of Multimedia Information Retrieval
10.1007/s13735-018-0162-2,Survey on brain tumor segmentation and feature extraction of MR images,Sangeetha Saman and Swathi Jamjala Narayanan,2019,28,International Journal of Multimedia Information Retrieval
10.1007/s13735-016-0111-x,IR_URFS_VF: image recommendation with user relevance feedback session and visual features in vertical image search,D. Sejal and D. Abhishek and K. R. Venugopal and S. S. Iyengar and L. M. Patnaik,2016,3,International Journal of Multimedia Information Retrieval
10.1007/s13735-022-00253-6,Visual and semantic ensemble for scene text recognition with gated dual mutual attention,Zhiguang Liu and Liangwei Wang and Jian Qiao,2022,0,International Journal of Multimedia Information Retrieval
10.1007/s13735-022-00259-0,Gender classification from face images using central difference convolutional networks,Mohammadreza Sheikh Fathollahi and Rezvan Heidari,2022,0,International Journal of Multimedia Information Retrieval
10.1007/s13735-022-00250-9,Your heart rate betrays you: multimodal learning with spatio-temporal fusion networks for micro-expression recognition,Ren Zhang and Ning He and Shengjie Liu and Ying Wu and Kang Yan and Yuzhe He and Ke Lu,2022,0,International Journal of Multimedia Information Retrieval
