DOI,Título,Autores,Año,Citas,Revista
10.1007/s11263-009-0292-3,Editorial for the Special Issue on Photometric Analysis for Computer Vision,Peter Belhumeur and Katsushi Ikeuchi and Emmanuel Prados and Stefano Soatto and Peter Sturm,2010,0,International Journal of Computer Vision
10.1007/s11263-017-0994-x,Directed Acyclic Graph Continuous Max-Flow Image Segmentation for Unconstrained Label Orderings,John S. H. Baxter and Martin Rajchl and A. Jonathan McLeod and Jing Yuan and Terry M. Peters,2017,6,International Journal of Computer Vision
10.1007/s11263-007-0113-5,A Light Scattering Model for Layered Dielectrics with Rough Surface Boundaries,Hossein Ragheb and Edwin R. Hancock,2008,11,International Journal of Computer Vision
10.1007/s11263-022-01745-y,Learning to Adapt to Light,Kai-Fu Yang and Cheng Cheng and Shi-Xuan Zhao and Hong-Mei Yan and Xian-Shi Zhang and Yong-Jie Li,2023,0,International Journal of Computer Vision
10.1007/s11263-020-01304-3,Deep Neural Network Augmentation: Generating Faces for Affect Analysis,Dimitrios Kollias and Shiyang Cheng and Evangelos Ververas and Irene Kotsia and Stefanos Zafeiriou,2020,43,International Journal of Computer Vision
10.1007/s11263-012-0519-6,How to Compare Noisy Patches? Patch Similarity Beyond Gaussian Noise,Charles-Alban Deledalle and Loïc Denis and Florence Tupin,2012,120,International Journal of Computer Vision
10.1007/s11263-011-0510-7,Video Behaviour Mining Using a Dynamic Topic Model,Timothy Hospedales and Shaogang Gong and Tao Xiang,2012,73,International Journal of Computer Vision
10.1007/s11263-023-01766-1,A Minimal Solution for Image-Based Sphere Estimation,Tekla Tóth and Levente Hajder,2023,0,International Journal of Computer Vision
10.1007/s11263-022-01738-x,Semi-Supervised and Long-Tailed Object Detection with CascadeMatch,Yuhang Zang and Kaiyang Zhou and Chen Huang and Chen Change Loy,2023,0,International Journal of Computer Vision
10.1023/a:1011103828798,n.m.,James J. Clark,2001,0,International Journal of Computer Vision
10.1023/a:1011191615794,n.m.,G.J. Streekstra and R. Van Den Boomgaard and A.W.M. Smeulders,2001,10,International Journal of Computer Vision
