DOI,Título,Autores,Año,Citas,Revista
10.1007/s10700-013-9154-0,A novel job search problem in hybrid uncertain environment,Guoli Wang and Wansheng Tang and Ruiqing Zhao,2013,0,Fuzzy Optimization and Decision Making
10.1007/s10700-021-09362-z,Editor’s message,Shu-Cherng Fang,2021,0,Fuzzy Optimization and Decision Making
10.1007/s10700-004-5567-0,Preference Approach to Fuzzy Linear Inequalities and Optimizations,Hsiao-Fan Wang and Kuang-Yao Wu,2005,8,Fuzzy Optimization and Decision Making
10.1007/s10700-014-9177-1,Integrated inventory problem under trade credit in fuzzy random environment,Weihua Xu,2014,5,Fuzzy Optimization and Decision Making
10.1007/s10700-012-9130-0,Triply fuzzy function approximation for hierarchical Bayesian inference,Osonde Osoba and Sanya Mitaim and Bart Kosko,2012,3,Fuzzy Optimization and Decision Making
10.1007/s10700-006-7328-8,Preface,Bing-Yuan Cao,2006,0,Fuzzy Optimization and Decision Making
10.1007/s10700-006-7332-z,The Extended Alpha-triple I Algorithm Based on the Generalized Implication Operator,Bingru Yang and Zhangyan Xu and Wei Song,2006,0,Fuzzy Optimization and Decision Making
10.1023/a:1019688829453,n.m.,Jeong-Su Han and Won-Chul Bang and Z. Zenn Bien,2002,13,Fuzzy Optimization and Decision Making
10.1007/s10700-008-9039-9,Fixed points in $${\mathcal{M}}$$ -fuzzy metric spaces,Jin Han Park and Jong Seo Park and Young Chel Kwun,2008,3,Fuzzy Optimization and Decision Making
10.1023/a:1022896029935,n.m.,Hsien-Chung Wu,2003,3,Fuzzy Optimization and Decision Making
10.1007/s10700-012-9132-y,Uncertain calculus with renewal process,Kai Yao,2012,49,Fuzzy Optimization and Decision Making
10.1023/b:fodm.0000036863.11629.42,Robust Adaptive Identification of Fuzzy Systems with Uncertain Data,Mohit Kumar and Regina Stoll and Norbert Stoll,2004,17,Fuzzy Optimization and Decision Making
10.1007/s10700-018-9288-1,Optimal incentive contracts under loss aversion and inequity aversion,Chi Zhou and Jin Peng and Zhibing Liu and Binwei Dong,2019,15,Fuzzy Optimization and Decision Making
10.1007/s10700-017-9280-1,A new approach for solving fully intuitionistic fuzzy transportation problems,Ali Ebrahimnejad and Jose Luis Verdegay,2018,56,Fuzzy Optimization and Decision Making
10.1007/s10700-020-09329-6,A group decision making with probability linguistic preference relations based on nonlinear optimization model and fuzzy cooperative games,Pei Liang and Junhua Hu and Bo Li and Yongmei Liu and Xiaohong Chen,2020,10,Fuzzy Optimization and Decision Making
10.1007/s10700-018-9294-3,Cores and dominance cores of cooperative games endowed with fuzzy payoffs,Hsien-Chung Wu,2019,5,Fuzzy Optimization and Decision Making
10.1007/s10700-006-0024-x,The bi-objective fuzzy c-means cluster analysis for TSK fuzzy system identification,Ta-Wei Hung,2007,1,Fuzzy Optimization and Decision Making
10.1007/s10700-022-09406-y,A robust energy management approach in two-steps ahead using deep learning BiLSTM prediction model and type-2 fuzzy decision-making controller,Dounia El Bourakadi and Hiba Ramadan and Ali Yahyaouy and Jaouad Boumhidi,2023,0,Fuzzy Optimization and Decision Making
10.1007/s10700-006-0022-z,An interactive procedure for linguistic multiple attribute decision making with incomplete weight information,Zeshui Xu,2007,49,Fuzzy Optimization and Decision Making
10.1007/s10700-008-9045-y,Redefined fuzzy B-algebras,A. Zarandi Baghini and A. Borumand Saeid,2008,3,Fuzzy Optimization and Decision Making
10.1023/a:1015731117218,n.m.,Hsiao-Fan Wang and Zhi-Hao Huang,2002,6,Fuzzy Optimization and Decision Making
10.1023/a:1013727809532,n.m.,Masahiro Inuiguchi and Tetsuzo Tanino,2002,24,Fuzzy Optimization and Decision Making
10.1007/s10700-011-9097-2,Genetic algorithm-tuned entropy-based fuzzy C-means algorithm for obtaining distinct and compact clusters,Vidyut Dey and Dilip Kumar Pratihar and G. L. Datta,2011,22,Fuzzy Optimization and Decision Making
10.1007/s10700-010-9078-x,A method for solving fuzzy multicriteria decision problems with dependent criteria,Jaroslav Ramík and Radomír Perzina,2010,27,Fuzzy Optimization and Decision Making
10.1007/s10700-013-9162-0,A VIKOR-based method for hesitant fuzzy multi-criteria decision making,Huchang Liao and Zeshui Xu,2013,227,Fuzzy Optimization and Decision Making
10.1007/s10700-005-1890-3,Fuzzy Application to the Analytic Hierarchy Process for Robot Selection,Vikas Kapoor and Shyam Singh Tak,2005,41,Fuzzy Optimization and Decision Making
10.1007/s10700-022-09401-3,A sustainable medical waste management system design in the face of uncertainty and risk during COVID-19,Naeme Zarrinpoor,2022,1,Fuzzy Optimization and Decision Making
10.1007/s10700-006-0015-y,Reservoir operations optimization via fuzzy criterion decision processes,Augustine O. Esogbue and Baoding Liu,2006,4,Fuzzy Optimization and Decision Making
10.1007/s10700-011-9109-2,Discrete-time hybrid processes and discounted total expected values,Masayuki Kageyama and Buheeerdun Yang and Pingjun Hou,2011,1,Fuzzy Optimization and Decision Making
10.1007/s10700-014-9194-0,On the consistency of fuzzy measures in multi-criteria aggregation,Ronald R. Yager and Naif Alajlan,2015,6,Fuzzy Optimization and Decision Making
10.1007/s10700-020-09315-y,Mathematical programming approach to formulate intuitionistic fuzzy regression model based on least absolute deviations,Liang-Hsuan Chen and Sheng-Hsing Nien,2020,6,Fuzzy Optimization and Decision Making
10.1007/s10700-009-9049-2,The Karush-Kuhn-Tucker optimality conditions for multi-objective programming problems with fuzzy-valued objective functions,Hsien-Chung Wu,2009,24,Fuzzy Optimization and Decision Making
10.1007/s10700-006-0012-1,A displayed inventory model with L–R fuzzy number,Nirmal Kumar Mandal and Tapan Kumar Roy,2006,21,Fuzzy Optimization and Decision Making
10.1023/b:fodm.0000022042.64558.1d,Approximate String Matching Using Deformed Fuzzy Automata: A Learning Experience,J. J. Astrain and J. R. Garitagoitia and J. R. Gonzalez De Mendivil and J. Villadangos and F. Fariña,2004,2,Fuzzy Optimization and Decision Making
10.1007/s10700-006-0019-7,Scalarization of the fuzzy optimization problems,Hsien-Chung Wu,2006,3,Fuzzy Optimization and Decision Making
10.1007/s10700-016-9256-6,A consensus reaching process in the context of non-uniform ordered qualitative scales,José Luis García-Lapresta and David Pérez-Román,2017,10,Fuzzy Optimization and Decision Making
10.1007/s10700-007-9025-7,A Fuzzy support vector classifier based on Bayesian optimization,Yong Zhang and Zhong-Xian Chi,2008,7,Fuzzy Optimization and Decision Making
10.1007/s10700-008-9047-9,The design of a controller in Fuzzy Petri net,Yubin Zhong,2008,5,Fuzzy Optimization and Decision Making
10.1007/s10700-012-9117-x,Supplier selection using axiomatic fuzzy set and TOPSIS methodology in supply chain management,Ye Li and Xiaodong Liu and Yan Chen,2012,36,Fuzzy Optimization and Decision Making
10.1007/s10700-016-9264-6,Totally ordered uncertain sets,Baoding Liu,2018,12,Fuzzy Optimization and Decision Making
10.1007/s10700-018-9298-z,Uncertain time series analysis with imprecise observations,Xiangfeng Yang and Baoding Liu,2019,61,Fuzzy Optimization and Decision Making
10.1023/a:1013731910441,n.m.,Philippe Fortemps and Roman Słowiński,2002,29,Fuzzy Optimization and Decision Making
10.1007/s10700-011-9110-9,Inequalities and mathematical properties of uncertain variables,Jingfeng Tian,2011,11,Fuzzy Optimization and Decision Making
10.1007/s10700-012-9144-7,Delayed renewal process with uncertain interarrival times,Xingfang Zhang and Yufu Ning and Guangwu Meng,2013,21,Fuzzy Optimization and Decision Making
