DOI,Título,Autores,Año,Citas,Revista
10.1007/s10115-010-0377-x,Knowledge management in image-based analysis of blood vessel structures,Iván Macía and Manuel Graña and Celine Paloc,2012,14,Knowledge and Information Systems
10.1007/s10115-014-0813-4,Multiplicative distance: a method to alleviate distance instability for high-dimensional data,Jafar Mansouri and Morteza Khademi,2015,3,Knowledge and Information Systems
10.1007/s10115-011-0398-0,Two-layered Blogger identification model integrating profile and instance-based methods,Haytham Mohtasseb and Amr Ahmed,2012,5,Knowledge and Information Systems
10.1007/s10115-016-0975-3,A formal framework to represent spatial knowledge,Giuseppe Della Penna and Daniele Magazzeni and Sergio Orefice,2017,2,Knowledge and Information Systems
10.1007/pl00011661,An Artificial Network Simulating Cause-to-Effect Reasoning: Cancellation Interactions and Numerical Studies,L. B. Romdhane and B. Ayeb and S. Wang,2001,3,Knowledge and Information Systems
10.1007/s10115-002-0070-9,Cost Estimation for Queries Experiencing Multiple Contention States in Dynamic Multidatabase Environments,Qiang Zhu and Satyanarayana Motheramgari and Yu Sun,2003,6,Knowledge and Information Systems
10.1007/s10115-012-0477-x,Robust personalizable spam filtering via local and global discrimination modeling,Khurum Nazir Junejo and Asim Karim,2013,8,Knowledge and Information Systems
10.1007/s10115-017-1145-y,Distributed ReliefF-based feature selection in Spark,Raul-Jose Palma-Mendoza and Daniel Rodriguez and Luis de-Marcos,2018,43,Knowledge and Information Systems
10.1007/s10115-018-1191-0,Self-learning and embedding based entity alignment,Saiping Guan and Xiaolong Jin and Yuanzhuo Wang and Yantao Jia and Huawei Shen and Zixuan Li and Xueqi Cheng,2019,11,Knowledge and Information Systems
10.1007/s10115-011-0436-y,Special issue on “context-aware data mining (CADM)”,Chiara Renso and Vania Bogorny and Hui Xiong,2011,0,Knowledge and Information Systems
10.1007/s10115-016-0967-3,A GPU-oriented online recommendation algorithm for efficient processing of time-varying continuous data streams,Chandima HewaNadungodage and Yuni Xia and John Jaehwan Lee,2017,2,Knowledge and Information Systems
