DOI,Título,Autores,Año,Citas,Revista
10.1109/tiv.2022.3168575,Byzantine-Fault-Tolerant Consensus via Reinforcement Learning for Permissioned Blockchain-Empowered V2X Network,Seungmo Kim and Ahmed S. Ibrahim,2023,2,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2021.3071593,SUPER: A Novel Lane Detection System,Pingping Lu and Chen Cui and Shaobing Xu and Huei Peng and Fan Wang,2021,13,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2017.2764343,Blank page,,2017,0,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2023.3235007,Dynamic Drifting Control for General Path Tracking of Autonomous Vehicles,Guoying Chen and Xuanming Zhao and Zhenhai Gao and Min Hua,2023,0,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2021.3068286,An Optimal Motion Cueing Algorithm Using the Inverse Kinematic Solution of the Hexapod Simulation Platform,Mohammad Reza Chalak Qazani and Houshyar Asadi and Saeid Nahavandi,2022,9,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2023.3234253,Formulating Vehicle Aggressiveness towards Social Cognitive Autonomous Driving,Wen Hu and Zejian Deng and Yang Wu and Bangji Zhang and Wenbo Li and Xiaofeng Xiao and Bai Li and Dongpu Cao,2023,0,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2018.2804161,Double Auction-Based Pricing Mechanism for Autonomous Vehicle Public Transportation System,James J. Q. Yu and Albert Y. S. Lam and Zhiyi Lu,2018,14,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2019.2955372,A Probabilistic Approach to Measuring Driving Behavior Similarity With Driving Primitives,Wenshuo Wang and Wei Han and Xiaoxiang Na and Jianwei Gong and Junqiang Xi,2020,12,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2016.2576239,IEEE Intelligent Transportation Systems Society Information,,2016,0,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2018.2813461,Table of Contents,,2018,0,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2023.3237703,Disturbance Observer-based Cooperative Control of Vehicle Platoons Subject to Mismatched Disturbance,Manjiang Hu and Xuan Wang and Yougang Bian and Dongpu Cao and He Wang,2023,0,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2023.3238023,Moment-based Model Predictive Control of Autonomous Systems,HanQiu Bao and Qi Kang and XuDong Shi and MengChu Zhou and HaoJun Li and Jing An and Khaled Sedraoui,2023,0,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2018.2879699,Table of Contents,,2018,0,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2017.2778622,Abstracts,,2017,0,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2019.2904386,Lane Change Intention Awareness for Assisted and Automated Driving on Highways,Tobias Rehder and Alexander Koenig and Michel Goehl and Lawrence Louis and Dieter Schramm,2019,16,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2020.3049008,Vehicle Detection and Disparity Estimation Using Blended Stereo Images,Changxin Zhou and Yazhou Liu and Quansen Sun and Pongsak Lasang,2021,4,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2022.3149891,Increasing the Efficiency of Policy Learning for Autonomous Vehicles by Multi-Task Representation Learning,Eshagh Kargar and Ville Kyrki,2022,0,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2021.3091188,Online and Predictive Warning System for Forced Lane Changes Using Risk Maps,Tim Puphal and Benedict Flade and Malte Probst and Volker Willert and Jurgen Adamy and Julian Eggert,2022,1,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2022.3228047,A Comfort Quantification Method based on Semi-supervised Learning for Automated Vehicle at Lane Change Scenarios,Wangwang Zhu and Xi Zhang and Chuan Hu and Baixuan Zhao and Shiwei Peng and Haocheng Yang,2022,0,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2022.3165670,Introducing IEEE Collabratec,,2022,0,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2018.2833585,The Transactions on Intelligent Vehicles,,2018,0,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2020.2971879,The Transactions on Intelligent Vehicles,,2020,0,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2020.3010138,IEEE Transactions on Intelligent Vehicles,,2020,0,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2020.3048338,2020 Index IEEE Transactions on Intelligent Vehicles Vol. 5,,2020,0,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2020.3009043,Become a published author in 4 to 6 weeks,,2020,0,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2020.2978679,The Transactions on Intelligent Vehicles,,2020,0,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2020.2973012,Table of Contents,,2020,0,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2020.3036538,Share Your Preprint Research with the World!,,2020,0,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2017.2679859,Table of Contents,,2016,0,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2019.2954029,Become a published author in 4 to 6 weeks,,2019,0,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2019.2899700,Introducing IEEE Collabratec,,2019,0,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2019.2898530,Abstracts,,2019,0,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2019.2938097,Automated Lane Changing With a Controlled Steering-Wheel Feedback Torque for Low Lateral Acceleration Purposes,Jan Loof and Igo Besselink and Henk Nijmeijer,2019,3,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2019.2924529,Guest Editorial Introduction to the Special Issue on the 2018 IEEE Intelligent Vehicles Symposium (IV’18),,2019,0,IEEE Transactions on Intelligent Vehicles
10.1109/tiv.2019.2933935,Abstracts,,2019,0,IEEE Transactions on Intelligent Vehicles
