DOI,Título,Autores,Año,Citas,Revista
10.1017/s0890060407070072,Building a community,STEVEN J. FENVES,2007,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060411000400,"AI EDAM Special Issue, August 2013, Vol. 27, No. 3",Pieter Vermaas and Claudia Eckert,2012,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060416000111,AIE volume 30 issue 2 Cover and Back matter,,2016,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s089006040317401x,Self-regulatory hierarchical coevolution,MIKE ROSENMAN and ROB SAUNDERS,2003,5,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060418000227,AIE volume 32 issue 4 Cover and Front matter,,2018,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060400142052,Survey of life-cycle measures and metrics for concurrent product and process design,BIREN PRASAD,2000,6,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060411000345,New opportunities for AI EDAM: Ecological systems and biological designs,Ashok K. Goel,2012,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060417000269,Optimal fuzzy scheduling and sequencing of multiple-period operating room,Abbas Al-Refaie and Mays Judeh and Ming-Hsien Li,2018,3,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060413000127,AIE volume 27 issue 2 Cover and Back matter,,2013,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060412000248,Intelligent decision support and modeling,Andy Dong and Julie Jupp,2012,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060401155022,Design-as-satisfiability: A new approach to automated synthesis,DAN BRAHA,2001,2,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060415000323,Managing risk in production scheduling under uncertain disruption,Ruhul Sarker and Daryl Essam and S.M. Kamrul Hasan and A.N. Mustafizul Karim,2016,3,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060415000414,Determining the cost optimum among a discrete set of building technologies to satisfy stringent energy targets,Brian Simmons and Matthias H.Y. Tan and C.F. Jeff Wu and Godfried Augenbroe,2015,1,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060403174069,Knowledge-rich catalog services for engineering design,JIHIE KIM and PETER WILL and S. RINGO LING and BOB NECHES,2003,8,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060404040107,Interagent ties in team-based computational configuration design,JESSE T. OLSON and JONATHAN CAGAN,2004,6,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060418000021,AIE volume 32 issue 1 Cover and Back matter,,2018,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060413000474,A design procedure for improving the effectiveness of fractal layouts formation,Yung Chin Shih and Eduardo Vila Gonçalves Filho,2014,2,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060416000123,Evaluating consumer commonality leveraging consumer specific design information,Phillip Cormier and Kemper Lewis,2016,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060411000357,The hard problem of design,Sean Hanna,2012,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060408000267,"Chunks, lines, and strategies: A three-component representation to capture and exchange architects' design processes",Jonas Lindekens and Ann Heylighen,2008,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060404040995,Special Issue: Learning and creativity Part 2,ALEX H.B. DUFFY and FRANCES M.T. BRAZIER,2004,1,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060407070096,From PUFF to integrated concurrent engineering: A personal evolution,JOHN KUNZ,2007,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060413000061,Social learning in design teams: The importance of direct and indirect communications,Vishal Singh and Andy Dong and John S. Gero,2013,14,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060414000663,Resiliency analysis for complex engineered system design,Hoda Mehrpouyan and Brandon Haley and Andy Dong and Irem Y. Tumer and Christopher Hoyle,2015,19,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060408000139,Evolutionary synthesis of kinematic mechanisms,Hod Lipson,2008,15,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060412000376,Efficient large-scale configuration via integer linear programming,Ingo Feinerer,2013,3,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060411000096,"AI EDAM Special Issue, May 2013, Vol. 27, No. 2",Maaike Kleinsmann and Anja Maier,2011,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060415000517,AIE volume 29 issue 4 Cover and Front matter,,2015,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060417000117,AIE volume 31 issue 2 Cover and Back matter,,2017,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060412000327,AIE volume 26 issue 4 Cover and Front matter,,2012,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060410000569,Special Issue: Configuration,Alexander Felfernig and Markus Stumptner and Juha Tiihonen,2011,2,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060411000321,A letter to a friend: Artificial intelligence and intelligent artifacts,Ellen Yi-Luen Do,2012,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060406060276,Synergy and transitivity in constraint dominance methods: Demonstration with linear motor design problem,ASHISH DESHPANDE and JAMES R. RINDERLE,2006,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060409990072,AIE volume 23 issue 4 Cover and Front matter,,2009,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060407000303,Special Issue: Design Computing and Cognition,Andy Dong and John S. Gero,2007,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060401151036,Design issues in implementing a cooperative search among heterogeneous agents to aid information management,P.G. CHANDER and T. RADHAKRISHNAN and R. SHINGHAL,2001,1,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060411000394,AI EDAM 25th anniversary,Tetsuo Tomiyama,2012,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060417000026,Uncertainty quantification for engineering design,Roger Ghanem and Xiaoping Du,2017,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060411000369,Opening our worlds,Kristina Shea,2012,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060401154028,Soft Computing for diagnostics in equipment service,PIERO BONISSONE and KAI GOEBEL,2001,3,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060406060264,Constraint solving for direct manipulation of features,DANIEL LOURENÇO and PEDRO OLIVEIRA and ALEX NOORT and RAFAEL BIDARRA,2006,1,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s089006040606001x,Learning inexpensive parametric design models using an augmented genetic programming technique,PETER C. MATTHEWS and DAVID W.F. STANDINGFORD and CARREN M.E. HOLDEN and KEN M. WALLACE,2006,3,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060401153023,A rough set approach to the treatment of continuous-valued attributes in multi-concept classification for mechanical diagnosis,LI-PHENG KHOO and LIAN-YIN ZHAI,2001,4,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s089006041400002x,Design Computing and Cognition (DCC'12),Tracy Hammond and Julie Linsey,2014,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060420000463,AIE volume 34 issue 3 Cover and Back matter,,2020,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060405050146,"Function- and constraint-based conceptual design support using easily exchangeable, reusable principle solution elements",SÖREN WILHELMS,2005,10,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060400141046,"Part-selection triptych: A representation, problem properties and problem definition, and problem-solving method",TIMOTHY P. DARR and WILLIAM P. BIRMINGHAM,2000,4,AI EDAM
10.1017/s089006040800019x,Evolving blackbox quantum algorithms using genetic programming,Ralf Stadelhofer and Wolfgang Banzhaf and Dieter Suter,2008,7,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060418000069,AIE volume 32 issue 2 Cover and Front matter,,2018,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060410000582,Product configuration as decision support: The declarative paradigm in practice,Albert Haag and Steffen Riemann,2011,4,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060417000075,Polynomial chaos assessment of design tolerances for vortex-induced vibrations of two cylinders in tandem,Gianluca Geraci and Marco Donato De Tullio and Gianluca Iaccarino,2017,1,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060409990023,"Problem Solving Methods: Past, Present, and Future",David C. Brown,2009,2,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060410000016,"Creativity: Simulation, stimulation, and studies",Mary Lou Maher and Nathalie Bonnardel and Yong Se Kim,2010,2,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060411000412,AIE volume 26 issue 1 Cover and Front matter,,2012,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060422000233,Neural networks with dimensionality reduction for predicting temperature change due to plastic deformation in a cold rolling simulation,Chun Kit Jeffery Hou and Kamran Behdinan,2023,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060413000176,Nonpermutation flow line scheduling by ant colony optimization,Andrea Rossi and Michele Lanzetta,2013,5,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060411000333,The knowns and unknowns in research,Andy Dong,2012,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s089006042000030x,Academic makerspaces as a “design journey”: developing a learning model for how women students tap into their “toolbox of design”,Megan Tomko and Wendy Newstetter and Melissa W. Alemán and Robert L. Nagel and Julie Linsey,2020,2,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060406060185,Creating cross-over vehicles: Defining and combining vehicle classes using shape grammars,SETH ORSBORN and JONATHAN CAGAN and RICHARD PAWLICKI and RANDALL C. SMITH,2006,41,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060414000067,Inferring a shape grammar: Translating designer's knowledge,Sara Eloy and José Pinto Duarte,2014,6,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060414000213,Evolutionary computational synthesis of self-organizing systems,James Humann and Newsha Khani and Yan Jin,2014,6,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060400143021,Diagnosability evaluation of systems using bipartite graph and matrix approach,M.F. WANI and O.P. GANDHI,2000,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060415000293,"AI EDAM Special Issue, August 2016, Vol. 30, No. 3",Claudia Eckert and Marija Jankovic,2015,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060419000283,A computer-aided approach improving the Axiomatic Design theory with the distributed design resource environment,Bin Chen and Jie Hu and Jin Qi and Weixing Chen,2020,2,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060401151073,Control sequence generation in multistage fuzzy control systems for design process,MILAN MILATOVIC and ADEDEJI B. BADIRU,2001,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060401155010,Neuro-fuzzy comprehensive assemblability and assembly sequence evaluation,X.F. ZHA,2001,10,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060420000517,AIE volume 34 issue 4 Cover and Back matter,,2020,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s089006040404017x,Invention and creativity in automated design by means of genetic programming,JOHN R. KOZA and MARTIN A. KEANE and MATTHEW J. STREETER and THOMAS P. ADAMS and LEE W. JONES,2004,12,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060414000481,Design of complex engineered systems,Irem Y. Tumer and Kemper Lewis,2014,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060410000648,"AI EDAM Special Issue, August 2012, Vol. 26, No. 3",Levent Burak Kara and Maria C. Yang,2011,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s089006041500030x,"AI EDAM Special Issue, November 2016, Vol. 30, No. 4",Daniel McAdams and Chris McMahon and Ying Liu,2015,0,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
10.1017/s0890060413000632,Probability increment based swarm optimization for combinatorial optimization with application to printed circuit board assembly,Kehan Zeng and Zhen Tan and Mingchui Dong and Ping Yang,2014,5,"Artificial Intelligence for Engineering Design, Analysis and Manufacturing"
