DOI,Título,Autores,Año,Citas,Revista
10.1007/s10044-007-0082-x,Distance-based discriminant analysis method and its applications,Serhiy Kosinov and Thierry Pun,2008,5,Pattern Analysis and Applications
10.1007/s10044-018-0686-3,Robust vectorization method for electrical circuit drawings using component morphology,Paramita De and Sekhar Mandal and Partha Bhowmick and Bhabatosh Chanda,2019,0,Pattern Analysis and Applications
10.1007/s10044-015-0475-1,Multiscale binarised statistical image features for symmetric face matching using multiple descriptor fusion based on class-specific LDA,Shervin Rahimzadeh Arashloo,2017,3,Pattern Analysis and Applications
10.1007/s10044-020-00928-y,A note on “New aggregation operators of single-valued neutrosophic hesitant fuzzy set and their application in multi-attribute decision making”,Li Wang and Yan-Ling Bao,2021,2,Pattern Analysis and Applications
10.1007/s10044-006-0029-7,A quadtree decomposition approach for surface assessment,G. Chinga,2006,10,Pattern Analysis and Applications
10.1007/s10044-020-00933-1,Deep Kernel machines: a survey,Nair K. Nikhitha and A. L. Afzal and S. Asharaf,2021,0,Pattern Analysis and Applications
10.1007/s10044-015-0512-0,Explicit and implicit employment of edge-related information in super-resolving distant faces for recognition,Srimanta Mandal and Shejin Thavalengal and Anil Kumar Sao,2016,5,Pattern Analysis and Applications
10.1007/s10044-008-0126-x,Probabilistic classification of acute myocardial infarction from multiple cardiac markers,Paul C. Wilson and George W. Irwin and John V. Lamont and Robert F. Harrison,2009,1,Pattern Analysis and Applications
10.1007/s10044-019-00825-z,Correction to: Weighted feature-task-aware regularization learner for multitask learning,Wei Xue,2019,0,Pattern Analysis and Applications
10.1007/s10044-011-0203-4,Fast evolving neuro-fuzzy model and its application in online classification and time series prediction,Hossein Soleimani-B. and Caro Lucas and Babak N. Araabi,2012,3,Pattern Analysis and Applications
10.1007/s10044-016-0541-3,A stochastic framework for K-SVD with applications on face recognition,Gustavo Malkomes and Carlos Eduardo Fisch de Brito and João Paulo Pordeus Gomes,2017,1,Pattern Analysis and Applications
10.1007/s10044-007-0095-5,Estimation of distributions involving unobservable events: the case of optimal search with unknown Target Distributions,Qingxin Zhu and B. John Oommen,2009,5,Pattern Analysis and Applications
10.1007/s10044-015-0507-x,A sparse neighborhood preserving non-negative tensor factorization algorithm for facial expression recognition,Gaoyun An and Shuai Liu and Qiuqi Ruan,2017,2,Pattern Analysis and Applications
10.1007/s10044-014-0438-y,Novel geometric features for off-line writer identification,Somaya Al-Maadeed and Abdelaali Hassaine and Ahmed Bouridane and Muhammad Atif Tahir,2016,19,Pattern Analysis and Applications
10.1007/s10044-021-01006-7,Iterative feature refinement with network-driven prior for image restoration,Jinjie Zhou and Miaomiao Meng and Jinglong Xing and Yuchen Xiong and Xiaoling Xu and Yinghong Zhang,2021,0,Pattern Analysis and Applications
10.1007/s100440170032,Book Review,Isabelle Guyon,2001,0,Pattern Analysis &amp; Applications
10.1007/s10044-009-0156-z,Shape from shading through photometric motion,João L. Fernandes and José R. A. Torreão,2010,1,Pattern Analysis and Applications
10.1007/s10044-012-0277-7,Recognizing objects with multiple configurations,Yuexing Han and Hideki Koike and Masanori Idesawa,2014,3,Pattern Analysis and Applications
10.1007/s10044-019-00841-z,PathQuery Pregel: high-performance graph query with bulk synchronous processing,Bogdan Arsintescu and Shardul Deo and Warren Harris,2020,0,Pattern Analysis and Applications
10.1007/s10044-014-0403-9,Blind weave detection for woven fabrics,Dorian Schneider and Dorit Merhof,2015,30,Pattern Analysis and Applications
10.1007/s10044-015-0502-2,A learning-based colour image segmentation with extended and compact structural tensor feature representation,Konrad Jackowski and Bogusław Cyganek,2017,5,Pattern Analysis and Applications
10.1007/s10044-017-0601-3,Kernelized inner product-based discriminant analysis for interval data,D. C. F. Queiroz and R. M. C. R. Souza and F. J. A. Cysneiros and M. C. Araujo,2018,1,Pattern Analysis and Applications
10.1007/s10044-018-0746-8,An online overlaid handwritten Japanese text recognition system for small tablet,Jianjuan Liang and Cuong Tuan Nguyen and Bilan Zhu and Masaki Nakagawa,2019,1,Pattern Analysis and Applications
10.1007/s10044-015-0516-9,Acquisition of Turkish meronym based on classification of patterns,Tuǧba Yıldız and Banu Diri and Savaş Yıldırım,2016,4,Pattern Analysis and Applications
10.1007/s10044-002-0188-0,Generalized rules for combination and joint training of classifiers,J. A. Bilmes and K. Kirchhoff,2003,7,Pattern Analysis &amp; Applications
10.1007/pl00021547,Graphical Models: Foundations of Neural Computation,Hillol Kargupta and Philip Chan,2002,0,Pattern Analysis and Applications
10.1007/s10044-011-0217-y,A Center-Surround Histogram for content-based image retrieval,Konstantinos Konstantinidis and Vasileios Vonikakis and Georgios Panitsidis and Ioannis Andreadis,2011,4,Pattern Analysis and Applications
10.1007/s10044-013-0353-7,Performance enhancement of online handwritten Tamil symbol recognition with reevaluation techniques,Suresh Sundaram and A. G. Ramakrishnan,2014,5,Pattern Analysis and Applications
10.1007/s10044-005-0012-8,Estimation of generalized entropies with sample spacing,Mark P. Wachowiak and Renata Smolíková and Georgia D. Tourassi and Adel S. Elmaghraby,2005,0,Pattern Analysis and Applications
10.1007/s10044-011-0245-7,Image-based supervision of a periodically working machine,Mario Frank and Fred A. Hamprecht,2013,1,Pattern Analysis and Applications
10.1007/s10044-018-00769-w,An image thresholding approach based on Gaussian mixture model,Like Zhao and Shunyi Zheng and Wenjing Yang and Haitao Wei and Xia Huang,2019,9,Pattern Analysis and Applications
10.1007/s100440050002,Towards Detection of Glasses in Facial Images,X. Jiang and M. Binkert and B. Achermann and H. Bunke,2000,21,Pattern Analysis &amp; Applications
10.1007/s10044-015-0526-7,A large vocabulary system for Arabic online handwriting recognition,Ibrahim Abdelaziz and Sherif Abdou and Hassanin Al-Barhamtoshy,2016,11,Pattern Analysis and Applications
10.1007/s10044-020-00866-9,Robust hand gesture recognition system based on a new set of quaternion Tchebichef moment invariants,Ilham Elouariachi and Rachid Benouini and Khalid Zenkouar and Arsalane Zarghili,2020,10,Pattern Analysis and Applications
10.1007/s10044-012-0281-y,A new radial symmetry measure applied to photogrammetry,Raquel Dosil and Xosé M. Pardo and Xosé R. Fdez-Vidal and Antón García-Díaz and Víctor Leborán,2013,8,Pattern Analysis and Applications
10.1007/s10044-016-0561-z,An efficient fundamental matrix estimation method for wide baseline images,Chun-Bao Xiao and Da-Zheng Feng and Ming-Dong Yuan,2018,5,Pattern Analysis and Applications
