DOI,Título,Autores,Año,Citas,Revista
10.1162/neco_a_00284,Improved Generative Semisupervised Learning Based on Finely Grained Component-Conditional Class Labeling,David J. Miller and Jayaram Raghuram and George Kesidis and Christopher M. Collins,2012,1,Neural Computation
10.1162/neco_a_00627,Neuronal Spike Train Entropy Estimation by History Clustering,Nicholas Watters and George N. Reeke,2014,4,Neural Computation
10.1162/neco_a_00754,An Empirical Model for Reliable Spiking Activity,Wanjie Wang and Shreejoy J. Tripathy and Krishnan Padmanabhan and Nathaniel N. Urban and Robert E. Kass,2015,1,Neural Computation
10.1162/neco_a_00365,Tangent Bundle Curve Completion with Locally Connected Parallel Networks,Guy Ben-Yosef and Ohad Ben-Shahar,2012,4,Neural Computation
10.1162/neco.2010.07-09-1054,Statistical Computer Model Analysis of the Reciprocal and Recurrent Inhibitory Postsynaptic Potentials in α-Motoneurons,G. Gradwohl and Y. Grossman,2010,1,Neural Computation
10.1162/neco_c_00276,"Erratum (“Feature selection in simple neurons: how coding depends on spiking dynamics” by Michael Famulare and Adrienne Fairhall, Neural Computation, February 2012, Vol. 22, No. 3: 581–598)",,2012,0,Neural Computation
10.1162/neco_a_00153,A New Clustering Approach on the Basis of Dynamical Neural Field,Dequan Jin and Jigen Peng and Bin Li,2011,7,Neural Computation
10.1162/neco.2006.18.8.1987,A Neighborhood-Based Enhancement of the Gauss-Newton Bayesian Regularization Training Method,Miguel Pinzolas and Ana Toledo and Juan Luís Pedreño,2006,5,Neural Computation
10.1162/089976600300015394,Visualizing the Function Computed by a Feedforward Neural Network,Tony A. Plate and Joel Bert and John Grace and Pierre Band,2000,18,Neural Computation
10.1162/neco.2004.16.issue-1,n.m.,,2004,0,Neural Computation
10.1162/neco.2008.04-08-776,Parameter Estimation for α-GMM Based on Maximum Likelihood Criterion,Dalei Wu,2009,10,Neural Computation
10.1162/neco_a_00154,Asymptotic Convergence Properties of the EM Algorithm for Mixture of Experts,Yan Yang and Jinwen Ma,2011,5,Neural Computation
10.1162/089976602760805340,Adaptive Spatiotemporal Receptive Field Estimation in the Visual Pathway,Garrett B. Stanley,2002,17,Neural Computation
10.1162/neco.2007.19.12.3369,Multiorder Neurons for Evolutionary Higher-Order Clustering and Growth,Kiruthika Ramanathan and Sheng-Uei Guan,2007,5,Neural Computation
10.1162/neco_a_01230,Mutual Inhibition with Few Inhibitory Cells via Nonlinear Inhibitory Synaptic Interaction,Felix Weissenberger and Marcelo Matheus Gauy and Xun Zou and Angelika Steger,2019,0,Neural Computation
10.1162/neco_a_00607,On Criticality in High-Dimensional Data,Saeed Saremi and Terrence J. Sejnowski,2014,6,Neural Computation
10.1162/neco_a_00493,Formal Modeling of Robot Behavior with Learning,Ryan Kirwan and Alice Miller and Bernd Porr and P. Di Prodi,2013,4,Neural Computation
10.1162/089976600300015772,Minimizing Binding Errors Using Learned Conjunctive Features,Bartlett W. Mel and József Fiser,2000,13,Neural Computation
10.1162/neco_a_01531,A Simple Model of Nonspiking Neurons,Loïs Naudin and Juan Luis Jiménez Laredo and Nathalie Corson,2022,2,Neural Computation
